"speaker","cleaned_text"
"teacher","give it a minute student t give it a minute student t all right remember when we talked about volume yes"
"student","it s length width"
"teacher","that s the calculation but when we talked about when we were discussing volume remember when we did volume what was the unit of measurement it wasn t square units it was what"
"student","cubic units"
"teacher","cubic units where with area it s square units and notice this has changed does everyone see that it is not a three anymore it is a two does anybody know why does anybody know why student a"
"student","because it s a two dimensional shape"
"teacher","when we talk about very good when we talk about area we are talking about two dimensional objects or two dimensional shapes volume we re talking about three dimensional okay this is our formula excuse me for calculating area formula for calculating area add it into your notes please thank you i m going to write it on the board for you our formula for calculating area is length times width okay length times width on this particular clip they re going to ask you a couple of questions i m sorry i didn t let me step out of the way they re going to ask you a couple of questions about a tennis court and about a baseball field all right would you like to move student g because there s an empty desk right next to student j would you like to move up so you can see are you sure okay there s two questions they re going to ask you about a tennis court and about a baseball field all right so i need everyone to be paying attention we re going to do a little activity on the envisions afterwards and then i m going to have you break up into large group small groups and we re going to go over some problems with area okay so everybody understand what we re doing"
"multiple students","mm hmm"
"teacher","yes"
"student","when are we going to start doing things with the cubes"
"teacher","we re not going to do that today we re actually going to do that on monday okay can everybody hear this i m just going to turn it up a little bit because i don t know how loud it s going to be"
"teacher","so that s going to be the question that you are going to focus on remember those focus questions that we talked about in discovery ed yes"
"multiple students","yes"
"teacher","it was also on focus questions essential questions this is a question that you are going to continue to think about throughout this lesson"
"teacher","so it s the amount of surface the amount that is covered how is that different from volume how s that different from volume student l"
"student","volume you re calculating you re counting each spot in cubic units"
"teacher","right but you re trying to fill in space inside a box all right area you re just doing the surface so remember i said to you that when we were talking about building boxes i said that bottom the bottom of your box just that first bottom of your box is technically your area you don t have any height yet all right so the bottom portion of your box is your area once you start adding layers and layers and layers on top of it then you run into volume okay"
"teacher","that s a great question how is area different from perimeter how is area different from perimeter what do you think student l"
"student","i think perimeter is different from area because perimeter is based on distance around a shape and area is length times width"
"teacher","right there s another component with that yes student j"
"student","perimeter is when you re measuring the distance outside of the shape area is when you re measuring the distance inside the shape"
"teacher","not inside as in a box but more that surface area perimeter you re using the measurements it s the amount of distance around the outside of a figure all right and they re both calculated very differently"
"teacher","make sense everyone with me"
"teacher","all right so my question to you i ll make it a little bit simpler out in the real world outside of the school what situations or what yeah situations would you need to find area what do you think what do you think student g"
"student","a tape measure"
"teacher","you might use a tape measure all right but what might you use a tape measure for"
"student","to count how long it is how long like the perimeter is"
"teacher","you would use it for perimeter what other real world situations student l"
"student","a carpet a rug or a football field"
"teacher","explain keep explaining"
"student","if i needed a rug and i had no rug on that floor it would be cold every night so instead i would have a rug so i would have to calculate the distance of how far it would go across the floor"
"teacher","you have to make sure you measure well first of all you have to make sure you measure the room to make sure you buy a carpet or you buy enough carpet or you buy like an area rug big enough correct that might be a real world situation what might be another one what might be another one student h want me to come back to you while you re thinking all right let s see student k what do you think guys you want me to come back to you student m you had your hand up"
"student","putting tiles in the bathroom"
"teacher","ooh that s a good one did everybody here what he said putting tiles down in like a bathroom like a tiled floor or a tiled wall yes"
"student","you can find the area of a garden"
"teacher","area of a garden i like that can you explain"
"student","so if you re supposed to put a certain amount of plants and flowers in each row you would need to find the area"
"teacher","that s perfectly acceptable i ll take one more student l"
"student","like underground pool"
"teacher","all right if you re building like an in ground pool all right these are great examples"
"teacher","so designing floor plans carpets all right"
