"speaker","cleaned_text"
"teacher","okay good okay so let me slip away from the homework page and we ll get started okay so just like yesterday to warm us up a little bit before we go a little mental math estimation can somebody solve for me in your head 35 times 4 student a what are you thinking 35 times 4"
"student","hundred forty"
"teacher","how d you get 140"
"student","because i did 2 times 35 is 70 and then okay 2 times 35 equals 70 so i added 70 plus 70 or 2 times 70 and took away the 0"
"teacher","seven and seven is"
"student","two times seven is fourteen and i added the zero"
"teacher","excellent so she used doubles right she doubled 35 and got 70 and doubled it again is there a different way you could ve done 35 times 4 in your head student c what else could you have done"
"student","thirty times four equals a hundred and twenty five times four equals twenty a hundred twenty plus twenty equals one forty"
"teacher","okay really good mental math two different strategies what if you do 55 times 3 student e"
"student","one hundred sixty five"
"teacher","and where d the 165 come from"
"student","i know that 50 times 3 equals 150 and 3 times 5 equals 15 so 150 plus 15 equals 165"
"teacher","excellent gosh your mental math is really really really amazing compared to the beginning of the year when we were still working on like 6 times 7 and now we re doing 55 times 3 45 times 4 all right one more can you do let s make a larger number can you do 75 times 4 student s can you do 75 times 4"
"student","i m not sure it s right but"
"teacher","what would you think in your head for 75 times 4"
"student","five times four four times five which is twenty and then seventy times four is twenty eight add the zeros it s 280"
"teacher","so you did 280 and you have the 20"
"student","two hundred eight plus twenty is three hundred"
"teacher","who agrees with that three hundred"
"student","me"
"teacher","for 75 times 4 breaking it up multiplying the tens multiplying the ones and then combining it make for some good mental math good work okay so yesterday we did some estimating right and we worked on estimating and comparing let me make this bigger a number to an equation and we used estimation to see which is bigger we didn t solve it exactly but we estimated to see which would be the larger number we compared them if you look at 250 and we re comparing that to 5 times 48 i don t want you to solve it exactly i want you to think"
"student","i see which one s bigger"
"teacher","which is bigger without solving exactly do you know in your head a way to figure this out mentally one two three four five six seven seven people have an idea what are you thinking in your head student c i see you looking at it what are you thinking about"
"student","i can split the 48 up to explain"
"teacher","so you re thinking you could split the 48 and do some mental math mm hmm one way would be to do like we were just practicing some mental math with the 5 times 48 can you do it without having to solve 5 times 48 what do you think student j"
"student","you could estimate 48 to 50 and then multiply 5 times 50 which would get you to a friendly and 5 times 50"
"teacher","you said 5 times 50 is a friendly estimation you rounded it"
"student","yeah and 5 times 5 equals 25 and then put the 0 on the back would give you 250 but that s not the exact equation that we re using the number is a little bit lower so we know that 250 has to be larger"
"teacher","excellent so can somebody repeat what student j just said and make sure this makes sense to us he told us that the 250 is going to be larger and why was that student c"
"student","because 40 is lower than 50"
"teacher","forty is less than fifty or our forty eight is less than the fifty"
"student","our 48 is less than the 50"
"teacher","okay student j can you explain that again that s true student c"
"student","two things one that he said that 48 rounded to 50 will make a close estimate he said 5 times 5 is 25 add the 0 is 250 since it s lower because the actual equation is lower that he knows that 250 is greater another thing i was going to say is like we could 5 times 40 and try to figure out with just 250 and then you could sort of do 5 times 8 which is easier i think it s a little bit easier"
"teacher","okay that d be solving it exactly right but i like what you said about student j noticed this friendly fact he kind of did a mental estimate and said wait a minute 5 times 50 is 250 so i know that this is 5 times 50 and like you said the real problem is lower right this was an overestimate so we know that 5 times 48 will be less so we need to have the sign eating the larger number right two hundred fifty is greater than five times forty eight"
"student","how come"
"teacher","will you close the window for me please"
"student","how come that s a plus instead of an equals"
"teacher","great question it should ve been an equals sign right okay last one like this 3 times 27 or 90 which one would be larger the 90 or the 3 times 27 that s good thank you all set student x what are you thinking"
"student","you can estimate the 27 to the 30 so 3 times 30 is 90"
"teacher","you said 3 times 30 is"
"student","ninety"
"teacher","interesting"
"student","so that one wasn t bad because if you round it up it was going"
"teacher","so you know 3 times 30 is 90 this is like equivalent equal to 3 times 30 over here that would be equal to 90 so 3 times 27"
"student","it would still be lower cause you estimate up"
"teacher","that was an overestimate right"
"student","if you estimate down it would 90 would be bigger"
