"speaker","cleaned_text"
"teacher","inaudible either way if you are finished cutting them out or not inaudible okay we are going to do a few things today a couple of quick things to review and practice multiplying by tens and also tenths"
"teacher","let s go that stuff should have been out so a quick review of multiplication that we were working and subtraction using math combinations which you practiced again last night you had a multiplication combination page to practice so we ll take another time test today we are getting quick at those right we are using multiplication combinations like 4 times 8 we use for inaudible when we did yesterday right equals 32 help us out with these right remember this a few days ago let s do a quick this one was yesterday this was about a week ago or not quite a week ago okay 4 times 8 is 32 so what s 4 times 80"
"student","320"
"teacher","320 what is the strategy you used"
"student","inaudible"
"teacher","very good so an extra zero there in the ones column because it s ten times as much so the difference between 8 and 80 10 times so 320 is 10 times as much as 32 yes next one yes next one 40 times 8"
"student","320"
"student","cause 4 times 8 it s the same thing inaudible"
"teacher","very good this time instead of 8 being 10 times as much as this 8 it s the 4 40 is 10 times as much as 4 so the answer has to be 10 times as much as the answer to that very good so our base ten system makes things pretty easy that way so we need to practice and we need to get really good at multiplying by 10 s and multiples of 10 and multiples of 100 right just like we are getting very good at adding and subtracting 100 tens by tens multiples of 10 right 100s 1000s soon 10 000s we are getting bigger and bigger numbers if we use these kinds of strategies we have to figure 8 40 times to skip count by 8 40 times would take us forever we don t have to do that right we may need too if we don t have this memorized you have to use some strategy okay 4 times 8 is 32 if you don t know that yet i want you too if you don t know yet 2 times 8 is 16 twice that right 16 twice yes"
"student","what if it s like a problem that like let s say if it was 11 times 11 how do you do it"
"teacher","we ll talk about that one in a second let s go through the rest of these first and that s a great question we ll talk about that student c the next one 40 times 80"
"student","3 200"
"teacher","how did you do that"
"student","um it has 4 times 8"
"teacher","4 times 8"
"student","and then i added the two zeros"
"teacher","you added two zeros"
"student","um two tens"
"teacher","how do we say that to be more accurate to what we are doing you are putting two zeros on the end right the ones and the tens column but what have we talked about the last couple what did we do what did we do student b"
"student","times d it by 2"
"teacher","well we have 4 40 is 10 times as much 8 80 is 10 times as much so we times it by are we multiplying by 10 the final answer is it 10 times as much as 32"
"student","i think that they 10 times the 80"
"teacher","8 10 times 80 for 10 times is 40 so what s the final answer it s not 10 times as much this was 10 times as much"
"student","well it s 100 times"
"teacher","100 times why is it 100 times as much and not 10 times anymore"
"student","because they don t"
"teacher","it s based on 10 times and this one is 10 times so 10 times 10 is 100 right so it has to be 100 times so not only do i want you to know you can this quickly and zero is there right but i want you to think about why that is happening 10 times 100 times 1 000 times 10 000 times right okay 400 times 8 and i want you to tell me the answer but also how many times more the answer is student j thank you for raising your hand"
"student","inaudible"
"teacher","3 200 again"
"student","that s because the 4 is you have it times"
