"speaker","cleaned_text"
"teacher","okay in your notebooks i want you to open up to a paper"
"student","i have 24 oranges i gave one fourth of them to my friend how many do i have left"
"teacher","so this is very similar to the types of problems you solved yesterday for homework where it said one tenth of 60 or two fifths of 25 or something like that but there is a little bit of a twist here so i want you to solve it and then we re going to go over it as you look through it let s start it with the class i feel like some people are having problems with it how can we start this off how can we start off solving this what would you do student s if you were going to solve this just totally on your own"
"student","i d do a rectangle"
"teacher","i can t hear you what"
"student","i d do a rectangle"
"teacher","what s it called when you have a rectangle and 24 different spots on it student k"
"student","an array"
"teacher","yeah so we can draw an array draw it over here how many are in your array student s what"
"student","24"
"teacher","why did you pick 24"
"student","because the problem says that i have 24 oranges"
"teacher","yeah the problem says that we have 24 oranges so we need an array that has 24 what are the dimensions of this array student b"
"student","6 by 4"
"teacher","so it s 6 by 4 we know that 6 times 4 equals 24 okay we have 24 oranges i m giving away one fourth of them to my friends how many do i have left how could we solve this what would be one of the first steps student k"
"student","24 divided by 4"
"teacher","okay where are you getting the 4 from i know student s already told us 24 is the amount of the oranges we have"
"student","i m getting the 4 from the inaudible"
"teacher","4 is the what"
"student","inaudible"
"teacher","okay what else is 4 where else do you see a 4 student s"
"student","it s how many you re giving away"
"teacher","4 is how many i m giving away okay where else do you see a 4 it s a dimension student s thinks it s how many i m giving away where else do you see a 4"
"student","the 4 is the denominator"
"teacher","yes the 4 is also the denominator okay now what student g"
"student","you can see how much inaudible"
"teacher","and how much does it equal what does the 6 represent what does this 6 mean student s"
"student","inaudible"
"teacher","okay so student s said the 6 is how many you re giving away student b"
"student","the 6 is what you re multiplying by the 4 to get 24"
"teacher","okay so if we rewrote this how could we rewrite this as a multiplication expression"
"student","6 times 4 is 24"
"teacher","so to double check our work 6 times 4 is 24 student r"
"student","you can reduce your answer"
"teacher","okay student e"
"student","inaudible"
"teacher","so the 6 is our answer okay student k"
"student","inaudible"
"teacher","okay so in our trick we ve been bringing the 6 down we ve been doing 6 and student k you said times 1 where would student k have gotten that 1 student d"
"student","numerator"
"teacher","so this is our numerator we talked a lot about the numerator what does the numerator show we talked on this the other day student g said the denominator is the total the numerator is how many you shaded in i haven t shaded anything what does the numerator mean if i m not shading anything what if we re having a discussion no papers no pencils near me to shade something then what would it be student x"
"student","it would be like the number of groups"
"teacher","okay student s"
"student","i think the numerator would be like a whole inaudible"
"teacher","student s"
"student","it would be like if you have two thirds it would be took away or inaudible"
"teacher","okay so the numerator sorry student s said how many sorry student x what did you say"
"student","the number of groups"
