"speaker","cleaned_text"
"teacher","so we were talking about yesterday our place value a little bit remember we did this we re just going to review what place is the 7 in does anyone remember"
"student","millions"
"teacher","not millions"
"student","the 7 yeah millions"
"teacher","maybe we should start with the ones you re not participating in this honey you re just working on yours you can do it when you do it with your class what place is this 1 in"
"student","one"
"teacher","the ones okay student d what s the 2"
"student","the tens"
"teacher","great and the 3 is the"
"student","hundreds"
"student","oh ten thousands"
"teacher","can you tell me the 9 first"
"student","thousands"
"teacher","he said the ten thousands this is the ten thousand spot right and this is the ten thousands and yesterday we were working with the grids right we had grids that were telling us these two spots what s the 4 what place value is the 4 in"
"student","ten"
"teacher","not ten you re close think for a minute what place value is the 4 in after the decimal comes what"
"student","tens"
"teacher","not tens ten"
"student","thousands"
"teacher","no you re right but how do you say it though"
"student","tenths"
"teacher","tenths right because if you say tens someone might get confused so it s in the tenths spot and the 5 is in the what spot"
"student","thirties"
"student","no hundredths"
"teacher","hundredths student d can you tell us if i put a 6 here what s the last 6 in tenths hundredths then what"
"student","thousandths"
"teacher","thousandths so yesterday if we re talking about the ones that we were doing yesterday their grids look like this this was a tenths grid because there were ten sections and this was a what grid"
"student","thousandths"
"teacher","this one how many boxes were there"
"student","hundredths"
"teacher","yeah hundredths today you re going to be working with a"
"student","thousandths"
"teacher","thousandths grid so how many boxes do you think there are in here a thousand right and there s also a"
"student","ten thousandths"
"teacher","ten thousandths we probably won t get to the ten thousandths today i think we might just do the thousandths so it s a little review from yesterday we ll also talk about how to say numbers remember we had this place value up there too if you need to okay student d can you say this number for me think about it give him a second to think and i ll give you some too what s the first one that comes t"
"student","thousandths"
"teacher","not thousandths before hundredths comes te tenths right"
"student","oh five tenths"
"teacher","five tenths now if i went like this and put a two on it now what would it be"
"student","52 tenths"
"teacher","it would be 52 hu"
"student","hundredths"
"teacher","hundredths okay because remember when we had the fraction it s 52 out of 100"
"student","the next one is thousandths"
"teacher","the next one is thousandths right that s what we re working on we just started so we re still working on it"
"student","i thought it was a zero between 52"
"teacher","it would if we put a number there but i told him that and i told anyone this when we have a zero there we don t have to say the zero and but if there s a whole number there then you say 2 and but if it s just a zero you can just say the decimal now what s this one student d"
"student","523 thousandths"
"teacher","very nice good all right student b here you go do you want a trick one"
"student","0 with a 9"
"teacher","what s this number you just say the number 9"
"student","oh nine thousandths"
"teacher","not thousandths what space is it in"
"student","hundredths"
"teacher","hundredths good because it s in the hundredths place value right so what doe that make this one"
"student","92 thousandths"
"teacher","92 thousandths very nice so student d if i went like this and put a number here how could we say that now we have a whole number"
"student","32 tenths no 32"
"teacher","what does this point stand for the decimal point"
"student","32 and one tenth"
"teacher","and one tenth right the decimal point is and wanna try one student b okay think about it in your head before you say it okay it s a hard one"
"student","572 and 32 thousandths"
"teacher","really good except the only thing is you said five hundred and seventy two it s just five hundred"
"student","72"
"teacher","you put two and s in by accident do you know what i mean but that was really good but a lot of people add that extra and in sometimes we only need one so today we re going to do a little bit of review and the first thing that we re going to do is on can you put your name and date on page seven i don t have it up good job student j now student p you ve got to do these ones too"
"student","no she said do this"
"teacher","okay"
"student","she said wait for those i already did that one"
"teacher","so the first one the top one i want you to figure out a fraction a decimal and a percent for the top one a fraction a decimal and a percent like we did yesterday and then we ll do the next one all together because now we re going into thousandths but the first one is review"
"student","inaudible"
"teacher","fraction percent decimal like we did yesterday student a move to student e s seat so you don t get blocked out okay you can finish that one and then i ll have you move in a minutes there s just stuff on that one good job did you do the first one student b the fraction the decimal and the percentage don t do the thousandths one yet don t do the bottom box the one with the thousandths in it"
"student","that means i m finished"
"teacher","that means you re done so scoot over to student e s seat so you can see"
"student","inaudible boxes"
"teacher","inaudible boxes good decimal go to percent how would i know that that s the percent what lets me know that that s percent so looking at these we have every type of grid so if went like that and shaded in on this grid it s still the same right what do we have shaded in student d what section did i color what fraction is it out of first of all"
"student","15 and"
"teacher","how many columns do i have on this this gives you a hint tenths how many columns do i have"
"student","10"
"student","no it s 25 out of 100"
"teacher","it would be 25 out of 100 but on this because it s only 10 i have 10 columns so you re close student d how many columns do i have shaded one"
"student","two and a half"
"teacher","two and a half do you see that no how many columns are there total how many pieces of this are there this one if you count one right"
"student","10"
"teacher","there s 10 right so that s why we said something out of 10 right now how many of them are shaded out of the 10"
"student","two"
"teacher","two and a"
"student","and a half"
"teacher","two and a half so you d say 2 5 right and what decimal does that equal"
"student","0 25"
"teacher","good"
"student","and that equals 25 percent"
"teacher","25 percent okay so that s when it s with tenths right so this is out of 10 what s our fraction on the next one going to be out of student d on this one hundred and we had 1 2 3 4 5 1 2 3 is this what yours looks like do we have the same amount shaded okay how many out of a hundred were shaded"
"student","inaudible"
"teacher","and what decimal is that"
"student","0 5"
"student","0 25"
"teacher","and how would we say that as a decimal"
"student","25 percent"
"teacher","no not as a percent as a decimal how do we say that we don t say 0 25 25 what hu"
"student","hundredths"
"teacher","hundredths"
"student","equals"
"teacher","25 percent good now have we seen a box that looks like this yet you see one now but we didn t do any of these yesterday did we"
"student","no"
"teacher","this is kind of tricky because it s kind of hard to count but how many of the boxes like this are there on here"
