"speaker","cleaned_text"
"teacher","all right so we re running today in math let s look at the objective students will be able to use doubling and halving strategies to solve multiplication problems so do we remember our doubling and halving strategies put your hand up if you remember them okay i want us to look at two problems now i don t want us to solve these problems i just want you to look at them just look at these problems now what do we know about these problems what can someone tell me about these two multiplication problems that we re going to know student k"
"student","they ve got 16 in them"
"teacher","one of the factors is 16 so from both of the problems one of the factors is 16 awesome student k student s"
"student","inaudible"
"teacher","the 16 is the same so yep the same factors so both multiplication problems have 16 as one of the factors good student j"
"student","6 3 is half of 3"
"teacher","3 is half of 6 good student m"
"student","3 doubled to get 6"
"teacher","if you double 3 you ll get 6 if you cut 6 in half you ll get 3 so real quick what i want you to do i m going to give you about 30 seconds turn to the person sitting next to you or student l you can just walk over and sit with student t real quick and talk about how you can represent 16 times 3 or 16 times 6 in a story problem or as a picture if you were going to draw this or if you were going to write it in a story problem tell them the story problem you would write or tell them how you would draw a picture for either one of these two problems i m going to give you about 30 seconds 0 02 30"
"teacher","would you draw it or would you do a story problem"
"student","i would do both"
"teacher","all right so what would one of your story problems be for 16 times 3"
"student","there are 16 students and the students have to match up in 3 groups of 16"
"teacher","so if you had 16 students and you were breaking them up into groups would that be division or multiplication for putting them into groups"
"student","oh division"
"teacher","so is that a division problem"
"student","yeah or no"
"teacher","no it s multiplication so how can you change that around to be a multiplication problem"
"student","well since remember i said that like division"
"teacher","so you have 16 students so you could say each student has"
"student","three pencils"
"teacher","three pencils so what would your question be in that story problem"
"student","how many pencils in all"
"teacher","in all awesome so student m"
"student","if i was making a story problem my story problem would be i have 16 students in the class each student has 3 pockets how many pockets all together"
"teacher","pockets in their pants"
"student","yeah"
"teacher","cool all right so let s get back together i heard some really good inaudible from students l and m so who can share with me a story problem that they would have for one of these problems a story problem they can make up student j"
"student","i have 16 boxes they each have three applies in them how many apples in all"
"teacher","awesome so what i m picturing is 16 boxes in my head like student j said so 12 13 14 15 and how many apples did you put in each box"
"student","three"
"teacher","three apples so then he asked what was your final question student j"
"student","how many apples in all"
"teacher","how many apples in all so multiplication problem or division problem"
"multiple students","multiplication"
"teacher","exactly it was a multiplication problem that s what we wanted awesome student j so rather than counting all of these apples what s a shortcut for adding student t what s our shortcut for adding"
"student","multiplication"
"teacher","multiplication so rather than adding 3 plus 3 plus 3 plus 3 plus 3 until we re done we can just multiply 16 times 3 because we have 16 boxes student j can you sit right there next to student c all right now so we have the story problem and we drew a picture who can tell me something they know about the product remember the product is the answer to a multiplication problem what are we going to know about the products of these two multiplication problems student s"
"student","it s going to inaudible"
"teacher","it s going to what what is going to be inaudible the other one which one is going to be double"
"student","inaudible"
"teacher","which one"
"student","inaudible"
"teacher","is this answer going to be double this answer or is this answer going to be double of this answer"
"student","inaudible"
"teacher","say it a little louder student b"
"student","that is"
"teacher","which one the top answer is going to be double this answer how many people agree that this answer is going to be double of this answer so say this answer let s pretend that this answer was 5 which is isn t but let s pretend this answer is going to be double 5 this answer is going to be 10 how many people agree with that how many people think that it s going to be something else all right who thinks it s going to be maybe something else student j so you disagree what do you think"
"student","i think that the first inaudible double answer inaudible"
"teacher","so you think that 16 times 6 its answer its product is going to be double what the product of this is"
"student","yes"
"teacher","so if this answer was 5 which it isn t but let s pretend that it is that this would be double so this one would be 10"
"student","yeah"
"teacher","why do you think that student j"
"student","inaudible"
"teacher","yeah remember our doubling and halving if one factor stays the same did we have one factor stay the same student k"
"student","yeah"
"teacher","what factor stayed the same"
"student","16"
"teacher","16 so if we have one factor stay the same and one factor is doubled did one of these factors get doubled"
"multiple students","yeah"
"teacher","what factor got doubled student m"
"student","3"
"teacher","3 got doubled to 6 so we doubled 3 into 6 then my answer will be doubled so my answer needs to be double so i m going to go from 5 i m going to double 5 to get to 10 so let s actually solve this and see what s going to happen let s solve this and see what s going to happen do i know my 16s tables"
"multiple students","no"
"teacher","no so how can i solve 16 times 3 what am i going to have to do what s a strategy i can use student c"
"student","you can break up the 16"
"teacher","awesome i like it so if i have 16 times 3 what am i going to break up the 16 into what groups"
"student","10"
"teacher","10 and"
"student","6"
"teacher","6 awesome so i m going to get rid of my 16 i m going to have a group of 10 and a group of 6 so how many new multiplication problems am i going to have student t"
"student","two"
"teacher","two can you give me one of them"
"student","3 times 10"
"teacher","3 times 10 and remember when we do the break apart method we need our parentheses what s my other problem student r"
"student","3 times 6"
"teacher","3 times 6 awesome my parenthesis again what am i missing i m missing something that s really important in here student c"
"student","plus sign"
"teacher","my plus sign does it go here here or here"
"student","the middle"
"teacher","the middle all right so let s solve this 3 times 10 is"
"multiple students","30"
"teacher","30 remember we ve got to drop our plus sign down 3 times 6 is"
"multiple students","18"
"teacher","18 so we need to add 30 plus 18 student k"
"student","48"
"teacher","48 30 plus 18 0 and 8 is 8 3 and 1 is 4 48 so if we know that 16 times 3 is 48 16 times 3 is 48 what s that going to be what s the product of 16 times 6 going to be student l"
"student","it s gonna be we re doubling we re adding 16 again"
"teacher","we re not adding 16 again remember over here if one factor stays the same and one factor is doubled so we doubled we went from 3 to 6 we doubled 3 then our answer will"
"multiple students","double"
"teacher","double so we know we need to double"
"multiple students","48"
"teacher","48 how do we double 48 we can do it two ways student r what s one way you can double 48"
"student","8 plus 8 i mean 4 plus 4 and that s 8"
"teacher","where are you getting the 4 from"
"student","the 4 inaudible"
"teacher","oh so add 4 plus 4"
"student","40 plus 40"
"student","put an 8 with that"
"student","was she trying to say"
"teacher","why what two numbers are you adding together you re just adding 4 together"
"student","inaudible"
"teacher","so if i double 48 what s one way i can double 48 i can use addition but what no if i do 4 plus 4 so 4 plus 4 is 8 that s double 48 hold on no she s almost there give her a second"
"student","do 4 plus 4 and then do 8 plus 8"
"teacher","hold on but what numbers do i need to add together what s the total number that i need to add"
"student","48"
"teacher","48 plus"
"student","48"
"teacher","48 thank you because when you say it that way i was kind of confused and i m sure some of the kids in the class were confused so you can double 48 by adding 48 plus 48 how else can you double 48 student j"
"student","48 times 2"
"teacher","48 times 2 so either way would work okay either way would work so which one s going to be easier student k"
"student","inaudible"
"teacher","i think 48 plus 48 because i don t know my 48 tables we d have to break it apart so 8 plus 8 is"
"multiple students","16"
"teacher","16 40 plus 40 is"
"multiple students","80"
"teacher","80 so now let s add 16 plus 80 6 plus 0 is"
"multiple students","6"
"teacher","1 plus 8 is"
"multiple students","9"
"teacher","96 student c all right go sit at the back table so just because you guys aren t on camera doesn t mean that you still need to do the math work okay just because you re not on camera doesn t mean that you can just sit here"
"teacher","all right one factor stayed the same one factor doubled answer doubled or you could look at it this way one factor stayed the same one factor was cut in half we cut it in half we got 3 so our answer s going to get cut in half right can t you look at it the other way too"
"multiple students","yeah"
"teacher","sure so one thing that real quick before we break out and do some problems one thing that i wanted us to look at was an array did anyone when you were talking to your friend say i would represent it as an array so who can come up and draw a 16 by 3 array student j ever the whole year you ve never gone up on the board come on"
"student","inaudible in the third grade what we used to do is use like we used to count numbers the higher numbers and then the 1s table so what she was trying to say is instead of just adding 48 and 48 she was just trying to say add 4 and 4 which is like"
"teacher","so she meant add the 4 from here and the 4 from here"
"student","yeah"
"teacher","but are we really adding 4 and 4 student d"
"student","no"
"teacher","no you re adding what"
"student","we re adding 40 and 40"
"teacher","40 and 40 not 4 and 4 good"
"multiple students","inaudible"
"teacher","ooh what s the name of that without all the lines good student j do you know the name of it because you did it call it un not unknown un"
"student","inaudible"
"teacher","unm"
"student","unmarked"
"teacher","unmarked array good so this is an unmarked array because we don t have all the squares on the inside all right so who can come up and draw a 16 by 6 array a 16 by 6 array so we had a girl go up so we ll have student j go up because we had a girl"
"student","16 by what"
"teacher","so now when you do this you want to make sure that see how we have a 16 here so you want to have 16 inaudible"
"teacher","awesome how did we do"
"student","good"
"teacher","good so i just want to make sure i m just going to make this one a little bit shorter okay now how many of these arrays it s not drawn perfectly because we didn t get out the ruler and all that stuff to measure out and make it perfect but how many of these arrays could fit in this array just 1 2 3 4 5 how many if i took this array if i had a couple of these how many could i put so that they fit perfectly over this one remember we played the game big array small array where we were matching the small arrays on top of the bigger array"
"multiple students","yeah"
"teacher","so how many of these small arrays do you think could fit perfectly on top of this one 1 2 3 4 how many do you think two why do you think two student o"
"student","inaudible"
"teacher","so look at the top going across the top our rows are these going to fit perfectly with these rows going this way"
"student","yeah"
"teacher","yeah because they have 16 going across each row now let s go down the columns how many are going to fit perfectly you said 2 right so why are 2 going to fit and take up this one space of 6 why are 2 going to fit right here on top of this 6"
"student","inaudible"
"teacher","you want some help all right call on someone to help you so you were right 2 are going to fit but why why student j"
"student","because 3 plus 3 equals 6"
