"speaker","cleaned_text"
"","teacher all right ladies and gentlemen we re gonna begin our math lesson today and we have been working on fractions determining how large a fraction is comparing it to a half is it less than a half is it more than a half is it less than a whole is it more than a"
"teacher","and we came up with some strategies yesterday to decide we came up with some conjectures some ideas on how to decide what a fraction is worth i am going to give you i put them in sheet protectors it s what room 208 noticed about fractions we ll quickly review this before beginning our lesson today when we re done reviewing it you can put this in your vocabulary section okay i m gonna have you sit right here student p student p right here so not right now you can wait till we re done so you re just gonna look at them or review them sit up put this away i don t know why that s out i don t know why that s out and why it looks like that maybe that s why you re losing papers has to be put away those need to go in the pocket or you re gonna lose them that s why you re losing them that needs to be put away student t we ve moved on"
"student","inaudible"
"teacher","yeah we re in math now that needs to be put away so let s take a look at these and then we ll put them in our vocabulary section it says what room 208 noticed about fractions when the numerator was zero what was the fraction raise your hand the fraction was it s on your paper"
"student","one zero thirds"
"teacher","no"
"student","equal to zero"
"teacher","it would equal to zero when the numerator was zero the fraction was equal to zero and we have some examples there when the numerator the top number which we ve talked about numerator and denominator and we do have charts posted at the back of the room for all about fraction the numerator s the top number the denominator s the"
"multiple students","bottom"
"teacher","bottom when the numerator was half of the denominator what was the fraction student a"
"student","inaudible"
"teacher","when the"
"student","inaudible equal to half"
"teacher","it was equal to a half like three sixths three is half of six four eighths four is half of eight so when the numerator was less than half the denominator what was the fraction student k"
"student","the fraction was less than the half"
"teacher","right so if you knew four eighths was a half then three eighths would be less than a half two eighths would be less than a half one eighth would be less than a half what happened when the numerator was more than half of the denominator student t"
"student","the fraction was more than the half"
"teacher","right so again if you know four eighths is a half and you make that numerator bigger than four five eighths is more than a half six eighths is more than a half seven eighths is more than a half what happened when the numerator and the denominator were the same what happened when the top number and the bottom number the numerator and the denominator were the same for example when i write three thirds the numerator and the denominator are both three"
"student","equals a whole"
"teacher","equals a whole what about five fifths student t"
"student","equals a whole"
"teacher","equals a whole what about six sixths student a put that down"
"student","equals a whole"
"teacher","equals a whole what about seven sevenths student s"
"student","equals a whole"
"teacher","push your chair in and sit up what about when the numerator s larger than the denominator the numerator the top number is bigger than the denominator what do you know about that fraction"
"student","improper fraction"
"teacher","it s improper which means it s what"
"student","more than a whole"
"teacher","more than a whole some of you on the when you re putting fractions in containers yesterday you were putting fractions that were more than a whole when the numerator wasn t more than the denominator so four thirds when four is bigger than three it s more than a whole and there s some examples on your paper and then we did one more we said when the numerator was double the denominator when the top number was double the bottom for example six thirds six is double three what do you know about the fraction"
"student","it s more than two wholes"
"teacher","not more than two wholes"
"student","equal to two"
"teacher","it s equal to two wholes three thirds is a whole and another three thirds is a whole so i would like you right now to take this and put this in your vocabulary section you can take it out at any point in time and look at it you might choose to look at it during your activity today"
"student","inaudible"
"teacher","cause what we re going to be doing today is we are going to be placing numbers in order on a fraction number line so in order to do that we need to compare fractions and decide where they would go on a number line so here i have our class fraction line now when you look at our class fraction line can somebody tell me what you notice about it take a look at our class fraction line what do you notice about it student c"
"student","inaudible"
"teacher","can you say that louder"
"student","it goes to zero to inaudible"
"teacher","so really the number line goes from zero to"
"multiple students","two wholes"
"teacher","two wholes so what is the whole we re working with here raise your hand what is the whole we re working with"
"student","two"
"teacher","two wholes and 2 1 and 0 are landmark fractions they re fractions that you re gonna use to decide where other fractions go i wanna put one more landmark fraction up here does anybody know what that could be one of our most popular landmark fractions student g"
"student","one and a half"
"teacher","say that again"
"student","one and a half"
"teacher","not one and a half"
"student","one and one half"
"teacher","not one and one half that s the same thing as one and a half"
"student","one and a third"
"teacher","what is the most popular landmark fraction that i always tell you to base your understanding on"
"student","one third"
"teacher","do i say think about one third when you re comparing fractions what do i say to think of when you re comparing fractions"
"student","a half"
"teacher","a half so where am i gonna put a half on this number line student j"
"student","in between zero and one"
"teacher","in between zero and one so i m gonna count and make sure so i know 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 lines so 8 would be half 1 2 3 4 5 6 7 8 so i ll put it right here and i will write one half right there so now i want you to talk to your partners do you know what the question is yet"
"student","no but i but you know how you put one half there i said one half"
"teacher","you said one and a half you said one and one half is that the same thing as a half"
"student","oh so when i say a half i need to say one half not like one and a half"
"teacher","mm hmm one half one and a half would be in between one and two good clarification so i have two fractions here can somebody tell me what this fraction is right here student s"
"student","two fourths"
"teacher","two fourths not right now honey not right now what do you need"
"student","can i borrow some paper towels"
"teacher","not right now you can look back there i m taping all right so what is this fraction"
"student","four two fourths"
"teacher","two fourths and what is this fraction student j"
"student","it is three eighths"
"teacher","three eighths because it s three out of"
"student","eight"
"teacher","eight so if i wanna put two fourths and three eighths on a number line and i wanna compare the two of them can you first of all tell me what you know about these two fractions turn and talk to the person sitting next to you and decide which fraction is larger and how do you know you can turn and talk to the group behind you actually student p i m gonna have you student p"
"student","yeah"
"teacher","stand up come around this way i m gonna have you go talk to student a go ahead two fourths and three eighths"
"multiple students","crosstalk"
"teacher","what are you gonna compare it to what landmark fraction"
"student","one half"
"teacher","yeah and what do you know about two fourths"
"student","inaudible"
"teacher","it is a half what do you know about three eighths"
"student","less inaudible"
"teacher","is it a half yet"
"student","no"
"teacher","what does it need to get to a half"
"student","you need to put one more"
"teacher","one more what"
"student","one more shaded in"
"teacher","one more what what are we dealing with"
"student","half"
"teacher","these are not halves"
"student","inaudible"
"teacher","these are not thirds either"
"student","eighths"
"teacher","we need one more eighth to me a half"
"student","inaudible that would be bigger because you only need inaudible and then you need inaudible"
"teacher","it doesn t matter how many you need to shade what it s saying is this one is bigger because it s a half and this one is less than a half what did you guys decide"
"student","inaudible that one is bigger"
"teacher","two fourths is bigger why why student s"
"student","because it s less to shade in"
"teacher","what else do you notice about it is it a lot bigger"
"student","inaudible"
"teacher","really there s a lot more student c listen to your partner please"
"student","there s only one more"
"teacher","one more what"
"student","one more eighth"
"teacher","one eighth to shade in that will get you to what"
"student","four eighths and if you inaudible"
"teacher","so if you cut these in half it would make four eighths and this is three eighths so it s one eighth less all right would somebody like to explain to me what you understand about two fourths and three eighths student d"
"student","if you cut two fourths in half it would equal one more bigger than"
"teacher","one more what bigger than"
