"speaker","cleaned_text"
"teacher","don t worry about it"
"teacher","take your math notebook and pencil to your assigned seat on the carpet"
"teacher","you re still welcome to participate yesterday we had a brief conversation about what happens when you have a division problem that doesn t work out really clean like in a clean way"
"teacher","now we have two numbers that aren t gonna work out evenly i put an example of two numbers that should be easy for you that will give us a little bit of a problem it s just the numbers that we looked at yesterday we re a couple of problems we have some different situations they still look familiar some of the work yesterday the first conversation i wanna have is what s happened here and share with you some ideas on how we should be solving these problems lots of you are using tiles that s a good thing as our numbers begin to increase as we go from 44s up to 84s and 64s that s when we get more difficult to use tiles because the bigger the number the more tiles it gets to be a lot"
"teacher","it already does it s not always been the most efficient sometimes we can use a visual representation and yesterday student j and student k i m gonna try to use those strategies again today write the problem down the original problem we re gonna work with today is 44 divided by 8 so go ahead and write that down the problem i want you to write down is 44 divided by 8 and teacher c gave you some strategies so i ve done some work and i wanna see if you can interpret or think about or understand what i have done so take a minute to first just look at my visual representation so what i did up top is i created a visual representation think about what i did up top"
"teacher","inaudible see if you can interpret understand what teacher c has drawn here next we ll try and talk it through first what s happening in teacher c s visual representation think about the hash marks think about the boxes think about the number of boxes think about maybe something that s missing here adding up those hash marks inside the boxes somebody talk to me about what s happening here what s going on"
"student","inaudible"
"teacher","3 2 1 counting what s happening in teacher c s visual representation of the division problem someone explain that yeah folks"
"student","what you did was you did you put um five minus 8 boxes"
"teacher","good 8 boxes awesome and how many marks did that include 40 marks so of my 44 i was able to use up 40 by putting 5 in every single of the eight boxes i love using that of the 8 boxes i put 8 boxes why did i use 8 boxes"
"student","so you could split them into 8"
"teacher","but where did the 8 come from"
"student","cause that s the problem"
"teacher","okay it s the smallest number in my problem okay good and took that 44 there and student j i just started showing it put one in every single box and kept going and kinda counted up just like the one we were doing yesterday counted up all the way until i got as close as i could and i actually did some erasing you can tell because i continued going i continued to go past 40 cause i was trying to go to 44 what happened when i got to 40 what s now our problem what s happening now"
"student","we have a remainder"
"teacher","we have a remainder we have a remainder so my remainder is here and why is that remainder here and not here why do we have this remainder and why can t that be included in our visual in our boxes in our groups in our bags whatever they are why can t that remainder be student j"
"student","because it s in boxes and we have four and if you put the four in then the boxes are not the same"
"teacher","beautiful really well said so i can i think what you re saying is i could put one in four boxes but i still have four boxes and all of these addition problems they re always gonna say each bag or row or box is gonna add up to the same number of items it has to be equal i think we get that i just kinda wanna reinforce that so i ve got this remainder and for division that s okay we re gonna talk about some different situations where maybe we can do some things with that"
"teacher","so i have a visual representation here the next strategy use is go on to use is multiplication we ve been talking a lot about the relationship between multiplication and division and how closely they re related so instead of drawing 8 boxes instead of putting 5 hash marks in each box teacher l says i know 8 times 5 is 40 and if you know your multiplication combinations we ve been working on like you should you know 8 times 5 is 40 it s gonna be as close as i can to 44 student j inaudible 8 times 5 is gonna get me as close as i can to 40 i m still gonna have that remainder of 4 i m still gonna have that remainder of 4 so we re gonna start to push you from tiles at least away from tiles to a visual cause the tiles we re gonna get up into 100s now 120 130 and the numbers are gonna continue to grow so tiles are gonna become obsolete you re not gonna be able to use them anymore cause there s so many it ll be tough to deal with so at least today try to get from tiles to a visual"
"teacher","then using multiplication that s where we re headed to go to use multiplication to help us solve the division you can always guess and check if you re not sure how many 8s go into 44 give it a shot make an estimated guess and if you need to adjust that guess that s fine"
"teacher","so our situation we have a lot of different story context here a lot of different stories and here s four of them that we saw that you should have seen yesterday and if you didn t you ll have a chance to go back and look at those today so yesterday we had 44 people that needed to fit inside 8 vans 44 people and only 8 vans question said how many vans are going to be i m sorry the question i believe said there are 44 people and 5 people went inside each van how many vans were full now you have to think about why are there still four students that are leftover okay remember our conversation and what happened"
"student","inaudible"
"student","since everyone else is inaudible"
"teacher","you still need to account for those four people so those four people need to get their own van so be careful with this context it could trip you up be careful now different situation pretend now that you re sharing crackers you ve got four crackers left to share among 8 friends"
"student","100"
"teacher","so far how many crackers do each person get so far i got two huge brains that just figured this out student j you said if i take those four i can do what"
"student","split them"
"teacher","split them student a you got it"
"student","inaudible"
"teacher","counting so you have to think about what s going on think about the situation here think about what the item is can i break a van in half no can i break a balloon in half no so i m gonna have four balloons leftover and sometimes i have to decide well am i gonna give them to my friends to my sister crackers we can share crackers okay what s your thought about money what if these were dollars so that s very important"
"student","5 00"
"teacher","how many dollars"
"student","5 00"
"teacher","so here s 5 00 and now we re gonna give half of one of those dollars"
"student","the vans"
"teacher","yep"
"student","pencils"
"teacher","right you can t break apart a pencil could you share an eraser though could you break apart and erase"
"multiple students","yes"
"teacher","i mean if you had if it s a little if it s one of those square erasers could you share that"
"student","no"
"teacher","yes you could cause you could cut it in half you are prepared to defend and answer and say yes i can share this because i can cut it into pieces or i can break it in half that sometimes will work very nice job you inaudible transitioning just watch out for things behind you when you get back to your seats i want you to check first check first 21 and 22 and those questions were all dealing with 44 divided by 8 questions most of you guys did them yesterday the first option would be 21 and 22 because 21 and 22 are done stop check 21 and 22 first all are dealing with remainders from 44 divided by 8 if 21 and 22 are done then 25 and 26"
"teacher","if there s anybody that s sort of like this but they re not sure they get it i m gonna work at this deal with this group right here so bring your material right over there and you can work with me if you re like this you re not sure come over to this table thank you 21 22 most of you tore it out"
"student","who took all the papers"
"teacher","do you understand it no not that well okay let s open up and go right to it student a you re right there"
"student","i got three"
"teacher","okay let s get going get page 21 out i get as much inaudible"
"student","i got 22"
"teacher","student l i can hear you over here student i do you wanna stay where you are you should stand up and you should be over here bring your chair and come over please here s yours you need 21 page 21 let s look at this all set page 21 it says solve the division problem then solve the story problem you may use numbers and words to help you with each problem in each problem decide what to do with the extras and show your work"
"teacher","i d like us to sort of transfer from using the cubes at this point and let s start doing the drawings okay okay so we have 44 divided by 8 there are 44 people taking a trip in some small vans each van holds 8 people how many vans will they need so that means that you re gonna have 8 people in a van and how many vans are you gonna need so we re doing this they did 8 vans but they re saying each van holds 8 people"
"student","i guess i won t need to"
"teacher","what they have that so we have to figure that out right now"
"student","its 8"
"teacher","okay you wanna do 40 divided by 4 well we know are 8 people in each van excuse me excuse me we re working put it away so you re thinking there s gonna be 4 vans so 4 vans here are the vans can you see this okay who s is this so you have 8 people in each van i m not putting the hash marks i m trying to make it shorter soon as you start doing hash marks you re here forever right so let s try to make it efficient"
"student","inaudible"
"teacher","but you didn t hear what the directions what it said listen over there they said each van holds 8 people how many vans will they need well that s yeah so what is student a use the paper we have 8 what does 8 say"
"student","16"
"teacher","so we have 32 so can we get another van alright now how many do we have 40 we re close to 44 so how many vans do we have"
"student","5"
"teacher","5 and how many people remainder of 4 people so four people so how many vans are we gonna need"
"student","6"
"teacher","yeah 44 divided by 8 is"
"teacher","five with a remainder of four however more people cannot write on the inaudible please that s where we were talking about taking people do you understand that they have to have their own van does that make sense to you"
"student","yeah"
"teacher","so right now we ve got 44 divided by 8 equals what"
"student","5"
"teacher","5 with how many left over write that down write that down write that down no listen to me before you solve the problem do this right here what did we decide 44 divided by 8 equals what 5 with a remainder of 4 we write it this way 44 divided by 8 equals 5 with a remainder of 4 that s how it works that s how it works you see how i have it"
"student","oh"
"teacher","look you can see here yeah that looks good alright so that s the answer to the problem now they want us to do the story problem now i would like you to show me how it s gonna work you can use a drawing right here so there are 44 people taking a trip 8 people are in each van how many vans are they gonna need so draw me you already did it draw me a picture of those vans the people and how many let me see what you did here alright but you re not finished cause you also have to answer how many vans what did you do"
"teacher","you did 5 vans have 8 and you have left over so how many vans will they need write me a sentence they will need what how many vans will they need you need to write a sentence do you know what you re doing hon i don t see anything i want you to draw me a picture of the vans how many vans do you have 5 vans of 8 now how many people left so do we get an extra van or are they gonna ride on the top"
"student","ride on the top"
"teacher","what are they gonna do what are they gonna do"
"student","get another van"
"teacher","okay then let me see that other van and i wanna sentence they will need 6 what"
"student","8"
"teacher","no you don t do it like this you have to answer the question how many vans will they need they will need not is but are for people is everybody ready 6 vans okay alright if you re ready to go on to the next one are you ready student l and j please move your clip please both of you"
"student","okay"
