"speaker","cleaned_text"
"teacher","okay wonderful so good morning boys and girls as you re please get started what s up"
"student","do we need to copy it down"
"teacher","you do not need to copy the story problem i just said that if you don t believe me it s recorded on the camera you do not need to copy the story problem if you ever do i will write copy the story problem but for today student b for right now you re going to sit at the round table their voices are but not their faces it s a great answer okay ms h if you want to come over here i m going to print that for you side conversation take a look at the timer and see how much more time you have it should be right there come on in feel free student d we have 16 cookies i want to share them with you you can have half of the cookies i will have half of the cookies how many cookies will you have you have 16 cookies can you write that number please good half for ms r half for student b do you know what to do"
"student","minus"
"teacher","not minus that s a good guess though let s do this let s draw student b s mouth and ms r s mouth that s my mouth those cookies are going to go in my belly let s draw one cookie for student b one for ms r that s 2 we need to get to 16 can you finish go to 16 and we ll see how many go to student b and how many go to ms r keep on going thank you 16 math problems i m going to do half of them on monday and half of them on tuesday the answer is not going to be 2 i m not going to do 2 on monday and 2 on tuesday that s only 4 problems half of 16 you re on the right track you have the answer on your paper i think you just don t understand what you wrote yes student b is that 16 how many cookies did student b get our time is up for now how many did ms r get"
"student","8"
"teacher","so what is half of 16"
"student","8"
"teacher","so can you write that please half of 16 is 8 the timer went off i did hear that let s take a minute and talk about this we had 16 math problems and you only wanted to do half of them on monday and half of them on tuesday who can explain to me what is half of 16 student f loud and proud please"
"student","8"
"teacher","tell me in a full sentence"
"student","8 problems is one half"
"teacher","how many problems is half"
"student","8"
"teacher","8 is half so he says that 8 equals one half of 16 or one half of 16 equals 8 these two are the same who can prove it to me what if we had a second grader in the classroom and they said they don t know how to do half of 16 hello 4th graders wake up people in video world it s really early in the morning we re still sleeping a little bit student f again"
"student","inaudible 16 and a half is two eights it equals 16 then it s 8 and put it in like that and it s a half"
"teacher","but how do you know show me how did you figure it out"
"student","16 is two eights"
"teacher","can you show me two eights"
"student","this is two eights right here and then one of these is half"
"teacher","so what you re saying i think is two eights 8 and 8 equals 16 so can we say 8 plus 8 equals 16 does anyone have a different way to show student c"
"student","16 divided by 2"
"teacher","another way to do it is 16 divided by 2 equals 8 and student p that s what you had isn t it you just chose the wrong number"
"student","inaudible"
"teacher","does anyone have some sort of picture that shows it student j can you come show us your picture you can come up and show us also sorry student b student j you re going to have to do some talking here"
