"speaker","cleaned_text"
"teacher","okay so everyone should have out their math homework from"
"student","5 out of 100"
"teacher","5 out of 100 very good can we reduce that at all or is 5 out of 100 the only fraction we have student t"
"student","2 5 over 50"
"teacher","well we want to do it as a fraction 2 5 over 50 is using some decimals we want to keep it with whole numbers right now one twentieth very good student d did anyone else have one twentieth the simplest form okay all right now moving on to decimals what can we put here this is our hundreds student g"
"student","05"
"teacher","do we agree"
"multiple students","yes"
"teacher","why is it 05 and not just 5 remember when we started talking about decimals i said there s a lot of confusion about place values over student v why do we have the 0 in front of the 5 it s the hundredths and what do we know where is the hundredths with that the second number where the 5 is excellent so we have that can we write it any other way or is that the best way to write it for now"
"student","best way"
"teacher","okay then let s go to the percent remember percent is always out of what"
"multiple students","100"
"teacher","100 what did you put for percent"
"student","5 percent"
"teacher","5 percent that should be pretty comfortable by now any questions on 9 let s jump right to 10 now is 10 the same type of whole as 9 do they have the same number of boxes in it"
"multiple students","yes"
"teacher","what s shaded is what s different right so what are we going to write as a fraction here student s"
"student","1 out of 100"
"teacher","very good anything else we want to write decimal wise student c"
"student","0 1"
"teacher","would it be 0 1 we re on the right track think about your place value use your nametag"
"student","01"
"teacher","you had the right numbers just needed to shift it a little bit again student a where is the hundreds place up here which number"
"student","the second one"
"teacher","excellent and the percent here would be what student t"
"student","1 percent"
"teacher","very good now at the bottom this was the opposite they gave you the garden what did they tell you the decimal was student c"
"student","0 40"
"teacher","how else do we say it beside 0 40 four hundredths what do we think she s close"
"student","four tenths"
"teacher","you ve got it so if we look up here four tenths they say it s planted with beans now we re talking about beans we re going to shade in that part do i have a volunteer to come up and shade in the beans come on up does it matter what direction he shades"
"multiple students","no"
"teacher","so as long as it matches with the same amount of boxes that s what s important very good nice quick shade how many did he shade how many little squares were shaded in"
"student","40"
"teacher","very good easy enough so what are the ways you can write this amount besides 40 let s think of fractions percents decimals what else student k"
"student","40 out of 100"
"teacher","40 out of 100 student a did you have another way"
"student","0 400"
"teacher","okay that s actually the way it s really the way is it really the same just adding the zeros is holding what place value i can do that but it s pretty much the same student m"
"student","i did two twentieths"
"teacher","is it comparable or equivalent to two twentieths what do we think could we do that could we cut this into two twentieths what number are you thinking of that would get it"
"student","8"
"teacher","you re thinking let s help you out what number can you put into both of these to reduce it"
"student","2"
"teacher","student r do you have any ideas what happens if we divide it by 2 40 divided by 2 is"
"student","20"
"teacher","100 divided by 2 is"
"student","50"
"teacher","50 can we go smaller student t what can we go smaller with"
"student","ten twenty fifths"
"teacher","is that it anyone see another number we can put into these anything else what goes into 10 and 25 i can t hear you back there hold on i called on student s"
"student","four tenths"
"teacher","but what goes into that to make it that what number are you using to get there you have the right answer help her out what is she doing to get to two tenths student d do you know a number that would go into both of these equally student s do you so i can only pick one number that s going to divide evenly now you remember 5 10 divided by 5 is 2 and 25 divided by 5 is"
"multiple students","5"
"teacher","so you were saying two fifths which is ultimately correct but i was asking what number gets you to two fifths and it is the 5 student c do you see something else how much"
"student","400 out of 1 000"
"teacher","it would be 400 out of 1 000 if we were dealing with thousands we do have the hundreds so i d like to stick with the hundreds but that would work any percents for this one what do you think student d do you have a percent"
"student","40 percent"
"teacher","easy enough last one i need a volunteer on this one to come up so this garden we re going to plant with onions can someone read the number what is the decimal number student s"
"student","50 i mean 98"
"teacher","that s a whole number when you say 98 what do you need to add to the 98 when you say 98 it sounds like 98 wholes read it how it is on your paper"
"student","98"
"teacher","98 and how do we read that with the place value she is correct it is 98 how do we say it with the place value student r"
"student","ninety eight hundredths come on up you got it shade it in now instead of counting rows and trying to be precise what is a quick way to shade this one in what s a quick way"
"student","just shade in 9 rows then shade in 8"
"teacher","you could that s what i was thinking what else makes it easy"
"student","everything but 2"
"teacher","that s right so this one is practically all filled in let s write some other ways for this student k"
"student","98 percent"
"teacher","what else student c"
"student","98 out of 100"
"teacher","any others"
"student","49 out of 50"
"teacher","how did she get 49 out of 50 what did she do to get from this fraction to the second fraction she halved them right dividing by 2 what am i going to write for a decimal was that already done student m"
"student","inaudible"
"teacher","yeah that was already done wasn t it very good questions on this go ahead"
"student","i think i have another one too"
"teacher","okay"
"student","it s two fourths how did i say it"
"teacher","what are you trying to do the fraction the percent or the decimal"
"student","the fraction like 2 times 50 equals 100 and 2 times 49"
