"speaker","cleaned_text"
"teacher","okay could everybody please take out their math notebooks and put them on their desks math notebooks on your desk please okay open up to your table of contents and today s date is so everyone needs their math notebook on their desk we re gonna start our math lesson today is 12 2 and the title is primetime number three and when you get to the when you turn to the page that you are taking your notes on today you can write prime factorization"
"student","on the actual page"
"teacher","yeah you re going to write the title primetime number three and then the topic for today is prime factorization yes yeah yeah okay so before we start i m going to put up a couple of problems that i d like you to try in your notebook and i think you might be familiar with these types of problems if not just try to do the best that you can"
"teacher","i m going to set the time for we ll start with five minutes just a quick to see what you know"
"teacher","concentrate on yours okay yes"
"student","for the last one do we solve it or do we"
"teacher","solve it you re going to tell me what number it s equal to"
"teacher","if you re stuck this number that i m circling the smaller number that s like above the other number it s call an exponent and that s telling you how many times you re multiplying the number so for example two to the eighth power means saying two times two times two times two times two times two eight so one two three four five six seven eight times and you have to figure out what number that s equal to so you re just multiplying"
"student","am i doing this right"
"teacher","two times two yep you are nope so you re going to say five times five times five"
"student","it s still equal to the same thing but you re just"
"teacher","no it s not it won t be equal to the same thing yes okay so when the buzzer goes off we re going to go over how to do these so do you have work to show how you got this answer"
"student","yeah"
"teacher","where s that work"
"student","right here"
"teacher","so you said two times two is"
"student","four"
"teacher","and times another two is"
"student","eight"
"teacher","eight times two is"
"student","sixteen"
"teacher","sixteen times two is"
"student","thirty two"
"teacher","yep 32 times 2 is"
"student","sixty four"
"teacher","sixty four times two is"
"student","hundred twenty eight"
"teacher","and 128 times 2 is"
"student","two hundred fifty six"
"teacher","yeah so that s your answer you took it a little bit further but you didn t need to"
"student","oh so i guess i wrote down the"
"teacher","that s okay good job okay so even if you didn t get a chance to finish it or if it was really confusing and you re not sure how to do it it s okay we re gonna just i wanted to get our brains thinking and this is something that we re going to be kind of talking about today so i call these little numbers the exponents right so it s two to the eighth power that means two times two times two and do that eight times so what s two times two"
"multiple students","four"
"teacher","times another two is"
"multiple students","eight"
"teacher","eight times another two is"
"multiple students","sixteen"
"teacher","times another two is"
"multiple students","thirty two"
"teacher","thirty two times another two is"
"multiple students","sixty four"
"teacher","sixty four times another two is"
"multiple students","one twenty eight"
"teacher","times another two is"
"multiple students","two fifty six"
"teacher","so what is two to the eighth power equal to"
"multiple students","two fifty six"
"teacher","two hundred and fifty six so i can t just say two times eight right cause two times eight would give me"
"multiple students","sixteen"
"teacher","sixteen every time i find an answer or product i have to multiply that product by another two until i ve done that how many times"
"student","eight"
"teacher","eight times so five to the third power how many fives am i multiplying student j"
"student","three"
"teacher","three five times five times five so what is five times five student x"
"student","twenty five"
"teacher","twenty five and now i have another five left i have to multiply what s that going to give me one twenty five i m counting by 25s 25 50 75 100 125 so then what does four to the seventh power mean student b"
"student","four times four times four"
"teacher","can you talk a little louder sweetheart"
"student","four times four times four times four times four times four times four"
"teacher","so how many fours should it be altogether"
"student","seven"
"teacher","seven cause this number is you can get up and get your pencil it s not a problem this seven is telling you you re multiplying the four seven times so one two three four five six seven so what s four times four"
"student","sixteen"
"teacher","sixteen now i have to do 16 times"
"student","four"
"teacher","times four right i don t know that off the top of my head so i m going to have to i m going to have to either skip count by 16 or use another one of my strategies how could i figure out 16 times 4 yep"
"student","you could skip count by 16"
"teacher","okay we could skip count by 16 or what s a"
"student","we could do 4 times 10"
"teacher","four times ten is"
"student","forty and 4 times 6 is 24"
"teacher","forty and then i say 40 plus 24 which is"
"student","sixty four"
"teacher","sixty four okay i have another four here so i m going to multiply it again what s that going to give me this time"
"student","sixty four times"
"student","two hundred fifty six"
"teacher","what s six times four twenty four that s 240 right and then four times four is"
"student","sixteen"
"teacher","so 240 plus 16 is"
"student","two hundred fifty six"
"teacher","two fifty six and i have to multiply that by"
"student","four"
"teacher","by four"
"student","one thousand twenty four"
"teacher","how d you figure that out what did you do could you still break it apart or just easier to us the u s algorithm"
"student","well you could break it apart also using 4 times 200"
"teacher","okay so 200 times 4"
"student","eight hundred"
"teacher","equals 800"
"student","and 4 times 50"
"teacher","which is"
"student","two hundred"
"teacher","two hundred"
"student","four times six is twenty four"
"teacher","twenty four so when i put it all together i get 1024 so right now i m at 1024 i still have this four left to do plus another one so we have to do 1024 times 4 four times four is"
"student","sixteen"
"teacher","carry the one four times two is"
"student","eight"
"teacher","plus one is"
"student","nine"
"teacher","zero and four times one is"
"student","four"
"teacher","so now i m at 4096 i have to do it one more time"
"student","yeah"
"teacher","okay so i m gonna say 4096 times 4 okay student n four times six is"
"student","twenty four"
"teacher","carry the two four times nine is"
"student","thirty six"
"teacher","plus two is"
"student","thirty eight"
"teacher","carry the three four times zero is"
"student","zero"
"teacher","plus three is"
"student","three"
"teacher","four times four is"
"student","sixteen"
"teacher","so what did we get"
"student","sixteen thousand three hundred and eighty four"
"teacher","eighty four did anyone get that one"
"student","i did"
"teacher","good so it gets tedious but you just it s just multiplying over and over and over again right so then they have this last problem i had a last problem that had three numbers i was multiplying and some of them had exponents so i am going to get rid of my title and then is it okay to erase this work or is everyone copied it"
"multiple students","yes"
"teacher","just say no if you re not ready for me to erase it is anyone not ready for me to erase it okay so i had it was two to the third power right times five"
"student","times seven to the second"
"teacher","so i m seven to the second power so remember your please excuse my dear aunt sally so are there any parentheses in this equation to be worried about"
"student","no"
"teacher","so we get rid of the please excuse stands for what"
"multiple students","exponents"
"teacher","exponents so that means first i have to figure out the exponents right so this two to the third power is how many twos really"
"multiple students","three"
"teacher","two times two times two so two times two is"
"multiple students","four"
"teacher","four times another two is"
"multiple students","eight"
"teacher","eight so this number really is a eight five does it have any exponents"
"multiple students","no"
"teacher","and seven to the second power has how many sevens"
"multiple students","two"
"teacher","so seven times seven which is"
"multiple students","forty nine"
"teacher","forty nine so we re having 8 times 5 times 49 okay well have we done it yet have we done the answer already no so we now need to multiply it out right so let s do eight times five first what s eight times five"
"student","forty"
"teacher","forty and then i have 40 times what"
"student","seven forty nine"
"teacher","times 49"
"student","oh 1 960"
"teacher","so is there a strategy that you guys could use to make this easier than just yep"
"student","u s algorithm"
"teacher","we could use the u s algorithm any other ideas"
"student","break numbers apart"
"teacher","we could break numbers apart yep"
"student","well it s kind of the same as student k you just do four times four and you add the zeroes and then you multiply it by nine"
"teacher","okay could i also change this number to another number what should i change it to"
"student","fifty"
"teacher","if i change it to 50 then i have 40 times 50 which would give me what"
"student","two hundred"
"student","twenty"
"teacher","twenty"
"student","thousand"
"teacher","two thousand right because 4 time 5 is 20 and then how many place values am i adding two so now how much would i have to subtract do you think"
"student","forty nine"
"teacher","well would i have to subtract 49"
"student","oh no"
"teacher","what would i"
"student","you d have to subtract one"
"teacher","just subtract one"
"student","yeah because wait if you rounded it to 50 and then you multiplied it then you have 2 000 oh you d have to subtract 40"
"teacher","okay because how much what s the difference between 49 and 50"
"student","ten"
"teacher","no how many more numbers if i have 49 how many more numbers do i need to get to the number 50"
"student","one"
"teacher","student j could you say that loud"
"student","one"
"teacher","one so is it 1 times 40 is left so what s that"
"multiple students","forty"
"teacher","forty so what should the answer be"
"multiple students","one thousand nine hundred and sixty"
"teacher","let s see if it s true let s see if it s right so how could i double check it i could double check using the algorithm like student x suggested student x do you think that i could should i bother with the zero here or can i just add that zero down at the bottom to add a place value okay so four times nine is what student x"
"student","four times nine is thirty six"
"teacher","so six carry the three what s four times four student x"
"student","sixteen"
"teacher","plus three is"
"student","nineteen"
"teacher","so did we get the same answer"
"student","yes"
"teacher","okay so what is the answer to his whole equation"
"multiple students","one thousand nine hundred and sixty"
