"speaker","cleaned_text"
"teacher","okay class welcome to another unit five lesson what i d like us to focus on today is adding three digit numbers it s very important we ve been working on this for the last couple weeks and what i d like us to think about are the different strategies we touched upon it yesterday different types of strategies for adding three digit numbers i m going to put a number on the board what are the ways just looking we re just gonna look and we re going to talk about this what are the ways we could solve this how could we attack this problem and solve it student j just by talking"
"student","well you could do it with talking to each other like 283 could be plus 179 and"
"teacher","that s one way we solve it that way by adding up first the ones column the tens column and the hundreds column"
"student","yeah"
"teacher","okay any other strategies we could do"
"student","you could do 100 plus 200 70 plus 80 and 9 plus 3 and you add it all"
"teacher","so we could break it apart by place value"
"student","yeah"
"teacher","oh interesting any other ways we could solve it what would we do after we got all these answers this one this one and this one student d"
"student","add 200 plus 100 plus 70 plus 80"
"teacher","so these answers we d add together"
"student","mm hmm that s how we get the whole stack them up like those ones and we get the answer"
"teacher","so i m going to say this stacking we know as the us algorithm the us algorithm so when we stack them put them one on top of the other it is called the us algorithm that s not algebra us algorithm okay we can use the us algorithm we could break them apart by place value any other ways we could solve 179 plus 283"
"student","mm hmm"
"teacher","student t"
"student","you could chop the numbers up"
"teacher","did you say chop"
"student","yeah"
"teacher","or trip"
"student","you could take the numbers then you put a 100 and then you put it a 79 it s like how just did"
"teacher","mm hmm so tell me what you write"
"student","one hundred then 79 no"
"teacher","plus or where would i put it"
"student","underneath it then nine then a line then 200 then you put 200 at the start of the line"
"teacher","underneath this"
"student","yeah"
"teacher","right here"
"student","mm hmm"
"teacher","so you re saying 100 plus 79 equals 200"
"student","no i m saying put the 200 hold up i forgot hold on"
"teacher","i think you saw this in the book right okay so you would add these first right"
"student","yes so that s 179 then 2"
"teacher","okay then you would add what"
"student","two hundred"
"teacher","where s the 200 coming from"
"student","two hundred and eighty three"
"teacher","the 200 is coming from the 283 okay"
"student","then you put 83 then you put eight"
"teacher","but would you solve this first because this is an equation"
"student","yes that s 379 now put 83 then you add it up so that s 12 nine plus three is twelve"
"teacher","where do i put the one here"
"student","you put the one on top"
"teacher","okay this top"
"student","nope"
"teacher","above what number"
"student","above the seven so that s 15 you put the five"
"teacher","this and this is 15"
"student","fifteen"
"teacher","and this"
"student","then you add the one is 16 then three plus one is a hundred on six"
"teacher","what one i put the one here"
"student","on the top of the three"
"teacher","okay"
"student","then the answer is 462"
"teacher","okay we solved our first one if we did it this way is there any other way we could solve it oh you solved it on your notepad very very good student j"
"student","you could do the v"
"teacher","oh so you re talking about when we did the 1 that would be 9 plus 283 i thought you were going to give me this one"
"student","me"
"teacher","no student e were you thinking about this one so you do this and this this and this and nine and three so that the 100 and 200 is let s do the ones first nine and three you gave me this i want you to solve it"
"student","mm hmm solve it nine plus three ten twelve that equals 12 you put the one up top"
"teacher","seven and eight seventy and eighty"
"student","yeah you put the one on top of 70"
"teacher","no we just we keep this number here"
"student","so seven plus eight"
"teacher","seventy plus eighty"
