"speaker","cleaned_text"
"teacher","boys and girls we re going to start our lesson this morning i know that you know some things about subtraction wow right"
"teacher","now can you tell me what you know by this by this words what do you know about this word actually what do you know about the word subtraction do you know what s the meaning of the word subtraction"
"student","like two"
"teacher","what s the meaning here what s this what is subtraction for you"
"student","like to me like if you have a the rule is like if you have a big number and you want to"
"teacher","can you hear him"
"student","you want to divide it with someone and that s what"
"teacher","you want to divide is subtraction a division"
"student","i mean no inaudible subtraction means that taking away taking away"
"teacher","yeah taking away yes that s a way of looking at it yep what do you what do you mean by by subtraction"
"student","subtraction is when you like when you have a big number and you take away the small number from it"
"teacher","so you have a a a what"
"student","for example you have three minus two"
"teacher","three minus two i like the word minus right minus yes someone else could you add to that subtraction do you have any no anything to say about subtraction what is subtraction for you what is it"
"student","it s when you when you subtract a bigger number a larger number by the smallest number"
"teacher","you subtract a larger by a smaller or what you mean is you you subtract a small number right from a"
"student","larger number"
"teacher","larger number right that s subtraction"
"student","when you re giving away things"
"teacher","when you re giving away"
"student","inaudible"
"teacher","what is that say it again"
"student","like if i gave if i have four cookies and i gave you two that s like inaudible"
"teacher","okay if you have four cookies and you give two to your friend then you re left with"
"student","two"
"teacher","two that s subtraction yes you you gave two of your full cookies to your friend and you re left with two yes"
"student","like subtraction and and addition is like"
"teacher","they are what"
"student","inaudible"
"teacher","are they cousins"
"student","yes they are cousins"
"teacher","yes i know what you mean by that you re trying to say that that addition is the inverse and subtraction is the inverse of addition yes there s an inverse relationship there yes"
"student","because two plus two equals"
"teacher","yes exactly now today we re going to to start talking about strategies to solve subtraction problems right now i will ask you what do you know about strategies what is what is strategy what is a strategy"
"student","a way to solve"
"teacher","a way to solve a problem good an approach a way to solve a problem and you have your own way to solve a subtraction maybe you have your own way to solve a subtraction maybe you have your own way we re going to come up with these ways or these strategies to solve subtraction but i would say before we continue i would say that subtraction is when you have two numbers and you re trying to find what the difference between them you might say how far for example is it from five to 10 right how far yes"
"student","five"
"teacher","yes how far is it to 10"
"student","five"
"teacher","how far is it from"
"student","ten to 20"
"teacher","from 25 to 75 now you re trying to find the distance right the distance or the difference between those two numbers"
"student","it s 50"
"teacher","or how much we say how much more is for example 10 than five or how much less is five than 10 you get the idea"
"student","yeah"
"teacher","now what you do is you subtract and you know that sign the sign that we use you don t you how do you call that sign"
"student","subtraction"
"teacher","a subtraction sign right a minus right the sign that s minus now we re going to be working on some problems today and the following days and you ll learn this more what i m going to do now is i m going to write a problem here i would like you to work on this problem to come up with what s your own strategy to solve this problem right i want you to work with your partner now what are you going to do over there hey what you re going to do is you re going to try to solve it independently right then you share to see what strategy you used okay i m going to write the problem here this is the problem 892 minus 567 all right that s inaudible what i want you to do is to solve this problem now before you solve it i m gonna i m gonna ask you this question do you remember the definition of subtraction do you yes you do now remember what i said i said what is the distance between these two numbers right what is the how far is it from this number 567 to 892 or how much more is 892 than 567 or how much less is 567 than 892 yes"
"student","can we show more than one strategy"
"teacher","no just one you don t have to do more than one just do one strategy just use one strategy to solve this problem once you re done okay you may share with your partner when he or she is done okay then you share your strategies and we re gonna share as a class we have five 10 minutes to do this"
"student","inaudible"
"teacher","maybe you re you re ahead yes"
"teacher","what do you do over there tell me what s your strategy what is it what do you do"
"student","i did two minus seven the two is too small than seven so i borrowed one equals 12 so seven to 12 is five and then i got eight minus six is two and eight minus five is three so 325"
"teacher","how would you call your strategy you have a name for your strategy"
"student","i don t know"
"teacher","you don t know will you come up with a name for your strategy did you do the same thing"
"student","yeah"
"teacher","and same result"
"student","mm hmm"
"teacher","do you have a name for that strategy you didn t think about that name"
"student","i don t remember"
"teacher","you don t is that the only way you could solve that problem"
"student","inaudible"
"teacher","you could what"
"student","inaudible"
"teacher","could you try it to do it using another strategy okay try it now what strategy you guys are using to solve it you adding adding so subtracting how did you do it okay then just tell me what are you doing what was that say it louder"
"student","eight hundred ninety two minus 567 is inaudible"
"teacher","oh what strategy you use there"
"student","inaudible"
"teacher","that one you don t know the name of that strategy okay"
"student","if it s smaller you have to put the bigger one at not the smaller one"
"teacher","right which one did you use"
"student","he used the number line and i used this"
"teacher","oh wow what is your strategy how you call it"
"student","a number line"
"teacher","number line what about yours"
"student","u s algorithm"
"teacher","u s algorithm yes you did use the u s algorithm yeah you said that you use what"
"student","a number line"
"teacher","you know that number line the number line is a tool to help you solve your problem it s not a strategy it s a tool you know can you come up with the name for your strategy that you use there hmm"
"student","i did it right he got it wrong inaudible"
"teacher","yeah what you do over here"
"student","inaudible"
"teacher","is that one"
"student","yeah that s inaudible"
"teacher","what strategy did you use"
"student","since i cannot do two minus seven i took away one from the nine it became eight then the two became a 12 twelve minus seven is five eight minus six is two and eight minus five is three"
"teacher","what s the name of that strategy do you know"
"student","no"
"teacher","you don t know yeah okay now one more are you done here"
"student","yes"
"student","i m done we re done"
"teacher","okay what strategy did you use"
"student","my strategy is i know that two can t take away seven so i came to nine i borrowed one from nine and you get 12 then i put 12 minus seven equals five then i did eight minus six then i did it equals two then i did eight minus five"
"teacher","and what strategy is that"
"student","i don t know"
