speaker,cleaned_text
teacher,okay boys and girls so you re uniform benchmark tests came in and i have the scores one thing that i noticed and i know that i wasn t here when i gave this test and that was inaudible had gotten you ready for because i had been out i noticed that this question was particularly weak for both math classes your class and the other class as well so i want to go over this in detail before i even pass out the test to find out where it was that it went wrong student j can you sit in your own seat please everybody should be in their own seats so i want to look at this to see where we went wrong and i want to in doing it i want to review our super 6 strategies because i know you re going onto the sixth grade in a couple of days but one thing that you re always going to have to answer is open response questions student k you can t see from there because the camera s right in the way so you can stay there that s fine okay
student,i can t see
teacher,if you can t see you can move you re fine
student,but i
teacher,the camera s not in your way
student,but i can t really see it
teacher,okay student j come sit right here are you okay in your seat now all right so let s talk about the super the problem solving strategies that you know what s the first thing that you should do when you come to an open response question what s the first thing that you should do student j give me one
student,inaudible
teacher,nope before that student m
student,read the question
teacher,read the question what s the second thing student a nope student a
student,inaudible
teacher,circle and underline what
student,inaudible
teacher,teacher writing on board i m glad that you remembered these because i was wondering if you forgot all these while i was out because looking at your papers i didn t see many people circling and underlining key words at all that s okay i ll shut it off student j what comes next
student,ttqa
teacher,next we ttqa teacher writing on board
student,cough
teacher,then what student c
student,inaudible questions
teacher,yep so we re going to solve just to keep it short and then what student l
student,oh check your answer to make sure all your information s inaudible
teacher,mm hmm check for accuracy teacher writing on board and what s the last thing you do
student,inaudible
teacher,well we turned it around but we re going to
student,check again
teacher,fill in the answer okay so we re going to do that on this question let me just shut this off the computer do you remember this question i know it was a couple of weeks ago that you answered this shelby drew the two quadrilaterals shown below a explain two ways the quadrilaterals are the same b explain two ways the quadrilaterals are
student,inaudible
teacher,different c draw another quadrilateral that has at least to attributes in common with the ones shelby drew explain the attributes that the quadrilateral you drew has in common with the ones shelby drew it doesn t seem like a tough question i looked at this thought this was a pretty fair question so let s go through and so we read the question now what are we going to do student c what
student,inaudible i didn t hear what you said
teacher,what are we going to do next
student,oh inaudible circle and inaudible
teacher,underline key words shelby drew two the two quadrilaterals shown below is there any important information we need to know there
student,no
teacher,not really it s just telling information right a explain two ways that the quadrilaterals are the same what are we going to do to inaudible circle there inaudible together
student,explain
student,explain
teacher,explain
student,explain
teacher,what are we going to do to the word two
student,underline it
student,underline it
teacher,i m going to double underline it because that s so important it s such a key word we need to make sure we have two ways right
student,inaudible
teacher,two ways the quadrilaterals are the
student,same
teacher,same i m going to circle same because here it s different it s showing us what is different about these two right b explain two ways that quadrilaterals are
student,different
teacher,different so i m pretty much going to do the same exact thing here i m going to circle explain i m going to double underline two ways quadrilaterals are different right
student,inaudible
teacher,and then c draw another quadrilateral another means a
student,inaudible
teacher,different quadrilateral that has at least two does that mean i can have one
multiple students,no
teacher,does that mean i can have two
student,no
student,yes
teacher,yes
student,yes
teacher,does it mean i could have three
student,yeah
teacher,what do you think will help you get a fourth on an inaudible opener s box if you do more than two right cause it says at least two attributes what is an attribute
student,inaudible common
teacher,yeah something that they have in common something that they share and it does say attributes in common with the ones shelby drew again we see the word explain the attributes that the quadrilateral you drew has in common
student,common
teacher,with the one shelby drew so how many people already now that we ve circled and underlined the key words you re already look thinking back to the way you answered this question and you re saying uh oh
student,um
teacher,anybody saying that
student,no
teacher,no
student,i don t understand
student,inaudible
teacher,mm now usually when i go over your tests i give you your tests back first and let you look at your tests and then we go over this
student,yes
teacher,together this time i m doing it a little bit differently because i want everybody to to together we re going to develop a four we re going to look at what would a four look like then we re going to look back at what a two three looks like a two looks like and a one looks like so i want to start here so normally when you do when you answer an open response question i know that when i was out teacher a had you answer this right on the paper i would have had you use this as scrap paper and then answered it on a second answered it on an open response page which is fine so yours is on here but that s okay so today as we re i want to kind of do an outline i want to kind of do a on the board first as like a rough draft type thing so but before we even start answering it what should we do what do we have to do what do we have to do everybody
student,you inaudible
teacher,nope
student,oh ttqa
teacher,ttqa so what are we going to put for a for ttqa a student a how are we going to ttqa a
student,the two ways the quadrilaterals are the same is inaudible
teacher,inaudible are the same are and then b explain two ways the quadrilaterals are different so i m going to do the same thing two ways teacher writing on board the quadrilaterals are different are now on number on c it says to draw another quadrilateral that has at least two attributes in common right so we have to leave space to draw our quadrilateral and then explain the attributes that you the quadrilateral you drew has in common with the other with the one shelby drew okay so that s until we draw the shape we have to really be careful to make sure we leave room to ttqa so i m going to ttqa over here teacher writing on board so two attributes my quadrilateral has with shelby s quadrilaterals are okay and then if i wanted to put more i can so i left room to draw it and i ttqad it yes
student,i was inaudible
teacher,answer it okay well wait we re not there quite yet hold your thought
student,um inaudible has with shelby s quadrilateral
teacher,thank you
student,inaudible
student,nope you re right thank you for that catch okay so i m going to use the board up here as a scrap paper to kind of make a t chart teacher writing on board same and different and this is something you could always do on your own even if you re answering on this paper you could do it in the margin you could do it somewhere on the paper just to help you here student j please put down the pencil and put your eyes up here that s a warning thank you okay so let s look at what is the first quadrilateral called
student,a rectangle
teacher,a rectangle all right so let s label them so that we know what we re talking about when we say rectangle what s the second one called
student,inaudible
multiple students,inaudible
teacher,what s one thing that s the same about them
student,inaudible
teacher,they re both quadrilaterals do we already know that though from reading the question
student,yes
multiple students,yes
teacher,we already know that because it says shelby drew the quadrilaterals right so we know they re both quadrilaterals i m not going to put that here student l give me something that s the same
student,they both have four sides
teacher,four sides what else do they have four of
student,um angles
teacher,four sides
student,four
teacher,and four angles
student,vertices
student,inaudible
teacher,vertices is okay vertices usually applies more to when we re talking about triangles
student,oh
teacher,okay a vertex is where two lines come together and meet and they do form an angle so you are right but when we re talking about quadrilaterals you usually want to focus on the word inaudible okay give me something else they have in common
student,two parallel sides
teacher,okay two student j said two parallel sides is he correct in what he s saying
student,yes
student,yes
teacher,almost
student,inaudible
student,inaudible
teacher,almost student j
student,two pairs
teacher,two pairs of parallel sides that s a huge difference teacher writing on board okay they both have two pairs of parallel sides what does that mean if you just said two two sides that are parallel you re only talking about one side whereas you have to talk about pairs this is the one pair this is the other pair this is a pair here this is a pair here okay so you have to be careful of that all right so two pairs of parallel sides what does that a definition of
student,parallelogram
teacher,parallelogram this is your definition of a parallelogram right here so they both fit the definition of a parallelogram right
student,yeah
teacher,so they re both technically parallelograms right silence anything else you want to put under things that are the same there s one more thing i would put
student,oh
teacher,student h
student,four right angles
student,no
teacher,do they both have four right angles
student,no
teacher,no that s something that we re inaudible different so student h inaudible difference student c
student,inaudible straight lines
teacher,in order to be a polygon do they have to have straight lines
student,yes
teacher,yes so that s kind of a given i wouldn t even put that on here student m
student,inaudible quadrilateral
teacher,we already talked about we know they re quadrilaterals from the question student l
student,they both have two sets of equal sides
teacher,two sets of equal sides or two pairs of equal sides teacher writing on board okay this side and this side are equal this side and this side are equal this side and this side are equal this side and this side are equal two pairs of parallel two sets of equal sides
student,inaudible
teacher,anybody else who want to put under the same we can come back to this as well yeah
student,inaudible equal sides
teacher,equal sides meaning this side of the rectangle and this side are the
student,same
teacher,same this side and this side are the
multiple students,same
teacher,same this side is the same as this side this side is the same as this side student a and student j if it continues this afternoon you ll be losing ten minutes at a time next time you each get a warning got it am i clear nope i don t want to inaudible finger pointing next time it s going to be ten minutes off inaudible this afternoon each okay let s go to different student h you already told me one thing that s different
student,inaudible right angles inaudible
teacher,okay which one has right angles
student,the square
