speaker,cleaned_text
teacher,okay we re gonna take about two more minutes on this and then we ll go over and share our answers okay student a can you please pass me the sheet that s on student a s desk thank you all right inaudible please okay inaudible introduction to decimals right here not something we spent a lot of time on yet but you do see decimals a lot when you work with money so let s give these a try we re gonna get to these at the end of our fraction unit does anybody know what sign belongs in the first circle there greater than less than or equal to student j what do you think
student,greater than
teacher,greater than if you think about that as money okay that s saying eight tenths and seven tenths what coin is worth 10 cents
student,a dime
teacher,a dime so that s like saying eight dimes and seven dimes what s greater eight dimes or seven dimes
student,eight
teacher,eight dimes so eight tenths is greater than seven tenths now the second one looks a little different that doesn t say eight tenths because there s a zero in front of it that says eight hundredths what coin do we need a hundred of to make a dollar
student,eight
teacher,listen to my question what coin do we need 100 hundred of to make a dollar
student,penny
teacher,pennies so that 0 really says eight hundredths and that s like eight pennies so what s greater there eight pennies or seven dimes
student,seven dimes
teacher,excellent seven dimes so that would be saying eight hundredths or eight pennies is less than seven dimes the third one is eight tenths and then notice on the other side the decimal point is on the other side of the seven that means seven wholes like seven dollars so eight tenths or seven wholes which one is greater
student,eight inaudible
teacher,eight dimes or seven dollars
student,seven dollars
teacher,seven dollars see the difference in where the decimal point is located just a little intro we will get to studying decimals very shortly so eight tenths is less than seven dollars awesome next one 6 827 minus 199 who wants to come up and do that one inaudible student t go ahead inaudible so we should be checking our work if we re at our seat student t you can get one you don t need one right now okay can you read that answer student t 0 04 32
student,6 628
teacher,very good next one we have a decimal point and we ve been working with adding and subtracting with the decimals who can do that one subtraction with decimals student j inaudible current grouping excellent and how would you read that answer student j
student,38 44
teacher,38 44 very good off to the right we had some measurement questions one pound equals blank ounces anybody know how many ounces are in a pound
student,four
teacher,there s four quarts in a gallon there are not four ounces in a pound how many ounces are in a pound
student,eight
teacher,more than that double that
student,sixteen
teacher,there are 16 ounces in 1 pound if there are 16 ounces in 1 pound how would you figure out how many ounces are in 2 pounds if there are 16 ounces in 1 pound how would you figure out how many ounces are in 2 pounds student j
student,30
teacher,how did you figure that out
student,because 16 times 2 is 32
teacher,awesome yep 16 times 2 is 32 very good now the third one is a little trickier if 1 pound has 16 ounces how would you figure out 1 and a half pounds you know part of it already you know that 1 pound is the 16 ounces how would you figure out the half a pound student n
student,16 divided by 2
teacher,awesome so we have 16 for the whole pound and 16 divided by 2 for the half pound what is 16 divided by 2
student,eight
teacher,eight so if 16 is the whole pound and 8 is the half a pound what do we have altogether
student,inaudible
teacher,if 16 ounces is the whole pound and 8 ounces is the half a pound student j what do we have altogether
student,twenty four
teacher,twenty four ounces very good okay onto our word problem sally bought 5 hotdogs at 79 cents each she paid 30 cents tax how much was her total bill we have two steps two operations what is my question what should we have underlined student a
student,how much was her total bill
teacher,how much was her total bill what should i have circled student a
student,how many inaudible
teacher,yep 79 cents each 30 cents tax so mrs t m m can you just pass me a piece of white any kind of scrap paper let s do the four square out what is my thought thank you what s my thought student g
student,addition
teacher,let s re read that she bought 5 hotdogs at 79 cents each she paid 30 cents tax how much was her total bill what do i need to do there first
student,add
teacher,i think something else before i add i think add is part of it 0 09 02
student,you need to multiply
teacher,multiply and then add what do i need to multiply
student,inaudible
teacher,say it again
student,79 times 5
teacher,that s right our important information we had 79 cents each how many hotdogs did we need five hotdogs and what was my tax
student,inaudible
teacher,no
student,30 cents
teacher,30 cents that s right so student a back to you what do i need to multiply
student,79 cents times 5
teacher,awesome why 79 cents times 5
student,because inaudible
teacher,79 cents each that s right okay 9 times 5 is what
teacher,45 what do i need to do next
student,7 times 5
teacher,7 times 5 is what
teacher,35 and then
student,plus 4
teacher,plus 4 is what student j
student,39
teacher,39 now where does my decimal point go where does my decimal point go student j
student,right after the 9
teacher,right here
student,inaudible
teacher,that would be in front of the 9 right
student,oh yeah
teacher,okay so how would i read that student j
student,3 95
teacher,3 95 am i done is that my answer
student,no
teacher,what else do i have to do
student,add 30
teacher,add 30 you gotta add your tax in very good line up those decimals when we are adding so back to working with decimals this column right here is called my hundredths those are my pennies how many pennies do i have student j
student,five
teacher,five this is my tenths these are my dimes how many tenths do i have
student,inaudible
teacher,and these are my dollars on the other side of the decimal so how many dollars do i have student a
student,four
teacher,four where does my decimal go
student,between the 4 and the 2
teacher,very good because when we add decimals we line them up and drop it down so what is my final answer how do i read that student p
student,four dollars and 25 cents
teacher,four dollars and 25 cents how would you explain that me in words what did we just do student j s talking
student,multiply the inaudible cents
teacher,we multiplied the number of hotdogs times the cost of the hotdog and what did we get when we multiplied the number of hotdogs times the cost of each hotdog what did we get
student,3 95
teacher,and then what did we do student a
student,added 30 cents for the tax inaudible total is 4 25
teacher,awesome check that off put it away please and calendar helper student a come on back okay what is our next pattern piece for today we decided yesterday that our prediction was correct so what is our pattern piece for today 0 13 24
student,a gray pentagon
teacher,and it is day what student h
student,day thirteen four
teacher,how do we say that one hundred and thirty four what kind of number is that
student,even
teacher,even so what do i need right away
student,a heart
teacher,i need a heart okay do you know inaudible are
student,yep
teacher,okay you need a heart what do i like to check with 2 student j
student,three
teacher,three is 134 a multiple of 3
student,yes i mean no
teacher,figure it out how do we decide
student,you add all the digits together
teacher,okay and what do you get
student,eight
teacher,is 8 a multiple of 3
student,mm mm
teacher,so is 134 okay so yes to 2 no to 3 what do i like to check when i m done with 2 and 3
student,six
teacher,six is that a multiple of 6 student j
student,no
teacher,why not
student,because it s not a multiple of 2 and 3
teacher,awesome because it s an even number what else do i need to check student j
student,eight
teacher,eight and
student,four
teacher,four how do i check for 4 student a 0 15 00
student,inaudible two numbers
teacher,just look at the last two numbers what are the last two numbers of 134
student,three and four
teacher,which is what number
student,thirty four
teacher,thirty four is 34 a multiple of 4
student,no
teacher,no so is 134 a multiple of 4 student j
student,no
teacher,no how do i check for 8 student j
student,division
teacher,all right can you do that out 134 divided by 8 while he s doing that you can do it here the screen is inaudible we also need to check for 5 is that a multiple of 5 student e is 134 a multiple of 5
student,no
teacher,why not
student,because it has to end in a zero or a 5
teacher,way to go student j perfect it has to end in a zero or 5 and it doesn t do you remember the new trick we learned for 9
student,we add all the digits
teacher,very good it s the same as three what do you get when you add all the digits student t do you remember what did you get when you added the digits
student,eight
teacher,so is 8 a multiple of 9
student,no
teacher,no so is 134 a multiple of 9
student,no
teacher,no so if you know how to do the three you know how to do the nine too okay he s being tricky up there you re fine it works what did he start with
student,forty eight
teacher,forty eight how many groups of eight is that though student j
student,twelve
teacher,8 times what equals 48
student,eight oh six
teacher,right so cross off that 12 it s 48 if you re subtracting 48 that s six groups of 8 right okay there you go so now he s doing his re grouping 14 minus 8 was 6 12 minus 4 is
student,8
teacher,okay and then what did that 1 have to become
student,a zero
teacher,yeah okay so we re at 86 now let s think of what s the largest number we can take away think about our multiples of 10
student,80
teacher,mm hmm and how many groups of 8 is that
student,ten
teacher,do we take anything else away why not
student,because 6 is not inaudible
teacher,if i m making groups of 8 and i marked with 6 can i make any more groups of 8
student,no
teacher,no so we call 6 the what
student,a remainder
teacher,the remainder so is 8 a factor of 134 student t no it is not okay what s the answer to that problem what s the answer to the problem
student,16 remainder 6
teacher,16 remainder 6 very good all right please take out your math folders thank you student r and in your math folders you have the three pages that we took out yesterday that we tore out from our workbook take those out please we started with page 19 adding fractions we started to look at that first problem yesterday page 20 is on the back and then 21 22 adding fractions page 3 and 23 24 those are the pages that we need for today keep those three pages out and put your math folder away please can you pass me a bag of the it ll be easier for everybody to see the pieces so we should have three pages out that we already tore out that were in our orange folder put that back please and we need a pencil and that s all we need on our desk right now and we re gonna look at the fraction that we did the addition sentence that we did yesterday in a different way remember yesterday we worked on using the fraction inaudible to find equal fractions right because we said we needed to be able to find equal fractions before we could add them and that s where we re moving onto today so let s look at no 1 that we did out yesterday using some finding some equivalent fractions and let s demonstrate it using our fraction strips here i just have one set that look like yours except they re broken down into pieces okay so we have alexa ate one eighth of a sandwich duane ate another one eighth of the same sandwich sarah ate one fourth of the same sandwich how much of the sandwich did alexa duane and sarah eat altogether so here s my whole that represents the what that s the what that s the sandwich that s the whole sandwich okay how much did alexa eat there we go how much did alexa eat student t 0 21 26
student,one eighth
teacher,she ate one eighth so i m gonna take see these are just like your strips except they re i can take these apart she ate one eighth how much did duane eat
student,inaudible
teacher,another one eighth how much did sarah eat student a
student,inaudible
teacher,one fourth okay so that represents our pieces how much of the sandwich was eaten right but i want it in one fraction i don t wanna say that they ate one eighth plus one eighth plus a fourth i want one fraction instead of three so what can i do think about what we talked about yesterday with related fractions and halves and fourths and eighths
student,you could add one eighth plus one eighth
teacher,and what would you get
student,two eighths
teacher,okay what is two eighths equal to student s
student,one fourth
teacher,very good two eighths is equal to one fourth so i could take out these two eights and in their place in fact i ll just leave them there i could put one fourth so now i have one fourth plus one fourth what is that equal to 0 23 01
student,one half
teacher,very good it s equal to two fourths if i add them together right and two fourths is the same as one half so what is my answer how much of the sandwich did alexa duane and sarah eat altogether
student,they ate half
teacher,they ate half of the sandwich okay just a different way of showing it than what you did yesterday we wrote out yesterday exactly what we just showed with the fraction bars and we re gonna be able to do it in both ways we re gonna be able to do it with the fraction bars and we re gonna be able to do it without the fraction bars what does question b ask student j
student,what fraction of the sandwich is inaudible
teacher,okay so if this is what they ate what fraction is left what fraction is uneaten student a
student,half
teacher,how do you know that
student,because a half and a half inaudible
teacher,because a half and a half equals a whole very good so if a half was eaten then one half was left one half was uneaten so how would you write your answer for b then with the label student j how would you write your answer for b
student,one half inaudible one half inaudible
