speaker,cleaned_text
teacher,just go ahead and put this manila paper paper underneath your journal real quick okay guys so go ahead and put it underneath your journal your journal on top of it yes student k do you have a question
student,yes
teacher,what s up
student,inaudible the diameter inaudible 24 but do you have to times it by two
teacher,yes because the diameter is how is the diameter related to the radius
student,it s half of the radius
teacher,no the diameter is not half the radius
multiple students,it s two times the radius
student,say it louder
teacher,thank you don t do that anymore okay two times the radius exactly
student,inaudible
teacher,it s not radius times radius is two times radius radius times radius
student,no
teacher,no student f if you do radius times radius in this case you ll be doing 22 and four tenths times 22 and four tenths right that s a lot different than 22 and four tenths times two isn t it
student,yes
teacher,yeah but guess what multiplication is what
student,addition
teacher,is repeated addition right so if you multiply something by two that s the exact same thing as adding it to itself you already finished with what s on the board
teacher,no we re not doing guys you re not doing the work on the sheet you re doing it in your journal just put the journal on top of the sheet please we ll be using the sheet in just a little while you have a question student f
student,no
teacher,okay here you go ma am ma am here you go ma am sir of course yes student f asked me a question do i want you to work to write the formula out i want you to write the formula out how many times
multiple students,every time
teacher,every single time exactly we ve learned why the formula works now it s time for us to remember the formula okay guys so that we don t make a mistake down the road why is it that i would want you to write the formula out every time student k student k thanks for raising your hand student k
student,so we don t forget inaudible
teacher,yeah so you don t forget guys when i was your age and i started taking tests as soon as i got the test as soon as i handed my teacher handed me the test i would go ahead and write anything that i had to memorize the formulas i would just go ahead and write those on the test so i wouldn t forget them okay because i know sometimes you get nervous when you re taking a test or when you re having to do a problem really quickly or a problem that you know might count a lot i would go ahead and write down everything that i had in my head so that i wouldn t forget it plus what happened yesterday a whole lot when we were trying to find the area of the circle
teacher,let s raise our hands cause if we have everybody talk at one then teacher s microphone is his ears won t pick it up yeah student b
student,when we were trying to find yesterday when we were trying to find the area of a circle we forgot we were trying we were doing the radius and we forgot when we found out the radius we forgot to do it square
teacher,yeah a lot of people were just doing pi times the radius so if i gave you the diameter yesterday a lot of you would know to divide that by two to get the radius but then you guys would forget to square it but guess who didn t forget to square it who didn t forget to square it not a particular person but yeah
student,i did i
teacher,you didn t
student,i did square it
teacher,you did square it and why did you how did you remember to square it
student,i wrote it down
teacher,because you wrote it down in the formula it was right there to remind you okay so remember we are starting to organize our work line by line very good line by line so that we so that we don t make simple mistakes like addition mistakes okay and then we are also putting down our formulas so that we know if it s r squared we remember right there that it s r squared put your hand on top of your head if you ve gotten these problems done okay let s take just a couple of more minutes i m gonna pass out some rulers cause we ll use those in a minute too while the other folks are catching up and somehow guys remember when we had about 30 rulers at the beginning of the year well now we don t we have about 15 i m not sure where they all went but you may have to share with somebody at your table you guys can share right
multiple students,mm hmm
teacher,okay and let s not have a big problem with sharing today if you don t mind i m gonna put one in between each two desks okay oh well i m out already all right you three share there s one oh here s a couple more wonder where they all went try and find another one for you guys
multiple students,inaudible
teacher,oh you have another one okay
student,teacher inaudible
teacher,i know but she needs them today too so that s okay i think we re good we know how to share right guys
multiple students,yeah
teacher,excellent all right let s get these problems done
student,wait i m not done yet hold on
teacher,okay quickly quickly quickly we ve got kind of a cool activity today yes did you have a question
student,no
teacher,okay let s see where s your nice and neat work hmm student g i can t look at it if it s not nice and neat remember that s what we re working on this week what about you where s your nice and neat work
student,teacher
teacher,let me let me point something out real quick hang on one sec where is my marker okay all right guys look at this real quick you know how you have a piece of notebook paper and it s got a red line down the left side okay it s got a red line right down the left side and then you have your regular lines and normally they re blue but i m using black so no big deal okay so here s your paper of course the lines are a little straighter than the one i m making okay then you have you know three circles over here where it goes in your notebook when you re doing a problem go ahead and do it this way okay if you re writing down let s say we re starting with number one i m gonna write number one right over here this line is perfect for helping you stay organized okay guys that way you re not out in the middle of the page and you re not going all diagonal and you re not messing yourself up i m gonna go ahead and write area equals what s the area of a parallelogram sir
student,base times height
teacher,base times height now on my next slide just go right below area equals and then for the letters here let s go ahead and fill in the numbers okay so for the parallelogram on the other page what is my base
multiple students,10
teacher,10 10 what
multiple students,10 inches
teacher,10 inches let s not you know let s be friends with the inches with whatever unit it is they re there they don t want to be left out okay and my height is what
multiple students,nine inches
teacher,nine inches very good so i m gonna go ahead and fill that in area equals 10 inches times nine inches is that right
multiple students,yes
teacher,okay see how i wrote a equals b times h a equals 10 inches times nine inches my next slide i m gonna get back to my page what s going on all right here we go my next slide i was pushing the button i think a equals well we can do this in our head can t we you can t always do it in your head can you
multiple students,no
teacher,no but in this case we know our our multiples of 10 right 10 times nine is what student g
student,90 inches squared
teacher,90 inches 10 inches times nine inches is 90 inches squared good look at this notice notice my work here is that pretty organized
multiple students,yes
teacher,do i have my answer there
multiple students,yes
teacher,do i have the formula
multiple students,yeah
teacher,do i have the multiplication problem
multiple students,yes
teacher,if i needed to show work i could have done that on the next one yes
student,inaudible another way is that you could have like the way you could have like the one there and then make start over here with the formula and all that and have this big box over here
teacher,yeah
student,and then have
teacher,you could definitely do that so so what student g did was he did this he exactly did this okay and then over on the other side he even drew a diagram of what he s finding the area of which is great okay that s great oftentimes if you re taking it if you re doing it in your book you ll have it right there in front of you or you know unfortunately with the mimeo it s harder to get multiple pages up i wish i had five projectors so we could have different pages going down the screen yes sir
student,can i also do like this inaudible
teacher,instead of writing it every single time
student,yeah
teacher,you could do that and eventually i will want you to do that but for now i want you to write it every time okay it s not that we we don t do 100 problems a day so you don t have to write it that often do you all right so we re just we ll write it for every single one okay i wanted you to find parameter of this figure too as well didn t i
student,mm hmm
teacher,okay so we re gonna skip a line oops i m not sure why that s happening all right i m gonna skip a line and i m gonna write perimeter equals student b what does my perimeter equal in this case yes sir
student,38
teacher,38
student,38 inches
teacher,how did you find that out
student,there s estimation the area was 10 so it s the same length as the top
teacher,so this side and this side are the same lengths
student,so i did those two equal 20
teacher,okay so you did 10 inches plus 10 inches and look at this i m gonna go ahead and put a parenthesis around that that s what we did at first right and then you did what
student,and then i the left side of the figure is nine inches
teacher,is it this side
student,and the right side of the figure is the same length which equals nine plus nine is 18
teacher,all right so then you did nine inches plus nine inches and what did you do with these with the sums of both of these
student,i added both the sums
