speaker,cleaned_text
teacher,okay today our objective is going to be displaying data of direct kinds of graphs so why do you think we talked a little bit about this last time why do you think you d want to use a graph for something why do we use graphs what do you think student j
student,i think to see how you how something is doing
teacher,to see how something is doing like what
student,like if you had a business you could like see you could draw a graph to see how the business is doing
teacher,oh to see like how your sales are okay so for businesses student z
student,like for surveys
teacher,for surveys you don t have to write it down this is kind of
student,i m not writing it down
teacher,giving our thoughts down what we think student m
student,to keep track to keep track of something
teacher,to keep track of something
student,like inaudible
student,inaudible
teacher,student d
student,to know how many things something is
teacher,so you know how many things something is so what if i said to you okay this is how many people like ice cream ice cream
student,one person
teacher,and i just put a whole bunch of tallies and this is chocolate
student,whoo
teacher,and this vanilla
student,that s a strawberry
teacher,this is strawberry
multiple students,ooh
student,yo hang out
student,what
student,inaudible
teacher,okay what would be easier me showing a whole bunch of tallies or me showing you a bar graph and you just
student,bar graph
student,bar graph
teacher,right so a lot of times graphs help us more easily look at information right so today we re gonna look at three different types of bar graph graphs or three different types of graphs like you did the other day so one type we re gonna look at is a bar graph and we re gonna look at a pictograph and a line plot
teacher,and really what you re going to be doing in groups you might say what you re going to be doing in groups is coming up with a question coming up with a question that you want to ask your classmates making a table to build the information and then explain with a graph so we can easily see you know who liked this the most who liked this the least those kinds of things so we re gonna do an example one together so a question that you might want to ask the class so everybody can have the answer what do we think one can be student m
student,how many teeth you lost how many teeth you lost
teacher,you ve lost okay so we re gonna start by making when we did this the other day what did we first make before we made our graph we made a what
student,inaudible a number inaudible
student,a chart
teacher,a chart or a table so we re gonna do this together student j put this in your notebook as well so i m gonna make a chart for teeth lost that s my title
teacher,and then one side s going to be
student,inaudible
student,lost and had
student,write that down
teacher,teeth lost
student,inaudible
student,teeth lost
student,inaudible
teacher,and number of students who lost how many teeth in total
student,write it down
teacher,so everybody is putting this in their notebook this we re starting this table it s a table or a chart this is not a graph so to get this information what do we have to do what am i gonna have to do next inaudible to the question was it s not what you have to do student n
student,inaudible
student,they have to see how many teeth we lost
teacher,you have to ask everybody right
student,can i tell you how many teeth i lost
teacher,we ll do it in a second so think right now in your head about how many teeth lost altogether
teacher,altogether
teacher,so before i put it on my chart cause i m not sure what people are going to say i m just gonna put it down here for right now
student,inaudible teeth i got
student,me too
student,inaudible
teacher,well if you don t know just take a guess inaudible okay one two three all eyes on me
multiple students,one two eyes on you
teacher,one two three all eyes on me
multiple students,one two eyes on you
teacher,okay raise your hand if you ve only lost one tooth
student,this year
teacher,no all or ever ever in your whole life
student,oh
teacher,this is altogether in your whole life so if you re not sure you re just gonna guess take a guess about it inaudible
student,i would say inaudible in this year
student,about five then
student,let me think
teacher,okay everybody take a minute think how many teeth do you think about have you lost
student,all of them
student,of all the teeth
teacher,yes how do you inaudible write little teeth
student,you wrote them all on the board
teacher,you lose your baby teeth right
teacher,okay raise your hand if you ve just lost only one two you re only going once keep your hand up for two so we have two people so i m going to put two tallies three three people four
student,one
teacher,one
student,tally
teacher,five
student,zero tallies
teacher,six
student,one tally
teacher,excuse me
student,two tallies
teacher,two seven eight
student,whoa
teacher,nine
student,whoa
teacher,a big one next time you re gonna flip your card
teacher,ten
student,i guess you know i guess a lot who didn t
teacher,anybody else have anything higher or lower
student,oh i forgot to vote
teacher,student z
student,you said like 13
student,what
student,what
teacher,student k
student,13
teacher,okay
teacher,so everything is going to go to what two to what
student,13
teacher,13
student,all our teeth went there though
student,no see that last one inaudible
student,oh 32 i mean adult teeth come to 32
teacher,okay so how many tallies do i put for two
multiple students,two
teacher,two how many tallies do we put for three
multiple students,three
teacher,how many tallies for four
multiple students,one
teacher,tallies for five
multiple students,one
teacher,tallies for six
student,one
teacher,everybody how many tallies do i put in for six
multiple students,two
teacher,seven
multiple students,zero
teacher,no tallies eight
student,one
teacher,10
multiple students,two
teacher,11
multiple students,zero
teacher,12
multiple students,zero
teacher,13
multiple students,two
student,too much teeth inaudible
student,that was the most 13 teeth in my mouth
student,i have six
student,inaudible
teacher,okay everybody should be putting their tallies in their charts
student,i don t have a sharpened pencil
student,you want me to sharpen it
student,mm hm
student,but you do it all the time
student,you want me to sharpen your pencil
student,i m gonna sharpen it on my book bag
student,she said
student,i m sharpening it inaudible
teacher,go sharpen it and now once we have our chart we re gonna there s an awful lot of talking coming from the stars
teacher,once we have our chart now we re gonna make our different types of graphs and then you guys are gonna go off and think of your own thing your own question that you want to ask everyone and make the chart a bar graph a pictograph and a line plot
student,we did that yesterday
teacher,if you re here inaudible doing all types of graphs
teacher,okay one two three all eyes on me
multiple students,one two all eyes on you
teacher,okay first you re going to make a bar graph
teacher,so make sure it s a decent size you don t want to lose quality if it s all crunched in so what will be our title what remember you need a title and labels student m
student,teeth lost
teacher,teeth lost goes where
student,on the top
teacher,teeth lost and maybe we can make it more complete in room 211 maybe
teacher,right now we re making a bar graph on this so you should have inaudible your x axis and your y axis you shouldn t have a box
teacher,so what do you think goes up here
student,the x
teacher,well that s an x axis what do you put down there
student,number of students you put the 13
teacher,no i think number should be maybe on the y axis because you probably did a difficult one because there s a number and then there s a number but i guess you could make it go either way because they re both involving numbers the number of students or number of teeth lost so let s do okay student t that s enough
student,i think number of teeth goes on the side
teacher,so number of students we re gonna do at the bottom and we can do teeth lost on the side teeth lost
teacher,so make sure you have those two labels remember this is not a box you do one line going this way one line going this way the x and the y axis you should not have a box on your page
student,inaudible go
teacher,remember this is an x and you know this is a y cause it goes like a what up and down like a
multiple students,inaudible
student,inaudible
student,yo yo
teacher,yo yo thank you student d yo yo serves the y the x axis goes up and down like if you had a yo yo it would go up and down
teacher,oh sorry this is a little bit okay so what is the biggest amount of students for that lost the same amount of teeth we have two three one one two one two so three right
student,yes
teacher,so we only have to do one two three and then this side what are we gonna have to do we re gonna have to put in 2 to
student,13
teacher,13
teacher,actually hm actually we have to do it the other way because i have more than one one so how can i make how can i make inaudible right
student,we gotta make the whole chart
teacher,sorry guys sometimes you re gonna make the graph and you might say oh i m gonna put this on the axis on y and then sometimes after you make it you realize that s they should be opposite so up here will be teeth lost
student,teeth lost
teacher,and over will be number of students
teacher,so this is gonna be one two or three and then our x will be the 1 to 13 or 2 to 13
teacher,it doesn t really take that long it s not that big a deal
teacher,your group project on this is gonna be graded so you should be paying attention right now as to how i make the graphs inaudible
teacher,okay so now we re gonna put our bars in how many students lost two teeth
student,one
student,one
student,two
teacher,two so our bar goes up to two how many students lost three teeth
student,three
student,three
teacher,three our bar goes up to three whoops kind of a lopsided bar how many are four well four teeth
student,eight i m marking
student,no you have eight of those
teacher,how many lost five teeth
student,one
teacher,how many lost six teeth
student,we don t have any
student,two
teacher,now looking at this information and putting it into a bar graph
student,you want to know how how to go up to six i mean two
teacher,six number of teeth lost teeth lost six two students lost six teeth so i m putting my bar up to two
student,and then
student,well when they go to a inaudible two or three or four
teacher,this is the number of students who lost that many teeth so for seven
student,zero
teacher,you re both gonna have to go flip your card go flip your card so for seven we have zero so we re not putting anything eight i have one so the number of kids that lost eight teeth is one number of students is one so i put my bar up to the one
student,nine one
teacher,nine is one
multiple students,10 two
teacher,10 is two
multiple students,11 is zero
teacher,11 is
student,zero
teacher,zero 12 zero 13 is
student,two
teacher,two
student,two
teacher,do you understand now student the bar is looking good what
student,inaudible
teacher,okay i m gonna erase my chart so you guys will have to remind me
teacher,do you want to do the line plot or the pictograph next
teacher,raise your hand for line plot raise your hand for pictograph
student,line plot wins
teacher,raise your hand for line plot again good line plot it is
student,i don t even have
teacher,so line plot remember we did this the other day at our inaudible class number of dear books read
teacher,that s where he got it from it was the inaudible
teacher,okay so all the line plot is it s a line of them we still need a title teeth lost
student,teeth lost through the years
student,inaudible
teacher,teeth lost inaudible give it the same title as last time okay
student,teeth lost number of students
teacher,it s the same title it s the same information we re not changing the information down here we re gonna put
student,teeth lost
teacher,just the teeth lost so what do we label this two two two
student,three
teacher,two what
student,2 2 12
student,2 to 13
teacher,to 13
student,i made 13
student,inaudible
student,i put one two two
teacher,and on a line plot what do i need on a line plot to show something
multiple students,x s
teacher,an x so now what do we have to put an x x equals how many students
student,like one
teacher,one student
student,three
teacher,so x equals one student because one s our lowest number so we can t have it be two or three or four because we have some ones in there
teacher,so inaudible on the x s what do i put
multiple students,two
teacher,two cause two people lost two teeth
student,how about we could do circles this time
teacher,line plots you use x s how many lost three teeth
multiple students,three
teacher,three so i put one two three how many lost four
student,zero
student,one
teacher,one
student,five
student,one
teacher,inaudible how many lost five
student,one
student,zero
student,six two
teacher,how many lost six
multiple students,two
student,seven zero
teacher,how many lost seven
multiple students,zero
teacher,zero so do i put anything
multiple students,no
teacher,inaudible
student,eight
teacher,eight is how many
multiple students,one
teacher,one how many people lost nine
multiple students,one
teacher,10
multiple students,two
teacher,11
student,zero
teacher,12
student,zero
teacher,13
multiple students,two
student,two
student,why do you have to inaudible
teacher,and that was it
teacher,inaudible you ll have bar graphs bars sometimes maybe you can make line bars
teacher,and what s our last type of graph
teacher,what s our last type of graph
teacher,a pictograph
teacher,so this one is kind of almost like our chart except you make pictures instead of tallies so again teeth lost in room 211
student,we gotta do that
teacher,and we re gonna have the teeth lost the number of students so how many teeth lost did we go from two to what
multiple students,13
teacher,whoops i gotta extend it a little bit so that should be going into your notebook well this is a pictograph so now instead of tallies on my chart i m gonna have a picture so what can we use to show a student
student,two students
teacher,so why do you put the teeth for the number well this is a pictograph so there s pictures so i m gonna draw a person
student,teeth
teacher,a stick person right no guys guys we already put down teeth lost here now we re putting down over here the number of students who lost how many teeth okay so how many people should i put for two
student,two
student,two
