speaker,cleaned_text
teacher,okay we ve been working on area of various figures correct
multiple students,yes
teacher,all right today we re going to move to something that s not a polygon inaudible
student,circle
teacher,all right very good take out your notebooks for a second please hold on if you know the formula just hold on our essential question is how do i calculate the area of a circle once again our essential question is how do i calculate the area of a circle yes ma am
student,i inaudible downstairs can i just go get it
teacher,no ma am yes ma am
student,inaudible
teacher,mm hmm all right before we can worry about formulas and begin to start doing calculations we need to make sure we understand and know the parts of a circle inaudible come on up
student,inaudible
teacher,no you re okay
student,yes
teacher,student n
student,if you got inaudible of a circle inaudible
teacher,close we ll get to that in just a minute all right please draw a circle in your notebook and name it what is that called that i put in the middle of that circle it has a specific name student e
student,the radius
teacher,not it s part of the radius
student,center
teacher,that s the center or the center point and we name our circles by the center point so how will we call this circle how would i call that circle
student,center a
teacher,not center a
student,a center
teacher,student j help her out what s the figure
student,inaudible
teacher,what s the figure
student,inaudible circle center no inaudible of the center
teacher,say it if you think you got it
multiple students,circle a
teacher,circle a okay very good that s the center point now student e mentioned something that s very important when you have a circle if you called it by its proper name which is the radius okay does anyone know what a radius does what how can i define a radius student t
student,the radius is the center to the other side of the circle
teacher,okay there s i would put a little bit in front of the center student n
student,it s radius is like the is like in the center but it s not yet half it s not yet it s like half of the circle
teacher,mmm i know what you re saying we re gonna try to fix a word in a little bit student m
student,the radius is how big the circle is like how wide it is
teacher,mmm it helps to determine that but what is the radius it s something it s a geometric figure it is something it is a
student,inaudible
teacher,student t
student,a line
teacher,a line
student,segment
teacher,very good
student,a line segment
teacher,a line segment now inaudible worry about the center that travels from the center to one edge of a circle that s very important okay that s the official definition so a lot of us were describing it and yes your descriptions were really accurate so we wanna make sure we can then define it yes sir
student,inaudible
teacher,yes ma am
student,isn t like radius is like the sun that was in the movie that we saw
teacher,the video that we watched yes the tumblebook story we watched and his name was radius right and because when they found the table the tree and they were gonna use it as a table how tall was he
student,he was like half inaudible to the tree and then lady diameter was like long
teacher,mm hmm and we ll get back to her in a minute we ll get back to her in a minute yes very good very good let s draw our radius in our circle let s try to make it a little more circular so if i draw a line segment that starts here at the center point and goes here and i put point b now i have a radius anyone know how i would name that radius student j
student,the inaudible
teacher,no i just wanna call it by its name i wanna name that radius
student,radius b
teacher,almost you re missing a part because if i just say b that s talking about just this point right here but i m talking about the radius so
student,center radius center b
teacher,you re getting closer inaudible student m
student,circle ab i mean radius ab
teacher,there ya go radius ab could i call it something else
student,yes
teacher,if so what besides radius ab student a
student,diameter
teacher,i can t call it the diameter i can call it radius ab student k
student,segment
teacher,well it is a line segment but it s a special line segment because it s the center point to the edge of a circle so it s the radius ab what do you know about line segments if it was a line segment i could call that line segment ab or i could call it line segment something else
student,ba
teacher,who said that
student,he did
teacher,so i can call this radius ab or i could call it radius ba
multiple students,ba
teacher,ba very good okay yes
student,inaudible array just a line by itself it s an array
teacher,you re confused you re thinking about a ray you re thinking about this this is a ray starts and goes in one direction forever a line segment starts at one point and ends at another point this starts in the center and it ends it doesn t go past the edge of this circle so it s only a line segment okay line segments and arrays if you recall from fourth grade they re all part of
student,a line
teacher,a line because lines never
student,end
teacher,end rays end at one point and go all the way another direction like that line segments end at both points okay so here s a line segment see the difference remember the difference from fourth grade math
multiple students,yes
teacher,okay now do you think it is possible to draw more than one radius in a circle student d
student,yes
teacher,would you like to come draw another radius for our circle please okay so now we are going to i m glad you did that one actually that s great i m gonna ignore this part so now what radius name the radius that student d just drew student a
student,radius a inaudible
teacher,you don t have to say the and part you could just say radius
student,ac
teacher,ac and i could also call it radius
multiple students,ca
teacher,very good now student d also formed something else that we ll get to in just a minute i know i know some of you know we ll get to that in a minute hold on let s finish about the radius first i have now more than one radius does anyone know the plural word for radius student e
student,inaudible
teacher,mm mm not necessarily
student,oh never mind i was gonna say circumference
teacher,okay but you thought about circumference as being a little bit different right okay plural of radius i ll give you a hint it s not radiuses we won t say that
multiple students,radius radius inaudible radius
teacher,good try
multiple students,radi radi
teacher,very good tries all right this is radius okay this part ll stay the same radii
multiple students,radii
teacher,radii there you go so if you have more than one radius in this case we have two we would say i have two radii or i have three radii if there were three okay so it s one radius the plural would be radii now here s our next question it s gonna call for some thought write that down yes ma am i want some thought i do not want a quick answer
student,what s the question
teacher,it s coming what is the maximum amount of radii that you can include in a circle notice i did not say draw on the board if i had a real life circle what s the maximum number of radii that i can have in any circle no matter the size think before you answer
student,four
teacher,four
student,any amount inaudible too small
teacher,okay
student,all of the alphabet but it can t be like inaudible alphabet it could be the whole alphabet but it has to have like dots in between
teacher,are you saying i can as many so there would be 26 letters in the alphabet so 26
student,like the circle has to be big enough to fit all of em in and it has to have the right edge to have the dot dot dot
teacher,so the size of the circle will determine the number of radii i can have is that what you re saying a smaller circle would have less radii a larger circle can have more okay student t
student,six
teacher,six okay and you said four is there a reason why you said four
student,because inaudible split it in half
teacher,okay
student,it s a half a circle but if you split it in four it d still be the same thing just split in four pieces
teacher,okay is there a reason why you said six student t
student,yes
teacher,okay
student,because you can still go from a and go diagonal across the
teacher,so student m you were talking about i can draw like radius ad maybe here
student,mm hmm
