speaker,cleaned_text
teacher,yes that s fine three two one okay so before we then we re going to do the review of the envisions program so that we can hopefully be very comfortable when you have to do the benchmark student k
student,what are we going to call this on the top
teacher,decimal review okay okay so i m just going to put a few questions up on the board and student g you re not going to talk your body is going to be around again this is your fifth reminder today teacher writing on board you guys have seen most of these questions before
student,they inaudible simple inaudible
teacher,then you better get them all correct
student,okay
student,can i do number one
teacher,i didn t ask for volunteers yet and again your hand is not up teacher writing on board okay there s just a few that go over some of the concepts we ve reviewed re reviewed and re reviewed again but since you just had the science and math mcas you had to do a lot of stuff right there s been a lot of the math to cram into your brains over those two days and then science actually required some math as well so i really just want to focus on the decimals okay student g you said you wanted to volunteer for which one
student,number one
teacher,number one student b
student,inaudible
teacher,student b wants to do number three
student,inaudible
teacher,you want number two or number one student g
student,can i do three
student,both
teacher,you can have one which one would you like
student,number one
teacher,okay and then student e okay student g why don t you come up what happened to that nice black marker that we inaudible
student,i know
teacher,someone probably has it in their desk i might have to do a desk review see who has my black marker okay so for number one student g what is the most important thing we need to know to get number one correct
student,that when you re adding no that was something else
teacher,no that was something else yep
student,you have to make sure that you put the decimals in the correct spot
teacher,great you line up the decimals right because if you don t line them up you ll be adding different place value digits and we don t want to add different place value digits because that changes the value of the number okay show us how you would set this up if you were doing it on paper you can use to the right if you want yep
student,inaudible
teacher,okay if you want to pick up the same black marker i was using because it s dark enough you can use that that s a good one though i think write it big so that the entire world can see you
multiple students,yes
student,inaudible
student,teacher c it s not working i need the black
teacher,yep use the black one that i was using that s fine inaudible
student,markers don t erase well either
teacher,okay go ahead go ahead yep that s good that s a good size for everyone even in the back so i m going to go to the back to see if i can see just to make sure yep looks good back there
multiple students,yes
teacher,okay student g stop think about what you said in terms of what you have to do to make sure that you do the addition correctly you said you had to do what
student,inaudible the decimal
teacher,show me where your decimals are
student,right there
teacher,then why is there a big space between your second number decimal and the five what number is that
student,it s a five
teacher,so you re adding five whole
student,inaudible
teacher,okay would you like to phone a friend on that one because something looks a little funky about that
student,student a
teacher,would you like to come up you can come up with her
student,i don t even know what happened inaudible
teacher,so student e she didn t call on you student a how would set up the problem why don t you take the same marker have student g stand with you and write yours right next to student g s
student,inaudible
teacher,what is the difference between yours student g and student a s
student,she inaudible i put it right here
teacher,why would you put it there
student,because there was not another number to go there and add this
teacher,what number is point five what exactly is the value of that student l
student,tenths
teacher,it s five tenths right five tenths where s our tenth place value so we have our decimals and to the right i mean to the left we have our ones and here are our tens yes what is to the right
student,tenths
teacher,tenths and then hundredths yes
student,inaudible
student,thousandths
teacher,and then you have your thousandths okay okay all right
student,inaudible
teacher,okay okay so student g the value of this is five tenths but where did you put it you put space five so where did you put this value
student,inaudible hundredths
teacher,hundredths but is that what the number is
student,no
