speaker,cleaned_text
teacher,9 with a remainder of 12 this is 14 inaudible 24 that s
student,that right there
teacher,inaudible so do you have the same answer 9 with a remainder of
student,24
teacher,for which
student,inaudible 24
teacher,inaudible 9 with a remainder of 24 good so what about 348 divide by 12
student,i have 14 remainder 12
teacher,divide by
student,and i can get 29
teacher,14 remainder 12 you can see
student,he got the same thing 14 remainder 12
student,inaudible
teacher,so now everyone listen up i think nutrition bars everyone for everyone to get a nutrition bar many boxes what is the answer to the problem anyway what s the portion
student,14 remainder 12
teacher,for 24
student,8
teacher,inaudible
student,14 remainder 12
teacher,348 divide by 24 what do you have what is the portion
student,14 remainder 12
teacher,with a remainder of 12 student m what is the portion of 348 divide by 12
student,29
teacher,29 everyone have 29
student,yeah
teacher,what is the portion for the bottle of water how many boxes
student,9 remainder 24
teacher,9 with a remainder of 24 so now everyone listen student j do you need do you need it you need to pay attention and focus here so now everyone for the nutrition bar how many boxes do we need to buy for everyone to get a bar how many boxes do we need to buy yes
student,you need to buy 200
teacher,wait a minute nutrition bar how many boxes do we need to buy
student,inaudible
student,47
student,15
teacher,15 why is it 15 student j
student,inaudible
teacher,so if we need listen carefully everyone listen carefully student j is saying is that we can t buy 14 boxes because 12 kids will not have a nutrition bar so we have to buy 15 boxes so student d we know that we should buy 29 boxes of fruit juice correct
student,yeah
teacher,so how many boxes of bottled water we need to buy ten so we need to buy ten boxes here because if we buy nine 24 students will not have we will not have enough for so now everyone so now the next part is number 2 find the total cost of the order so that means you have listen carefully that s the last part everyone everyone stop for a moment so remember how much money do you have in the budget student a
student,200 00
teacher,200 00 can you go over 200 00
multiple students,no
teacher,no so that means you have to figure out first of all you definitely have to buy what student g what do you definitely have to buy for each student
student,a nutrition bar
teacher,a nutrition bar so you need to find so what would be our next step who can tell me what the next step will be what would be your next step yes
student,you would do 15 times 3 99
teacher,15 times 3 99 to find what what would your answer be
student,my answer would be
teacher,student a you need to pay attention
student,oh it would be 59
teacher,what would you answer represent how would you label your answer
student,59 85
teacher,what does that represent 59 85
student,nutrition bar
teacher,now can we solve that let s write this equation everyone
student,i just told you
teacher,i know that but if you want to solve it so student j said that to find the cost of the nutrition bars we need to multiply 3 99 by what
student,15
teacher,15 can we estimate everyone what the cost would be
student,yeah
teacher,so what would be the cost if we estimated
student,4 00
teacher,inaudible
student,inaudible
teacher,so 4 times 50 and 60 so that s an estimated amount so we need to find the actual cost so the actual cost we ll do let everyone solve that first student a over here this table over here what s going on we re not participating here there s nothing written in your journal you re not paying attention student m sit up so what is the actual cost yes
student,59 85
teacher,do we all agree everyone
student,yes
student,no
teacher,so now what do we have left to spend
student,we have 49 00
teacher,about how much do we have to spend
student,about 200 00
student,about 150 00
teacher,150 00
student,115 00
teacher,so about 150 00 140 00 so let s finish the problem so why don t we finish the problem with your group finish the problem so when i come up student j i need to see equation i need to see answers to the problem cause right now the last time i walked by you have a lot of information on the page so now you need to write it no that means nothing to me i need you taking your assessment student j
student,it means nothing to you
teacher,because first of all it doesn t have a label there is a question here the question isn t answered look at me student j if you re taking your final assessment and this is how you re going to solve it look at me it s not going to be good we need to label our answers we need to answer the questions i don t see an equation you have to show your work i don t see it i see a lot of operation here i don t know what applies to number 2 so i think you know better so let s go let s find out what else we have to buy can everyone get water and juice or do we need to only get juice or water what can we do with the money that s left sit up you finished i see him i see student j working really hard here and if i m correcting your book there is nothing here put your head on the table and we ll have to work inaudible recess together i see a lot of operations here if i m looking at these answers here all i see is the number 54 cause it says here how many boxes or cases of each item will the pta need to order i see 54 i don t know what that means let s see what we have here inaudible sit up inaudible these numbers what do they represent here inaudible we need to label again how many boxes of nutrition bar do you need to order i need to see that here and how many boxes of
student,inaudible
teacher,no how many boxes not 324 remember we just went over there student j open your book please how many boxes we just solved that on the board
student,the answer is 110 00
teacher,how many boxes of nutrition bar do you need to order student j
student,you need to order 336
teacher,not 336 boxes
