speaker,cleaned_text
teacher,okay snacks are away your math journal is out your pencil is out voices are off student s you get your math journal okay i want you to write the essential question today it is how do you compare and order decimals go ahead and write that on your paper tell me what makes a decimal a decimal what does it need to have student j
student,it has a whole number in front of it
teacher,okay a whole number and what yes
student,a decimal
teacher,so how would you say that numbers after what the decimal point is that what you said so give me an example of a decimal student m
student,5 3
teacher,okay would we say 5 3 how would we read this
student,five and three tenths
teacher,five and the decimal you have to say what for a decimal and what place is the three in
student,tenths
teacher,okay so i m going to give you a few numbers let s talk about place value first because we re going to play a game a little later and we re going to talk about place value so what is this place value
student,millions
teacher,not millions look where the decimal is
student,thousands
teacher,then we have hundreds and we have tens and ones now we have our decimal and we start with what tenths what do we have to make sure we have at the end
student,t h s
teacher,then we have hundredths then we have thousandths okay then if we added one more we would have what what would we have if we added one more ten thousandths so let s look at one and forty two hundredths and one and four hundred thirty one hundredths i want you to write both of those numbers in your journal and we want to make it so the rules for you to write in your journal are for when we compare numbers so what is the first rule that we need to do what s the first thing we need to do
student,line up the decimals
teacher,okay so we re lining up the decimals did i already do that
multiple students,yes
teacher,yes i did that first what do we do second these are your rules you re coming up with them we re going to compare these two numbers what is a rule you have to have to be able to do this student a
student,add the zeros a place value
teacher,so you re wanting to add zeros so all your values are the same we can do that that s the only place we have to add a zero what am i going to do next what s important next get your paper organized we re lining up the decimals and you put in the zeros so you have the same amount of place value places so they re now all into what place value what place value are they into thousandths they re all into that so what do we have to start doing now comparing comparing what are we going to start at the right the very end of the problem or the left
multiple students,the left
teacher,so we re going to compare what am i going to write compare starting with left the whole number to right in this case we are starting with the whole numbers but in some cases you might just be comparing decimals would you want say start with the whole number you re going to say look at the far number to the left so what is our place value
multiple students,ones
teacher,and are they equivalent
multiple students,yes
teacher,what does equivalent mean
multiple students,equal
teacher,so one and one means they re the same so can we compare there can we compare one and one to show the difference
multiple students,no
teacher,what about the second place value what is this fourths what place value is it in
multiple students,tenths
teacher,so we have tenths four and four is what equal so we can t compare there now i m comparing what place value the hundredths thank you math vocabulary hundredths do you see a difference in the hundredths place
multiple students,yes
teacher,what is the smaller number
multiple students,two
teacher,so let s look at signs because we ve got to make it what sign is this less than this is
multiple students,greater than
teacher,greater than then we have equal to so if i were to rewrite this one and forty two started as hundredths right and we added the zero one and four hundred thirty one hundredths what sign am i going to put there it is what less than okay let s look at another one make sure you have your rules you line up your decimals you add the zeros so the place values are the same compare left to right and then what s our final step what are we adding in
student,zeros
teacher,we did that
multiple students,greater than less than
teacher,yes you add in your greater than or less than sign okay
student,i have a question can i stand up and show you how inaudible
teacher,mm hmm
student,like with the less than and greater than sign is it like an arrow or does it come that way
teacher,it looks just like that there s no arrow this is how you write it it looks like a sideways v this is less than the mouth is pointing to what number the biggest number this is the arrow pointing to the smallest number
student,so it s sort of like an arrow
teacher,this would be an arrow if i m thinking about arrow but a point of the arrow is pointing to the smaller number is that what you re asking
student,mm hmm
teacher,okay that would be right let s try some more examples running out of room aren t we can i erase the rules do you have them in your journal
multiple students,yes
multiple students,no
teacher,okay a few more seconds that time we compared two numbers now we re going to compare three numbers let s get your pencils ready we re going to put them in order from least to greatest least means what smallest number so we re going to write them from the smallest number to the greatest number what does that mean larger number all right so write your numbers line up the decimals line up your place values look back at your rules determine what you re going to do first and how you re going to compare those all right so what am i going to look at first to compare these numbers what place value the ones so what do you notice about the ones they re all the same so i m just going to put a check mark above them so that shows me i checked that column what about the next place value what am i checking student a what place value is this
student,tenths
teacher,what can you tell me about the tenths student l
student,they re all the same
teacher,good what about the hundredths
student,they re all different
teacher,they re all different right so we had to do what find the least so between five hundredths four hundredths six hundredths what s the least one
multiple students,four
teacher,so what does this tell you about this whole number that s the first one so we have two and eight hundred forty four thousandths now we re left comparing these two five hundredths to six hundredths what s smaller
multiple students,five
teacher,so two and eight hundred fifty three thousandths and then what s next two and eight hundred sixty two thousandths good job any questions let s try a different number all right write those numbers on your paper compare those i m going to let you do it by yourself first and then we re going to check it together
student,it s least to greatest
teacher,yes we re still on least to greatest thank you for asking that i m going to erase the rules so we have more room to write you should have those down by now student m i m going to tell you what you re going to do in just a second i promise all right he wants to show us on the board how to solve that one student s you re going to talk us through it can you talk us through it
student,first the whole numbers are all the same
teacher,good job
student,the tenths place the tenths value are inaudible three and three are the same but four is higher than three and three so i put zeros to help me out i looked at these two and i saw that two i can t say it
teacher,six and how would you say it if you covered up the six and the decimal
student,twenty three thousandths
teacher,no how would you say it two hundred and like if you were just to write 230 by itself how would you say that
student,twenty three hundredths
teacher,no how would you say that
student,oh just 23
teacher,how would you say this number 230
student,230
teacher,so six and two hundred and thirty what
student,thousandths
teacher,okay
student,and this one was smaller so i circled it and i put a one
teacher,so 230 is smaller than
student,two hundred forty thousandths
teacher,right
student,so over here four and three are different inaudible
teacher,okay good job so 230 is less than 240 and 234 is less than what two hundred forty thousandths student j do you have a question
student,i got something different
teacher,okay is she correct
multiple students,yes
teacher,yes she is correct it s ordered from least to greatest student j how did you do it is there a different way okay
student,inaudible
teacher,show me how you did it differently you can show us
student,inaudible then i circled these numbers
teacher,oh okay
student,inaudible
teacher,okay that s another way to look at it you just broke it down to make it a smaller problem to look at let s do one more and you re doing these least to greatest also student s did you get one of these you can cut one more pencils down when you re done so we know we can check our answers all right student r want to show us how to compare we already lined up our decimals do we need to do that yes or no
student,i added a zero inaudible
teacher,so what place value did you start comparing the what
student,first i started on
teacher,what place value is that
student,the tens
teacher,good then the ones and now what are you comparing
student,tenths
teacher,okay
student,inaudible this was the only number that was different three was smaller than all the rest of the numbers
teacher,so three what is that hundredths three hundredths is less than
student,six
teacher,six hundredths okay so we can put a one beside that one that s the least
student,no
multiple students,yes
student,no you can t
teacher,you ve got to go back to the tenths place what is it
student,the zero it s smaller than the two sixths
teacher,so what do we need to put there
student,a one
teacher,what do you need to do there so you re not confused
student,cross it out
teacher,so now you re comparing the top number and the bottom number three hundredths is less than eight hundredths any questions on your table or your desk i gave you four numbers i need to erase this so you all can see it on the board so i want you to cut the numbers apart i gave you four different numbers some have decimals some may not have decimals they may have commas which means it s in what place value thousandths so you are looking at got to listen so you know what you re doing you re cutting them apart you have four you re putting them in order from least t greatest so you can maneuver the cards around you can write in your journal so you re able to line up the decimal least to greatest you re working least to greatest then i want you to glue it into your journal i want a couple of you to come up and share your answers on the board and explain to us how you did it least to greatest so once you glue yours you can start cutting these apart we can t go back right now just share with someone sitting with you when you have ordered yours from least to greatest i want you to glue them in your journal should i hear chatting this is individual you should not have to chat with your partner sitting beside you to figure it out least to greatest which is lesser just checking least to greatest i m looking in your journals to see if you have them least to greatest
student,do you want us to do it up and down
teacher,you can do it sideways or up and down however you want to do it it doesn t matter to me student m are you gluing
student,inaudible
teacher,go grab some glue from the shelf over there least to greatest it has to be in the correct order this is my example
student,is that right
teacher,no i haven t done it yet do you have a decimal here is this in order
student,yes
teacher,check does this have a decimal
student,no
teacher,so where should it go
student,did we all get different numbers
teacher,think about it is 6 greater than 665 no so maneuver those around a little bit thank you student g is sitting quietly she has written beside her cards least on the first one greatest on the last one that s a good thing to do while you re sitting and waiting you can practice writing your numbers in word form or standard or decimal notation or expanded fraction notation check this is this least to greatest 6 231 is greater than 6 think about that for a minute where should you put that this is 6 000
student,inaudible
teacher,if you were to add a zero to this is 480 greater or less than 457 good job what s next you only have four good job 53 is greater than 5
student,oh
teacher,oh draw that again yes while you re waiting is 4 greater than 44 44 is a high number so where should this go
student,at the end
teacher,everything else is correct good yeah i guess if you can go help someone else would that work i forgot all about it can you please check okay student l is this ready is 44 least is that what you re saying is the least number so we have four and three hundred fifty two thousandths four and five hundred thirty two thousandths four and sixty five hundredths give me five you should not be having side conversations there are people still trying to put their numbers in order from least to greatest if you re waiting you have several things you can do you can practice writing in expanded form you can practice writing in word form you can cut out those numbers you re going to need in just a few seconds good job right now get yours good job you re still chatting look here you have six and forty eight hundredths you have six and four hundred sixty seven thousandths so what s smaller when you compare these two 457 to 480 which is smaller
student,i forgot to add the zero
teacher,you forgot to add the zero so that messed you up what s smaller look at these is 6 greater than 645 okay so you ve got to switch those there you go who would like to share the numbers when you share you re going to tell us the numbers and you re going to read them from least to greatest everybody should be paying attention so scissors down hands on your laps sitting up straight all right bring your journal put it under the document camera walk that way so you don t trip and i ll take some time to fix it be careful when you re looking at whole numbers to whole numbers just because the number has decimals and extra numbers behind it doesn t mean it s larger than a whole number that s what i was seeing a lot of people were thinking just because it didn t have a decimal it was smaller that is not the case so go ahead and read your example got to read it from the board
student,the first one i got was
teacher,wait a minute i have some people who are not quite ready you ready okay
student,the first one i got was six and four hundred fifty seven thousandths then the second one i got was six and four hundred eighty thousandths and the third one was six and five hundred thirty one thousandths the last one was a whole number so i put it at the end it was 645
teacher,good job is she correct
multiple students,yes
teacher,okay who else wants to share student r come share yours student f i need you to take your journal and turn around at your desk those numbers should already be glued in you should be ready to go all right when you do them longer it takes a minute you did the whole page student a you re waiting patiently right we re just going to move it up so it can only fit the three right now scissors are down because you re listening
student,inaudible
teacher,so you had some time to write the expanded form and the fraction notation good
student,inaudible
teacher,okay
student,then i got sixty seven and one tenth
teacher,what s the last one pull it up
student,670
teacher,good job okay i need one more person to share student a i ll put it if you just go to the board i ll set it so that it shows ready scissors are down and you re listening go
student,this one is greater
teacher,read the number to me
student,six and thirty two hundredths
teacher,is smaller than
student,six and forty five hundredths
teacher,okay which is smaller than
student,sixty seven and one tenth
teacher,what s the next one
student,670
teacher,is there any questions about ordering from least to greatest
multiple students,no
teacher,okay i need a blank page on your paper and you re going to write what i m putting on the board we re going to introduce you to a new game so when you do math groups this is a new game you can choose from so you need to be writing quickly in your journal you re not cutting right now you re writing this student m you re not cutting okay so this game is called sender receiver normally in the baggy you re going to have the game board and you have a sender side and a receiver side one of you is the sender and the other person is the receiver in this case i m going to be the sender and all of you are going to be the receiver for the example and then i m going to let you work with partners so i ll give you a few seconds to get your game boards set up because your game boards are just going to be in your math journal today then when we play normally i will let you use the game boards i would put it just because the sender oops has to be able to read the number so if you put thousandths hundredths tenths ones it s going to help you remember it when you read it as you re more familiar you probably will not have to put the place value so i gave you numbers you have your game board make sure now you at least have the receiver one because i m going to read you a number and you need to take your numbers and be able to fill in your game board this works two ways you can go in order and make it really easy for your partner or you can jump around i think you re all able to jump around and try to figure it out differently from me going in order from thousandths to thousandths right so four hundreds so you re going to have to find the number 4 and putting it in what place value hundreds okay then you re going to give them the nine tenths then i m going to read the whole number and you have to put them on the right place values so you can make it easy and give them two or you can make it hard and just read the number all together from the beginning so seven thousand four hundred and thirty eight you re adding this into your chart and nine hundred twenty six thousandths you re practicing reading numbers and you re practicing how they re going to put it on their receiver so seven thousand four hundred and thirty eight and nine hundred and twenty six thousandths who has that number that they can come write in the receiver to see if they matched mine all right student q everything is correct but what one number is wrong you want to read it again and see if you can figure it out seven thousand four hundred thirty eight hundred and nine hundred twenty six thousandths i think i said it wrong to start with i think i said an extra hundred i didn t need to say good job is that correct
multiple students,yes
teacher,do you understand how to play
multiple students,yes
teacher,the person sitting across from you is your partner so take turns one person is the sender the other person is the receiver and you re going to go back and forth does that make sense put up a book so they can t see your number you re going to organize the number on your paper student j move across from student v there you two are partners student h and student n you re partners student l you re at the round table just turn in your desk and face each other yes place your numbers you should have you need to cut them out honey why haven t you cut you can make them smaller just cut them up like that somebody s the sender and somebody s the receiver you should have already started student h turn around and get started
