speaker,cleaned_text
teacher,all right boys and girls we re ready to begin everyone s in their seat all eyes up here okay today last week we finished our book on fractions today we re starting something that s called double digit multiplication we ll talk about it a little further what double digit means and we re gonna be multiplying one way last week for a day or two we did some estimating we re gonna continue to estimate today we re gonna see if we can create a story problem as proof and then we re going to break apart one of the numbers now as far as breaking apart you did it a long time ago we multiplied numbers like 26 times seven we broke apart the number 26 this time that s two digits one number two numbers a digit means a number this is two digits times one digit now we re gonna be doing two digits times two digits so they re each going to have two numbers it s a little bit harder but we re going to try to make it easier by breaking apart one of the numbers and making up a story problem to help us keep track of what our numbers are and what we re doing with our numbers okay you have your paper hold it this way fold it in half and put your name right up in the center of your fold with a little box around it put your name up there a lot of you are gonna remember how to break numbers apart because you ve done that before if whatever i m doing today if you remember raise your hand cause then we ll see how many people remember all right on the first half we re gonna try problem number one first let me just write the problem down 18 times 26 and my thing inaudible still focusing so give it a few minutes 18 times 26 now with multiplication we can write the problem in a column or sideways like this to break numbers apart we re gonna write it sideways later when i show you another way another strategy to use we re gonna do it in a column we re gonna try it both ways okay we did some estimating last week so i want everyone to go above the problem and write est what does est mean
multiple students,estimate
teacher,estimate who can tell me what we do when we estimate what do we do we talked about it last week what do we do when we estimate
student,we get a number close to the answer
teacher,we get a number close to the answer is it the real answer
multiple students,no
teacher,no it s close someone had said we guess no we do a little more than guessing all right we re gonna do some rounding off 18 who can tell me what that is closest to student m
student,20
teacher,20 everyone s writing this on their paper and 26
student,30
teacher,what is that closest to raise your hand student m
student,30
teacher,30 what numbers are we underlining student g
student,two and three
teacher,two and three so two times three is
student,five
student,six
teacher,oh you added student g two times three
student,six
teacher,six how many zeros do you see student n
student,two
teacher,two what does this mean what does this mean student r
student,we got the closest there to the inaudible
teacher,this the number 600 is about what inaudible out to be it might be a little bit less it might be some more but it will be kind of close so that will give you an idea when you do the problem and if it comes out to be 2 000 did you do it right
multiple students,yes
teacher,got to wait please we ve got to get her a paper and get her set up all right now i do a story problem i want everyone to skip a little spot and go to the bottom of their paper and do number one who remembers how many sentences we create when we do a story problem oh more than one two three oh more people student v
student,there s like 20 of us write the first sentence you have to say what you add or
teacher,right but i thought when we made story problems up in the past we have kept it so many sentences how many sentences do we create student a
student,three
teacher,three we re gonna do the same thing for this we re going to create three i m going to ask that you circle the 18 why why am i asking you to circle the 18 student a
student,cause we re gonna use the 18 in a sentence
teacher,okay i m going to that s the number i m going to break apart and when i go to use my sentence that s the number i want to be using so i m gonna start you off these right i have 18 boxes of oranges that s my first sentence i have 18 boxes of oranges i ve circled 18 because that s the number i m gonna break apart so that s the number that i m gonna include first in my story is 18 boxes of oranges the next sentence is very very important that you include in your story for your second sentence each box so i want you to underline each box each box contains who can tell me how many oranges each box contains look at my other number my other number in my work or in my problem student r
student,26
teacher,26 oranges my third one is usually my what question what do we want to find tell me what my question would be i have 18 boxes of oranges each box contains 26 oranges mm mm mm mm what am i gonna ask you what am i asking you
student,i don t know
teacher,you don t know what do you think i m gonna be asking student e
student,how many oranges it has in all
teacher,excellent how many oranges are there altogether so there is my question how many oranges are altogether notice in each problem one two three each sentence of my story problem i ve used the word oranges oranges oranges each time cause i don t want to forget what i m trying to find now i have to do my breaking apart let s see how many people remember we did this back i want to say in december or january let s see how many people remember i like to use a landmark number what do we call that landmark number that i like to use student z
student,zero
teacher,we like to get a number with zero 10 20 30 40 a lot of times when we first started out to make it easier because these are double digit multiplication to make it easier we re gonna use that mr
multiple students,10
teacher,10 we re using mr 10 even though we can go bigger than that we want to keep it as simple as we can using mr 10 tell me what it would be if i broke the 18 apart it s always the same people that have their hands up always i want to say some more names student s using mr 10 how would i break 18 apart
student,10 and eight
teacher,does everyone agree
multiple students,yeah
teacher,everyone write that down 10 and eight is this coming back to you yet
student,yeah
teacher,and you re remembering it
multiple students,yeah
teacher,it was a long time ago but i bet you can remember what do i do now student v what do i do now now we only i only circled one number so we only break apart one number what am i gonna multiply those numbers by
student,inaudible
teacher,student s knows it i think give him a minute to come up with the answer what do you think we re gonna knowing the problem what do you think we re gonna multiply it by we only want to break apart this number so this number is is the
student,inaudible
teacher,same stays the same student m
student,20 and six
teacher,oh he broke apart 26 what s wrong with that he s really trying to make a problem much more difficult than he has to what s wrong student n with breaking apart 26 we already did what we already broke apart one number we want to keep it to one number so 26 stays the
multiple students,same
teacher,same these are 26 inaudible we want to make this problem because it is double digit we want to make it easy easy to solve so student l would you solve this for me we know how to multiply by numbers by mr 10 or landmark numbers so what is 10 times 26
student,260
teacher,inaudible we underline the numbers what s 26 times one
student,inaudible
teacher,couldn t hear you 26 how many zeros
student,one
teacher,one what are 26 times eight now i m pretty good at math but you know what i can t do that in my head student z what do i need to do 26 times eight student a what do i need to do
student,inaudible
teacher,i ve learned how to solve that problem back in december or so we ve been working with it all year but i can t solve it the way it s set up what do i need to do yes student a sit up please put your book away we re doing math
student,inaudible by 26
teacher,student a what do i need to do to make it so i can solve it
student,inaudible
teacher,who can help her out student m
student,put it in a column
teacher,put it in a column so i m gonna go a little further down on my paper i have a little room and i m going to write 26 times eight student a does this look easier to solve yes this way it s harder for us to solve this looks easier and would you inaudible paper who would like to solve it for me student g six times eight
student,48
teacher,put down eight carry the four two times eight
student,16
teacher,plus four
student,20
teacher,20 i got an answer of 208 i write it up here now what do i do who remembers who remembers what do i do student j
student,estimate
teacher,look at this i ve got this i draw my line that gives me a hint as to what i do now
student,add
teacher,oh student j said we add do we remember doing that
multiple students,yes
teacher,yes we add them up now that is the real answer we estimated the answer to be about 600 it s almost 500 that s close enough if we were to get an answer that was 2 000 then we would know we probably got the wrong answer but by doing it this way we know we re pretty close pretty close are there any questions
multiple students,no
teacher,no questions on what we did
student,no
teacher,student c then you can copy these to get caught up are we ready to do another practice
multiple students,yes
