speaker,cleaned_text
teacher,organize yourself please so if we wanna start student j
student,yeah
teacher,student j s gonna wait two minutes eyes and ears up here student j eyes and ears up here student h we re gonna start today by reviewing a what volume means yesterday when we started this unit we were finding the volume of these rectangular prisms right so you guys named some rectangular prisms in the classroom
multiple students,yeah
teacher,can you point to one
student,inaudible
teacher,excellent a lot of you said my yellow cabinet we have examples of boxes of crackers and whatnot so when we re finding the volume what are we finding what is volume what is volume just like when we were finding perimeter or area of 2d shapes now we re moving onto 3d shapes what is volume student a nice and loudly what is volume
student,volume is like the amount of space a object takes up
teacher,the amount of space an object takes up so the amount of space inside of an object or the amount of space it actually takes up great does anyone want to add to that student t
student,also it s the area of a 3d shape
teacher,it s the area
student,of a 3d shape
teacher,of a 3d shape so we could say the space inside of a 3d shape does everyone agree with that definition
multiple students,yeah
teacher,are we okay with that
multiple students,yeah
teacher,so we have the space inside of a 3d object does anyone know how we measure volume one of you mentioned this yesterday how do we measure volume and we re gonna talk about this in the next few lessons student w
student,length times width times inaudible
teacher,not how we find it what unit of measure do we use student t did you know
student,i think it was i don t know
teacher,we ll leave that student h
student,square units
teacher,square units so it s not square units we re gonna leave room to add that in a little bit yesterday we ended if you go to page 3 by describing the strategy that we could use to find the volume of any rectangular prism and i tried to tell some of you who were using numbers to stay away from using numbers you could use it as an example at the end but to describe a strategy that would help us find volume i want you to take a second to look at what you said yesterday in sequential order what your steps were for finding the volume of our rectangular prism and then i m gonna ask you to turn and talk so take a second to look at your own strategy 0 03 23
student,i m always good as the saying
teacher,a second to look at your own strategy go ahead and turn and talk please student a try to get away from using the words here and there remember yesterday i was pushing you guys to think about mathematical language use our word wall or use something in the classroom to help you say instead of saying it and there and here try to be more specific please that s very descriptive and i like how you used words like column and base so that may be good to share student e you turning and talking with your partner please you re showing that you re being respectful by looking at her in the eyes did we share already
student,yeah i shared
