speaker,cleaned_text
teacher,all right so let s go ahead and look at these these are problems for the morning for what we re going to kind of go over before we get into our exemplar this is just review and this should be things that we already know how to do we ve already tested on our decimals this is just to kind of review right here it says what is the decimal equivalent for 2 5 if we have 2 5 right here remember what was one thing that i said student r that you have to do when it s 2 5 what should we do what is the decimal system out of
student,inaudible
teacher,okay what should i do
student,well you should see what makes 100 out of fifths
teacher,okay or we can start off because we know that the tenth is equivalent to what
student,hundredth
teacher,a hundredth this will eventually reduce to this won t it so then what should we do right here equals what
student,ten
teacher,ten okay what did we multiply to get to ten
student,two
teacher,two so when we multiply the denominator times a number what must we do to the numerator
student,the same
teacher,the same thing so we say times 2 so then we would have 4 10 or point what
multiple students,4 40
teacher,4 or 40 remember that these two 4 or 40 are what equivalent
student,decimals
teacher,decimals decimal equivalents all right now order the decimals from least to greatest do you remember when we see the word least to greatest what was the trick what did we say that you should do first the first thing you should do when you have to order the decimals together
student,you should always put them in a line
teacher,line up what put them in a line this way a line this way what kind of line what should we line up
student,all of the decimals into a vertical line
teacher,okay let s see so i have 1 02 3 04 is that what you have you said line m up right vertically with the decimal points which of those is the smallest number student k
student,0 1
teacher,0 1 which one is the next smallest number
student,0 2
teacher,which one is the next smallest number
student,it should be the other way around
teacher,excuse me yes we re doing greatest what is the first one student l
student,0 2
teacher,0 2 and then zero point what
student,4
teacher,4 and then we have
student,1
teacher,1 and then we have what
student,3
teacher,3 we were going backwards
student,okay
teacher,so here we have represent the amount 4 5 in four different ways so we have 4 5 we have to represent this in four different ways what s one way we could do it
student,we could do kind of 2 out of 5
teacher,how do you get 2 out of 5
student,because you split 4 and then that equals 2 and then you leadership leave the denominator
teacher,i see your mathematical thinking but i don t know quite where you got two from student m
student,it could be 8 10
teacher,so you multiply here so you re going to have 8 10 okay what else could you do
student,you can draw it out
teacher,you could draw out 4 5
student,and then point 4 5 would be a way
teacher,you could represent this by what
student,a decimal
teacher,a decimal of 8 or point what
student,80
teacher,80
student,you could write it in word form
teacher,you could write it in word form you could also write it in four fifths what else could you do
student,eighty one hundredths
teacher,you can also write it eighty one hundredths now we ve got to get to this last one but we ve got to get into our exemplar we have to turn in an exemplar today i want to take us through that let s go back and you guys did good remember that when we were doing the decimals we can t forget and i know when we were putting that least to greatest and i m sorry i did mess that up as well we have to remember to look at that and to line up the number and to know which one of those is the greatest and which one of those is the least and what is a way to help us know which is the least and which is the greatest what is a trick that can help us student l
student,we can line them up
teacher,we can line them up but after we line m up how do we know that it s 1 or 01
student,because you look at the numbers in that one space
teacher,what is that one space called
student,the column right there
teacher,what is the place value of that column
student,tenths
teacher,the tenths and what is the next place value the next column
student,the hundredths
teacher,the hundredths and what do we have to work for between the tenths and the one hundredths we looked at the decimal point then we look to the right of the decimal point and what do we see
student,the number
teacher,the number
student,and if there s a zero right there and a zero right there then you have to go to the hundredths and compare those two
teacher,okay we compare those two numbers and then say we finish those two so we went through the hundredths then what do we do
student,then you go to the tenths and you look at those numbers and see what one s less
teacher,okay well what if there was a number before the decimal point like a whole number
student,then that would be the most
teacher,the most or the
student,the greatest
teacher,okay so which one when you re looking at that we talked about this which one is greater when we said 1 or 01
student,1 because if you think about it it s a tenth on a tenth grid so it would be bigger it s kind of like 10 but 01 is on a hundredths grid so it s just one
teacher,exactly so remember we said know the difference between if you were building it on a hundredths grid it would have had a hundred space and a ten grid remember that a ten grid if we re looking at it like right here our ten grid was no more than it looked like this a little neater than that but you get the point and then this is a
student,hundredths
teacher,hundredths grid so if i look right here and i shade in this little one and i shade in this little one this little one is what point what
student,1
teacher,1 what is this one
multiple students,01
teacher,01 like if you were thinking about a candy bar or food which piece would you rather have
multiple students,the top one the top 1
teacher,if i m thinking about a hershey peppermint patties i don t want a little bittie crumble i want the whole thing i want the whole shebang that s right so what i want you to do right now is think of two numbers in your head two decimal numbers then i want you to turn and talk to your neighbor and give your neighbor really quick two numbers and ask your neighbor to do it in least to greatest or greatest to least what did she say
student,500000 and 500489
teacher,i want you to write them down i want you to think about them and i want you to say it to student k what two did you say
student,i said 2 and 02 from greatest to least and he said 02
teacher,is that correct
student,no
teacher,tell him why did you show and tell him why
student,he just told me no
student,because 02 is
teacher,draw it out when in doubt what do you do student b when in doubt what do you do when in doubt what is the saying i say to you what do i say student c
student,when in doubt draw it out
teacher,when in doubt draw it out so he s saying 02 so if you were to draw for ten hundredths and you were to draw the other which one is greater
student,this one
teacher,mm hmm okay did everybody get theirs correct
multiple students,yes
teacher,some of you all did really easy you did 6 or 06 some people like student r went really expansive let s get into our exemplar because this is what we ve got to do on a monday is our exemplar so what we re doing is we re still talking about fractions we re still talking about decimals but now we re going to go back and we re going to talk about problem solving today and i m going to pass this out and when i pass this out i want you to go ahead and put your name on it remember that this one is the on grade level one we re going to do this one together and then i m going to let you do the more challenging with a partner and then we will finish up with doing the more assessable by yourself now i m going to pass out these pattern blocks just so you guys can see what i m talking about on some of the problems but i only want you to get one per partner so take one for two of you and pass it down take one for the two of you and pass it down pass this to student c please thank you all right so what is the first thing that we do when we get an exemplar
student,we read it
