speaker,cleaned_text
teacher,okay all right friends i ll have a dbq for you to look at and working with the same partner i just want you to observe and then i want you to talk
student,i think it s a collage
teacher,it does look like a collage i agree
student,i see a dictionary
teacher,make sure you have something to share make sure you have something to share make sure you have something to share in just a minute make sure you have something to share make sure you have an observation to share make sure you have an observation to share make sure you have an observation to share
teacher,all right give me five all right we re gonna go around from group to group and i need you to share an observation this is what you can t say you cannot say i see a paperclip because i see a paperclip i want you to dig a little deeper and tell me an observation that is not something as simple as just presenting information that s already there okay all right student a s group
student,we re still thinking
teacher,okay stand up and i ll come back to you you might want to start with we noticed that okay student e s group
student,we thought it was like a collage
teacher,it does look like a collage i can see how you could think it looks like a collage you might want to be thinking about if you had to give that collage a title can you think about a title that could go with it i want you to think about that student c s group
student,we noticed the boys who s going like that he looks like he s in the middle of doing something
student,inaudible
teacher,okay so that boy is performing an action that you have some kind of relationship to okay student n s group
student,we noticed that it looks like the lady in the top right hand corner is holding a phone like a cell phone
teacher,it does kind of look like that i think that s just a little shadow isn t that a cute little baby though it s such a cute little baby
multiple students,yes
teacher,all right this group
student,i see three babies
student,and i noticed
teacher,interesting i want to back up what do you mean you see three babies
student,i see the one that s sleeping i see the baby elephant and i see the one with the inaudible
teacher,you know what i really like that observation cause you kind of had to put some knowledge together to come up with that conclusion well done okay
student,we see nouns
teacher,you see nouns what do you mean by that
student,there s that little boy and he s a person and then the horse is a thing
teacher,interesting
student,a person place or thing
teacher,very good observation i like that thinking outside the box student k s group
student,they each have the cuh sound
teacher,tell me about that what do you mean they each have the cuh sound tell me more about that
student,kid has the cuh sound
teacher,okay kid
student,car
teacher,car
student,and coke
teacher,coke
student,and paperclip
teacher,oh the c l blend
student,the children s dictionary
teacher,well i think that has a ch sound but it does have a c in it
student,scholastic
teacher,oh scholastic you re right about that
student,and dictionary
teacher,dictionary you re right about that okay
student,and
teacher,tank
student,yes
teacher,how did you make the flour have a k sound
student,what about horse
teacher,you probably could if you thought hard enough
student,and horse
teacher,oh flour is used to bake a
multiple students,cake
teacher,cake that s really good i like how you made those things fit student r that was your idea about the k sound very good thinking outside the box okay yes
student,i noticed that the car has five seats and it s silver and it has two headlights
teacher,okay how do you know it has five seats
student,well one it s not as big as my car and usually those cars have two seats in the front and then three seats in the back
teacher,okay so you have a little background information okay yes student m
student,the baby in the bottom right hand corner she s trying to chew inaudible don t know what to do
student,inaudible
teacher,do like this okay do you see any other immersions going on yes
student,the horse we think it s kind of scared the way its legs are
teacher,good observation okay and what about the little baby the newborn baby
student,it s sleeping
teacher,okay so it s resting okay kind of chilling this group
student,the diet coke is a drink in an aluminum can
teacher,okay the coke is a drink and it is in an aluminum can that is an observation
student,the baby elephant is chasing behind its mother
teacher,okay isn t that a cute picture i love that little picture yes
student,there s four things that you can ride on there
teacher,ah things that you can ride on that are kind of different interesting yes
student,there s two things you can eat
teacher,a couple of things that you are able to eat
student,i thought there s a inaudible metal
teacher,student a
teacher,hang on guys we ve got somebody talking
student,the baby in the top right corner has a frame around the picture and her cushion her blanket that she s laying on top of is purple with white dots
teacher,okay that is some very very distinct observations okay if you have one that you think is really really out of the box like if you had to really put some things together and maybe you think nobody else thought of that i want you to raise your hand okay very quickly yes
student,they all belong in a place
teacher,they all belong in a place
student,they could all somehow be put in a dictionary
teacher,ah they could be put in a dictionary
student,inaudible
teacher,there s a guy with what
student,with his head up to a tank
teacher,there is i can really see that yes
student,i forgot to tell you about our one she s laying on a blanket and the baby
teacher,blanket
student,blanket the girl who s shrugging there s some black tiles in the background
teacher,very clever yes
student,i see where the tank is it s around a body of water
teacher,very good observation
student,the girl with her shoulders shrugging it looks like she has a pool in the background
teacher,a what in the background
student,a pool
teacher,a pool in the background okay
student,inaudible
teacher,maybe now i m gonna add a little bit to your confusion and i need for you to really think critically there are some red numbers on the board i will tell you that the red numbers somehow go with that dbq
multiple students,what
teacher,let me say that again those red numbers in some way go with that dbq i want you to put your hands down and i want you to try to talk with the people around you to figure out how those numbers go with that dbq
teacher,all right give me five thank you here s your next direction i want you to think with the people around you and i need for you to attach those numbers to the pictures i will tell you that no number is repeated more than once and i will tell you that each picture has a different number and i will tell you that you might have to put a word to go within the number in order for me to make sense of what you re thinking okay so think about that
teacher,very interesting
student,thinking of the weight
teacher,interesting concept
student,that s what we were thinking of
student,inaudible
teacher,do you have background knowledge
student,yeah about boys about that age i can tell he s about our age
teacher,ah very interesting
student,inaudible some kind of word for all of them
teacher,very interesting all right give me five thank you i saw some very interesting things very very good thinking student m and student j i want you to go attach a couple of your numbers and your words just a couple and then i want you to explain your thinking what does that say
student,five grams
teacher,five grams and what s your thinking on that
student,a paperclip could weigh five grams
teacher,okay how do you know that a paperclip could weigh five grams what kind of background knowledge do you have about that
student,because a paperclip isn t heavy like
teacher,so are you telling me a gram isn t very heavy how do you know that
student,because compared to like a pound it s not really
teacher,okay interesting student j do the dictionary i thought your dictionary was fascinating stop right here
student,why
teacher,just stop right there does anybody have a prediction about what word is going to go with her number student a what are you thinking
student,pages
teacher,ah pages what word did you have
student,words
teacher,words
teacher,all right now i want student k and student r to come up and let me look at your paper cause there was one on there that i thought was really interesting
student,inaudible
teacher,what d you say about that one
student,that was mine that was mine on my paper
student,i said it could inaudible
teacher,okay put these two up those two are very interesting
student,i disagree with the paperclip
teacher,okay we re gonna talk about that in just a minute quickly girls thank you student j student k and student r i would really like for you to move a bit quicker
teacher,student k what picture are you writing next to
student,this one
teacher,of the
student,of the army tank
teacher,and tell us what you re writing as you re writing it
student,it can shoot 200 bullets at a time
teacher,okay and student r if you could write quickly and talk as you re writing
student,this car might be able to go 950 miles per hour
teacher,okay
student,but you already wrote that
