speaker,cleaned_text
teacher,thank you okay all right my friends remind me of what we were doing yesterday what were we doing yesterday student r
student,we solved two math problems
teacher,what kind of math problems were they
student,division
teacher,division problems okay why do you think we re working on division why would we be working on division as a skill student j what do you think
student,we want to get faster
teacher,you want to get faster good why do we want to get faster student m
student,that way we can just go
teacher,fluency that way you can do it quickly
student,yeah and we will be it will be easier for us because you already have your homework and inaudible
teacher,okay why do we want to divide why is it important who cares who cares if you can divide we have calculators who cares student d
student,if you re at a store or something you have to do like multiple dividing and you might not have a calculator or a pen do it with
teacher,so you think it s important to do problems mentally and still get an answer why do you think it s important student c
student,division is basically a skill you need to know because with money and you when you re an adult and paying bills and stuff
teacher,you need to use it with money to figure things out what else do you need to use it in real life you said it s a real life skill what else in life might you need to divide yes
student,you re dividing a pie
teacher,splitting things up sharing things yes
student,i was going to say that
teacher,you were going to say that okay
student,like if you have a certain amount of some substance and everybody wants some you would have to measure what amount each person gets
teacher,very good there are lots of situations in life where we have to divide some things up and measure out different amounts we said in 5th grade in multiplication you had to be fluent with the algorithm good news in 5th grade you don t have to be fluid with the division algorithm you can solve your problems whatever way is most efficient for you now we know that the algorithm might be the most efficient way but i need to make sure you ve got a really good understanding of division because two weeks from now we re going to leave whole numbers and we re going to do decimal division so i need to make sure you really know how to divide and record information before you work with the algorithm we are going to be doing some more modeling today with the would one person from each group go up and get from that cart there one expo marker and two no more than two see if you can get enough packages for everybody at your table one expo marker and enough packages for everyone at your table i think there might be go ahead and close your journals because we re just going to do this right on our desks that s a fabulous idea student l to put it on the floor so it s accessible for later
student,expo markers for everyone
