speaker,cleaned_text
teacher,all right okay you re going to need a piece of paper as soon as you get the piece of paper i would like you to put your name on it
student,can i have a pencil pencil sharpening
teacher,here silence go back there
student,cough
teacher,all right as soon as you get the paper put your name on it
student,i got two
teacher,give it to student a why are you out of your seat
student,i inaudible
teacher,need what
student,a pencil
teacher,all right you know what inaudible
student,thank you
teacher,okay guys hurry up because otherwise you re wasting time pencil sharpening hurry up is it inaudible
student,yah
teacher,okay go sit down please
student,inaudible pencil
teacher,you know what guys well i need everybody in their seat right now
student,what is this
teacher,it s from somebody else i need everybody in their seat right now student w i need you in your seat
student,i just got back
teacher,i know put your name on this paper i need you in your seat too much time go sit down student a go sit down
student,inaudible
teacher,student a go sit down
student,inaudible
teacher,four times
student,inaudible
teacher,let s go
student,can we go
teacher,sit down
student,inaudible
teacher,why are you here
student,inaudible
teacher,yes i believe so how many
student,inaudible
teacher,no uh uh no student a you re inaudible me
student,i don t even know if
teacher,shh i m going to tell you in a minute
student,okay
teacher,do you have a piece of paper student a
student,yes
teacher,all right so what you re going to do on this paper quick little review all right shh so the first thing i want you to do is write the word ray
student,ray
teacher,ray
student,inaudible
teacher,shh write the word ray
student,inaudible
teacher,number one say write number one ray and then draw what a ray looks like yes student a
student,you want these on inaudible
teacher,yes pencil sharpening you know what inaudible that s very nice giving us pencils
multiple students,reaction
teacher,shh nope that s for me because all my hard work evaluating
student,inaudible
teacher,inaudible pencil
student,yeah
teacher,so shh
student,i need a pencil
teacher,what color
student,inaudible
teacher,just take one come around shh oops leave one over here shh
student,inaudible
multiple students,crosstalk
student,teacher inaudible that camera going to be stopping
teacher,here
student,what
student,inaudible
teacher,shh forty five minutes pencil
student,yay
teacher,shh take pencil there are gold ones and green ones now which color you want
student,gold gold gold inaudible
teacher,shh
student,what s inaudible
teacher,you have to know what it is it s me me me take one
student,this one
teacher,take one take one think about what oh you want the gold think about a ray what does it remind you of
student,like a graph
teacher,shh what object does it remind you of
student,a graph
student,gold
student,inaudible a graph
teacher,don t yell out nope
student,ooh look at this it s gold
teacher,next one draw a line segment
student,oh inaudible
teacher,a line segment number one was a ray i wanted the word and i wanted what it looks like in both of them word and what it looks like
student,so that is this a test
teacher,yep kind of just a review
student,thank you
teacher,you re welcome
student,i need inaudible thank you
