speaker,cleaned_text
teacher,all right guys so go ahead and do the warm up like we normally would do defining the area for each of the shapes i ve given you just enough information that you need to know i did move the formulas poster to the back back there cause i was tired of moving it off and on always over here so you guys can have it there permanently to refer to so take a look at that if you need if you ve forgotten you shouldn t by this point i want you to remember that there what to do but parallelogram compound figure circle and triangle okay so let s see if we can get that done in about five minutes all right and then we ll check them together
student,inaudible
teacher,if you re finished you can yeah if you re finished guys cause we got a head start teacher l s group we got a head start so my guys are finished just read
student,can they see us or just hear us they can see us
teacher,yes
teacher,where did you do your work inaudible okay guys remember you need to show your work on most of these they have decimals but i don t think there s very many of them that you can just do in your head so show your work use your formulas if you need to can you see student e from where you are
student,inaudible
teacher,i see a lot of you getting the same answers that s good that s a good sign right
student,inaudible
teacher,don t forget to put your decimal in the right places too okay count those decimals move them over
student,thank you for reminding me
teacher,that s seems to be one of our biggest mistakes we ve been making
student,inaudible
teacher,done student k inaudible
student,inaudible
teacher,uh uh inaudible today for today you can but normally i want you to use pencil during math okay
student,okay
teacher,even if it s erasable just because of neatness and stuff
teacher,okay raise your hand if you need another couple minutes okay
teacher,okay about 30 more seconds when you re solving these as we finish up which one do you find takes the most time
teacher,compound shapes
student,no
student,the circles
teacher,circles
student,compounds
teacher,okay just trying to see it s time consuming
student,yeah
teacher,okay
student,circles are easy
student,compounds
teacher,all right well we ll review that again
student,yeah that s why
student,circle is hard
student,the thing is it s kind of like inaudible
student,yeah i know
student,inaudible right
teacher,right it takes like with the compound figures the compound shapes it is a lot of like reasoning skills you have to and visualization you have to be a good visualizer even though there s not you know a line there going across the top or going down you have to imagine that there is to make it into two squares or a square and a rectangle or two rectangles so there s a lot of visualization that s why i do the dotted lines so that kind of helps me with that and you did the dotted lines too but you just got to figure out where to put them
student,i think the inaudible and so that s why i don t inaudible
teacher,yeah and it just depends on the shape too this is a pretty easy one
student,inaudible
teacher,yep all right guys go ahead and put away books and things if you re working if you re reading while everybody else is getting finished and get back out this so we can check it together
student,get back out what
teacher,this your warm up get your warm up out okay get your warm up out has everybody got it so you can see it
student,yep
