speaker,cleaned_text
teacher,we re still missing student j s group
student,oh what do we need to bring
teacher,your journals and your pencil all right you re going to use your journals today but we re going to do that guided inquiry together with a balance student j you re going to need your chair sweetie okay put your name at the top of that for me and student j you can squeeze in here next to me excuse me let me get my notebook
student,miss o is this purple
teacher,it is purple it tells you on the front of it okay we are going to be doing something with a balance today and we re still talking about algebra so far we ve gone over what variables are right so we know what the numbers are and letters are to represent each other and we also had been talking about growing patterns like we did yesterday with the iguana so today is going to be something a little bit different where you re still using variables which is a symbol or letter to match the number but we re going to try to balance something out so here s our balance and we re going to try to make it like we did in science when we used balances to make them equal remember when we did that in science remember we had the masses and you try to make it equal we re going to do that same concept now student a can you come to me when you re in small group yes or no
student,no
student,you ll get a check
teacher,so let s look at the first problem this is our guided inquiry a mobile has a total weight of 30 circles weigh 5 squares weigh 10 and triangles weigh 3 so the whole thing itself is going to be level at 30 my circles weigh 5 my squares weigh 10 and my triangles are going to weigh 3 so i ve got some post its and we re going to manipulate these because we don t have an actual balance that s going to level these out so we re going to use our pictures to help us balance it out so we re going to do this together let s read the first one
multiple students,the mobile has only two shapes
teacher,are you going to read with us
student,oh
multiple students,if only circles are on one side can it be balanced explain
teacher,okay the very first part says the mobile has only two shapes but we said in the problem that there s circles there s squares and there s triangles right so one of those we re not going to use correct we re only going to be using two what s up you ll have to let me know later so it only has two shapes if only circles are on one side can it be balanced my circles weight 5 is there any way that i can use circles on one side and i made a bunch of circles but this may not necessarily be correct is there any way i can put circles on one side and balance it out with my square or my triangle
student,i know what they re doing because the last five are you could just put three squares on the other side
student,that s 30 though
teacher,it is 30 so is there way i can balance it using another
multiple students,uh uh
teacher,okay because why student j
student,because there s only 30
teacher,the whole thing is 30
student,so you re going to have to put like maybe 15
teacher,okay let s try 15 so let s say i have 15 i can only use two shapes circles are only on one side can i use my square or my triangle to equal out 15
student,yes triangle
teacher,all right tell me how many triangles
student,five
teacher,all right student j says five triangles
student,that would be 30 plus 15
student,i know 30 even though if you add those up it ll be 30 even
student,yeah but you need the 10 don t you
student,no it only uses two shapes
teacher,you only used two shapes i don t have to use the 10 for this one okay so let s see if it s equal now okay so i have 15 on this side 3 6 9 12 15 on this side does the whole thing weigh 30
multiple students,yes
teacher,is the whole thing balanced
student,yes
teacher,yes all right our very first one says if circles are only on one side can it be balanced explain so what s our answer initially
multiple students,yes
teacher,so put yes period and then write your explanation student a none of this is group honey
student,no i m inaudible
teacher,okay write your explanation write it on the top line sweetie why did you go to the second line
student,oh i thought you were talking to me
teacher,no tell me how it can be balanced all right who wants to give me their fifth grade explanation
multiple students,me
teacher,all right student j go ahead check yours to see if you have the same thing
student,okay i said yes because if you had three fives and five threes wait
teacher,he has three fives
student,and five threes
teacher,five threes uh huh
student,it will have 15 on both sides so when you add those up it ll equal 30 even
teacher,good very good
student,if you get three fives on one side which is 15 and five threes on the other side which is 15 they re going to be equal
teacher,15 and 15 is equal right and 15 plus 15 gives me the weight of my whole mobile
student,meaning what you re supposed to have
teacher,that s right all right let s try the next one
student,this is actually kind of fun with this
teacher,you like that
student,yeah
teacher,i wish we had a real balance
student,yeah but you can t weigh post its
teacher,you might be able to weight post its but ideally what i would like to have is like a real one where we could actually put the circles and they actually weigh five the squares
student,the spheres would roll off
teacher,probably well maybe if we had like our science ones had the pans
student,inaudible one pound
teacher,think so huh all right let s read the next one together are you ready the mobile has three different shapes one side has a circle and a square can the mobile be balanced using only triangles on the other side all right ssssh the very first sentence says the mobile has three different shapes so this time i m going to use my circles my squares and my triangles what does the next sentence say student r
student,it says one side has a circle and a square
teacher,all right stop there so my one side has a circle and a square right
student,that s easy miss o
teacher,hold on we re not there yet all right what does my second sentence say
student,can the mobile be balanced using only triangles on the other side
student,that is the second sentence i thought the second one was one side has a circle
teacher,no we already read that one it says can the mobile be balanced using only triangles on the other side all right student t so tell me how many triangles on the other side
student,to equal 30
teacher,no not to equal 30
student,to equal 15
