speaker,cleaned_text
teacher,okay today we re going to talk about fractions again and
student,one half
teacher,one half all right when we re talking about fractions what is a fraction raise your hand thank you very much yes ma am
student,i forgot
teacher,you forgot what s a fraction what s a fraction student s
student,inaudible
teacher,you want to call on someone else all right call on somebody
student,student a
student,inaudible
teacher,it s a part of a whole that s what we re talking about when we re talking about fraction a part a whole
student,or an equal number right
teacher,and everything has to be divided equally that s right fair share right fair share good all right let s look at this number when we re looking at the top number of a fraction what s it called raise your hand raise your hand student e
student,the numerator
teacher,the numerator what s the bottom number called student d
student,denominator
teacher,the denominator all right so now that kind of reviews what we ve been talking about we ve talked about equivalent fractions but today we re going to talk about something else but first here s what i want you to tell me can you tell me the fraction of our whole class in here that are boys fraction of boys what s our fraction of boys you can stand up what s our fraction of boys
student,there s five boys
teacher,all right so is that all we need
student,no there s
teacher,what do we need when we re looking at a fraction we need the part and we need the whole
multiple students,inaudible
student,it s five ten
teacher,hold on
student,it s five tens
teacher,all right boys who s here now
multiple students,five
teacher,five boys out of how many
multiple students,six boys
student,six fifths
student,because there s your inaudible
student,no one two three four five six seven eight nine ten
student,there s 10 girls
teacher,okay i m not asking girls i said the number of boys out of the whole class i see one two three four five boys
student,fifteen fifteen
teacher,all right how many do we have
student,i counted 15
teacher,okay how many do we have all together here
student,seventeen
student,fifteen
teacher,fifteen so our fraction is five fifteenths of boys all right now what do we have for girls think about our fraction for girls first of all will our denominator be the same
multiple students,no
multiple students,yes
teacher,we re talking about the whole our denominator will be the same all right count let s see
student,ten there s 10
teacher,what do you see student e
student,inaudible ten fifteenths
teacher,all right how many of you agree with student e ten fifteenths
student,thumbs up inaudible
teacher,ten fifteenths all right good
student,i agree
teacher,okay hands down good all right today here s what we re going to be doing we are going to be using our one half mark our fraction one half and we re going to be figuring out if a fraction that i give you is less than one half equal to one half or greater than one half remember we talked a little bit last week
student,and it was in the homework
teacher,we had something about halves in homework but this is going to be a little different all right i want you to be really thinking about what equals a half now how do you know when a fraction is equal to one half first of all will you always have a fraction that says one over two
multiple students,no
teacher,no so how will you know when a fraction is equal to one half student k
student,inaudible
teacher,i m not sure i m following you there a number line on a number line
student,a fraction
teacher,okay number lines that have fractions on them all right okay i m going to think on that for a while what do you think student m something about the numerator and the denominator
student,when you multiply by the same number you could equal the fraction
teacher,oh well that s exactly that s what we re that s exactly how we can find an equal
student,and you can also divide it by inaudible
teacher,right but i m thinking about something else let s say give me another fraction that s equal to one half okay
student,two fourths
teacher,okay now we re going here all right two fourths they re equivalent correct
student,mm hmm
teacher,all right and this is kind of what student m was saying about when you multiply so you get an equivalent fraction what s another fraction that s equal to one half
student,four sixths
student,four eighths
teacher,four eighths okay now what are you doing to make sure that this is all going to be equal to one half student e
student,the numerator is half of the denominator
teacher,the numerator is half of the denominator all right that s what we need to look at now what if i were to give you a fraction that said five eighths i want you to think now is that going to be equal to one half
multiple students,no
teacher,no is it going to be less than one half
student,yes no no no no
student,no no no no no no no no
teacher,hold on let s consider this one five eighths let s consider this you said this is less than or this is not equal to a half some people said it is not less than a half is it greater than a half
student,yes
teacher,all right how do you know that that s what we re getting at student d how do would you know that five eighths would be greater than one half
student,oh because it s bigger
teacher,okay what in eighth in the eighth family what would be one half
student,four
student,four
teacher,four eighths so five is what compared to four
student,bigger
teacher,so then five eighths would be what greater than
student,one half
teacher,one half all right that s what we re going to be doing today before we get started we re going to do a little practice and see if you can get this then i m going to set you off on your own to do a little work and see how well you understand this concept
student,are we going to get our inaudible
teacher,ah excuse me we need to focus on what we re doing now all right i don t know if you can i have this overhead and it has some number lines we re going to use that if we need to but what our plan is is we need to be able to write each fraction from the fraction bank that s down here in the correct column so do you see all of these all right i m going to ask you i m going to call on you you get to pick a fraction and you place it in the correct column all right
student,inaudible
teacher,i don t know we ll see we ll see
student,we get our own fraction
student,not those fractions
teacher,okay timeout timeout let me say it again and that s what we re going to do well we ll see if we have time for everybody but i m going to call on you see if you can come down pick out your own fraction and determine whether it s less than one half equal to one half or greater than one half student g come do the first one shh shh shh pick one of those fractions in the fraction bank and then write it in the correct column do you see the ones we re talking about we re talking in the box pick one of those fractions see where it belongs okay i see we ve used the word equivalent to one half what does that mean
student,equal inaudible
teacher,equal to so where are you going to put one half are you going to put it less than one half equivalent to one half or equal to one half or greater than one half okay go ahead all right all right i like how he drew a line around the fraction so we know he picked that one student g pick somebody pick a girl okay go up and pick a fraction and determine where it goes okay the halves are kind of those are our favorites so far pick somebody pick a boy
student,inaudible
teacher,remember equivalent equivalent to means equal to all right what now hold on seven sixteenths let s look at that if we double the numerator what would that be what is 7 plus 7
multiple students,fourteen
teacher,fourteen so fourteen sixteenths would not be it would not be one half to be half the numerator and denominator would have to be the same if we double the numerator remember
student,so it could be 8
teacher,so let s look at that
student,what
teacher,all right let me say it again how do we know when this fraction is equal to one half we double the numerator and if that would equal the denominator then we would know that it s equivalent to one half so if we double the numerator what is this
student,fourteen
teacher,fourteen is 14 the same as 16
multiple students,no
teacher,it s less than or greater than
multiple students,less than
student,less than
teacher,so where are we going to put this fraction
multiple students,less than
teacher,less than one half will you fix that for us all right good job okay put it in the right column for us
student,sorry
teacher,okay call on a girl now remember all you have to do is double that numerator to make sure call on a girl please
student,inaudible
teacher,student e okay she took yours
student,no
teacher,no okay all right two fourths you re saying two fourths is equivalent or equal to one half good all right call on a boy please somebody who s not been up good all right one eighth is less than one half you re saying okay call on a girl three sixteenths is less than one half how many sixteenths would equal one half we had that already how sixteenths would equal one half
student,eight
teacher,eight good keep thinking about that call on a boy student w go ahead okay timeout nine sixteenths who can help student w figure this one out don t yell it out who can help him think this through don t tell him the answer give him a suggestion to help him figure out where to put that okay can you give him a suggestion student j can you give him a suggestion nine sixteenths is what he s looking at what do we do ooh student d remembers student d go ahead what are you doing what are you saying shh shh
student,inaudible
teacher,the numerator
student,numerator
teacher,all right double the numerator what do you have double the numerator
student,oh eighteen sixteenths
teacher,so would that be less than one half eight sixteenths would be one half nine sixteenths would be greater you see that so where should it be okay good good good good all right call on a girl student g you with us
student,no she hasn t
teacher,okay eight sixteenths
student,she hasn t gone up yet
teacher,okay don t worry we have a few people who haven t gone yet we re fine eight sixteenths how do you know that s equivalent to one half
student,eight plus eight is sixteen
teacher,eight plus eight is sixteen so it s exactly one half of a whole all right call on a boy we ve got student s ready
student,yeah student s
teacher,so he has one sixteenth let s take a look one sixteenth definitely less than one half all right call on a girl sit up sit up sit up
student,i know
student,i didn t do anything
teacher,we are out of boys that s okay we ll call on girls we re fine
student,inaudible run out
teacher,then we re done okay four over four four fourths greater than one half isn t it who can tell me what it is what s it equal to
student,one whole
teacher,one whole okay call on a girl all right two sixteenths where are you going to place that less than one half why what s your thinking
student,inaudible
teacher,oh
student,double it
teacher,good student j since we re looking at that number line will you show where one half is
student,it s right up there
teacher,well i know but of the eighteenths can you see where it is i mean sorry sixteenths can you see where on the sixteenths where it would be where would one half be that s a whole where would one half be student j think think what is half of 16
student,eight
teacher,good right over here yeah right over here we re looking at eight sixteenths that would be half of the number line right okay call on another girl
student,student j
teacher,okay we have just a few more people and then we ll be ready to start
student,inaudible
student,start
student,a whole is equal to half because inaudible
teacher,well it s two halves
student,oh yeah because if you split it down the middle like half like that part s like gone
teacher,that would be half this is the whole and that would be half or here s the other half okay
student,then if you inaudible this one would be a whole
teacher,that s exactly right that s it all right which one did you have fifteen sixteenths greater than one half good call on someone else can you picture fifteen
student,yeah it s like
teacher,are you okay
student,yes
teacher,all right can you all picture fifteen sixteenths in your head
multiple students,yes
teacher,that s almost the whole isn t it
multiple students,yes
student,like double each inaudible less it goes less than
teacher,exactly exactly all right student a which one is yours thirteen sixteenths yes you re right there exactly okay call on somebody who ve we got we ve got just a few left student k you haven t gone
student,yes i have
student,yes she has
teacher,oh you have you have
student,yeah she inaudible
teacher,okay
student,then student j
teacher,student j hasn t gone okay
student,he was the second to go
teacher,okay good we ve got it figured out thanks five sixteenths okay less than one half good job and tell us again your thinking on that there are lots of ways aren t there you can use the number line you can also double the numerator what is doubling five ten so ten sixteenths does not equal a whole so you know you don t have a half all right good all right i think student j is our final one okay anyone of the ones left student j go ahead pick out a good one ah eleven sixteenths how did you know that it s greater than one half okay you double the number what is 11 doubled
student,twenty two
teacher,twenty two good thinking good mathematical thinking all right so here s what we re going to do each group listen carefully a couple of things we re going to do each group is going to get a container and there s some instructions on what to do let me pass this out you are going to pick a partner so let s see do we have any other we have one absent today so you get to work by yourself and you all decide who s going to work with who two people to a group
student,inaudible do you pick a partner who s next to you or across from you
teacher,somebody at your group it has to be somebody at your group okay so in your folder listen in your folder is a sheet a worksheet that you re going to have that goes along with what you have to do with your activity so pass out one sheet to everybody mm hmm in the folder
student,inaudible
teacher,okay have you got it
student,no
teacher,everybody gets one
student,student d doesn t want to be your partner
teacher,yeah let s not make let s just student s sit up nice and straight come on turn around get your feet under your desk okay will you move over here or student d you move over one of the two
student,inaudible
teacher,oh it just accidentally go in there you can use if you need it all right so find the container or the plastic bag that says don t dump everything out find the plastic bag that says round 1 and each partner gets one not each person each partner gets one that says round 1
student,okay
teacher,all right hold on just a moment now are you two partners
student,no me and student d
teacher,okay move over there so you re close to him and your partner is here
student,yes
teacher,all right everybody see that round 1 here s what you re going to do here s what you re going to do do you see your form
student,mm hmm
teacher,it s got a table on it do you see it
student,yep
teacher,you are going to look at all of your fractions i ll wait until you re all listening okay ready everybody listening
student,mm hmm
student,yes
teacher,okay you re going to look at all the fraction cards you have in round 1 and with your partner you re going to decide where you re going to place them now you may have to put a couple on the same line i don t think i have enough lines on them but you ve got plenty of room so does everybody understand what we re doing
multiple students,yes
teacher,you are going to decide is the fraction card you have less than one half is it equal or equivalent to one half or is it greater than one half yes
student,so we just like put them all in one group and then just write it
teacher,if you d like to you can do it any way you d like all right but you and your partner decide all right are you ready
multiple students,yes
teacher,okay you may begin
student,okay so inaudible like write them down in the right place here
teacher,mm hmm
student,three twelfths is less
teacher,okay both of you are going to fill it in thank you for writing your names thank you for writing your names on your sheet we re going to be turning this in to see how well you re doing there s a round 2
student,we re going to turn it in
teacher,mm hmm yep where will you place oh one other thing listen i almost forgot if you re having trouble seeing it in your head
student,just put it in
teacher,shh shh shh shh shh you have some equivalent pieces here you ve got the squares and you ve got the circles you can pull those out and see what equals what okay so you might want to just prove something to me as i come around loud noise whoops
student,less than what three fifths
student,this isn t a whole
student,inaudible
teacher,i don t know i don t know it may just be is it equal to the no
student,no there s another big one
teacher,see if they all match do they match
student,never mind
teacher,okay so i guess they re all right they re just like our equivalent fraction strips that we have but some of them are i thought this would be easier for you to use whoops okay how are you doing so far
student,no
student,so do we write it like that
teacher,mm hmm how do you write a fraction
student,that s with the line
teacher,mm hmm
student,what if you don t it doesn t really give you
teacher,i know there s not a lot of room you can do it the fancy way if you want to write your fractions a little fancy like this 1 slash 2 one half that s okay that s fine if you don t have enough room you re fine doing that
student,this is one whole
student,seven eighths
student,never mind
student,yeah
teacher,okay and here s what i m seeing i m seeing friends over here working together and talking to each other figuring things out then just come down this yeah just come down
student,i m going to write it like that
teacher,that s okay now you re writing them too
student,he was
teacher,okay make sure that he sees them and you know what let s make sure that student g has a chance to give an answer all right you need to both
student,we re both doing it
teacher,oh are you okay good that s what we want to see okay student j how are you doing
student,these are missing
teacher,well you don t need all of them just take what you need if you re missing a piece that s okay see what you can come up with
student,we aren t
teacher,okay then you can try to the circle ones if you need to but right now i bet student j can figure out and help you figure out what you re needing to do don t forget to put your name up here
student,isn t seven sevenths greater because 7 plus 7 is 14 and 14 is greater than 7
teacher,mm hmm what is seven sevenths when you re thinking about seven sevenths just a moment hon what s another way to say seven sevenths
student,one whole
teacher,very good that s it
student,is this just
student,and we don t have enough cards
teacher,the number of cards we re talking about the number of cards are zero zero out of six what is that is that less than a half is that a half or is it greater than a half
student,oh okay
teacher,don t be tricked don t be tricked okay who is your partner who is your partner make sure you re working with your partner
student,this is so inaudible
student,where s the cards
teacher,right here okay let s get going how come have you been talking all this time or are you just kind of waiting
student,yes
teacher,okay
student,he was talking
teacher,all right make sure you re getting inaudible
student,that s not right
teacher,is this your book
student,yes
teacher,okay we don t need this right now do we
student,because the bottom has to be equal
teacher,let s focus on math okay focus on math
student,that s what i have
teacher,right put it out so he can see it
student,oh
teacher,like pick one at a time and then just see if you can t figure it out then use the parts
student,we have no more boxes
teacher,you have no more boxes
student,nope i m done
student,this one s greater
teacher,all right
student,teacher s i m done
teacher,oh then go ahead and put them on the side that s okay
student,okay
teacher,you re finished all right are you both do you both agree you both have to agree
student,yep we
teacher,double check with each other double check
student,you re not even done you re trying to be inaudible
teacher,okay okay remember you re working together you re working together check with your partner okay how are we doing over here
student,good
teacher,let me see how you re doing so far okay okay so far so good how are you doing you re finished
student,mm hmm
teacher,did you have any trouble
student,nope
teacher,you don t have a partner to work with i m sorry ben s not here today okay i ll tell you what check with the girls and see if you agree with them all right then once you ve figured that all out then we ll be ready to go onto round 2
student,teacher s do we have to fill it down
