speaker,cleaned_text
teacher,okay boys and girls we can put this away all right we re
student,the decimals
teacher,okay decimals seems to be our biggest part so we should be good on our number one and our number two right so let s take a look at this let s take a look at number one it starts off with
student,i did both
teacher,you did them the same way that s fine let s take a look at number one let s start off student a 8 times 1
student,8
teacher,student l 8 times 10
student,80
teacher,all right student k 8 times 100
student,800
teacher,then student w 8 times 1 000
student,8 000
teacher,what s the pattern that we re noticing here
student,adding zeros
teacher,we re adding zeros to that whole number
student,and it s making it a bigger number
teacher,obviously we re growing and it s making our number much larger thank you for working quietly student a so we re obviously getting larger and larger let s take a look at number two where did i leave off student m 15 times 1
student,15
teacher,and then 15 times 10
student,150
teacher,15 times 100
student,100 and
teacher,where s your comma where should your comma be
student,right here
teacher,okay
student,right here
teacher,now read that
student,1 500
teacher,and then 15 times 1 000
student,15 000
teacher,so it s pretty simple we multiply 15 times 10 times 100 times 1 000 the tricky part you re telling me is how do you do it times a decimal let s do this first take one and pass it
student,i didn t do it
teacher,that s fine i should have one you have two student m i ll take this one and you give that to her let s take a look i actually have if you need an eraser there s lots they work very well to be erasers all right that s your eraser let s take a look at the first problem we have four fifths times 1 when you look at 0 4 times 1 any time you multiply any number times 1 what are you going to get you re going to get that number this is pretty simple what s 0 4 times 1 going to be
multiple students,0 4
teacher,that one s simple there we go then if i look at the next problem 0 4 times 10 this is where we have to do some analyzing go ahead and write 0 4 times 10 give yourself some room and then you can go ahead and do like student m is doing 0 4 times 10 then 0 4 times 100 do the best you can it s the same thing okay i just want to make sure we re all on the same page yours seems to be okay all right this is where this becomes very important let s take a look at the number 10 how many zeros do you see in the number 10
multiple students,one
teacher,this determines what s going to happen to the decimal it s going to move it gets to move how many places
multiple students,one
teacher,however many zeros it has this gets to move one place which direction to the right what s that you go to the right first don t you always go to the right eventually you have to go back to the left right right now we re just going to the right we re going to cupid shuffle our way by moving this decimal to the right how many times do we move it to the right
multiple students,four
teacher,when i do that and this is why i do a little dotted line i m moving it right there okay so when i do that what s my number now going to be
student,4
teacher,so 0 4 times 10 is going to equal what
student,4
teacher,okay so check your paper and see if you have that
student,inaudible
teacher,is that this answer is that 4 what do you have
student,i have i can t read it
teacher,yes you can
student,0 4
teacher,well if it s tenths this is 0 4
student,what is it when it has
teacher,where s your place value chart
student,there it s in my book
teacher,let s read the place value where s this one
student,the 4
teacher,no the 0
student,tenths
teacher,and this would be go get your notebook because this is what you should be using in studying that place value chart okay all right let s take a look at the next one we have 0 4 times 100 how many zeros do you see
student,one
student,two
teacher,how many zeros do you see in 100 i was like if you see 1 there s something wrong here how many zeros do you see
multiple students,two
teacher,all right how many times do i get to move that decimal
multiple students,twice
teacher,so this means there s once and then there s an issue i need to move it again but there s nothing there so what do i do this is where i add my zero what s my new number 40 i want you all to answer me you all are right that s 40 by looking at the place value chart what place value is this if this is tenths what is this so this is 4 what hundredths that s the same as 4 okay all right let s take a look at the next one you have 0 4 how many zeros do you see in 1 000
multiple students,three
teacher,how many times do i move the decimal three times there s once twice three times what needs to go right there
multiple students,zero
teacher,how many zeros
multiple students,two
teacher,because there s two little things right there
teacher,my answer my product is going to be
multiple students,400
teacher,now what happened to my product here each time so what happened to the actual product
student,it kept on growing
teacher,it grew it became larger and larger here it grew this is what s happening to our product yes student h
