speaker,cleaned_text
teacher,good afternoon class 22
multiple students,good afternoon teacher m
teacher,how are we today
multiple students,good
teacher,excellent all right so as we just came back from lunch and we re starting to talk about more about what we re doing in math i would like you to turn and talk to your partner for one minute just about what we re doing in math right now what are some things we re covering in math turn and talk to your partner
teacher,student m are you talking to your partners
student,no
student,i m done
teacher,let s hear this conversation
student,okay
teacher,conversation
student,inaudible
teacher,all right one two three eyes on me
multiple students,one two eyes on you
teacher,okay who would like to share excuse me who would like to share what maybe you came up with what your partners came up with what kinds of things are we working on in math right now student g
student,division
teacher,division okay what else are we working on student d
student,inaudible
teacher,what was it nice and loud
student,rounding up numbers to get to 1 000
teacher,rounding up numbers to get to 1 000 excellent what else are we learning about student a
student,place value and well how to get to inaudible things of what student d said about getting to 1 000 place value and number lines
teacher,so different ways to get to 1 000 so you re talking about recognizing place value to get to 1 000 can you talk more about that
student,like place value is when wait okay inaudible number line first the number line
teacher,well let s talk about place value first can anyone help out student a what are we talking about when we say we re using our place value to add up to 1 000 what does that mean student f
student,it means you like take the ones and add them up
teacher,god bless you
student,and then you take the tens and then add them up and then take the hundreds and then
teacher,so what do you mean when you say you re taking the ones and adding them up tens hundreds what does that mean
student,it means you
teacher,nice and loud
student,you put them together
teacher,you put them together what do you put together
teacher,god bless you
student,the numbers
teacher,the numbers
student,you add up
teacher,can anyone else elaborate on what student f said or maybe put what student f said in your own words student d
student,inaudible trying to say is that you put the hundreds with the hundreds and tens with the tens and the ones with the ones
teacher,good so you match up a hundreds place and a hundreds place a tens place and a tens place and a ones place and a ones place can someone else kind of articulate what student d just said in your own words can anyone put that in our own words student g
student,what student d said in my own words is place value
teacher,uh huh
student,it s like place value like ten hundreds and ones
teacher,so using the hundreds the tens and the ones place to add up to 1 000 excellent any other ideas any other ideas student l
student,we re getting ready for mcas
teacher,i m sorry
student,i said that in math we re getting ready for mcas
teacher,good excellent we re getting ready for mcas sit up i really like what we re going with with using place value and getting to 1 000 student e
student,estimating
teacher,estimating good and that kind of has to do with getting close to 1 000 right
student,yes
teacher,so can i have everyone s attention up here for our objectives for today our goals for today is we re going to be finding combinations of 3 digit numbers that add to 1 000 and we re gonna be expanding our understanding of place value so we re gonna be using what we know already with place value to solve 3 digit numbers okay that will get up to 1 000 are there any questions
multiple students,no
teacher,excellent all right so right now boys and girls show me with your hand how many people remember playing a game maybe in past years maybe close to 10 close to 100 in maybe first and second and third grade how many people remember those games well today we re going to be playing close to 1 000 how do you think those games are similar turn and talk to your partners for about 30 seconds how do you think those games are similar
teacher,about ten seconds all right who would like to raise their hand and tell myself and share with the class how do you think that those games might be similar to the game we re playing today of close to 1 000 how do you think close to 10 and close to 100 is connected student d
student,what i said was that 100 times 10 inaudible 1 000
teacher,uh huh
student,and that they all have zeros in it
teacher,okay excellent and who else would like to elaborate on what student d said student f
student,student g said that you could that the same thing is you could go over it under it or exactly
teacher,oh okay so you re talking about actually getting to 1 000 okay all right so today boys and girls when we re playing close to 1 000 everybody is going to be getting a lime green paper and on this lime green paper on one side is the directions and it s gonna tell us what we need and how to play on the back it s our recording sheet that looks just like this okay it s gonna look just like that
student,oh a
teacher,it s okay and what we need to do if we all look at our paper once we get it okay everybody is going to get a stack of digit cards and a recording sheet so you re gonna be able to write right on this lime green paper okay what we are going to do is pair off into groups of two okay there might be one group of three if we re lucky all right
student,okay
teacher,and what we need to do is everybody will get a deck of cards and what you need to do is then take eight cards how many
multiple students,eight cards
teacher,eight cards excellent what we re going to do then is you put the eight cards face up in front of you can everyone see what numbers these are
multiple students,yes
teacher,what do we have there
multiple students,five
teacher,five
multiple students,seven
teacher,so we re pretending these are teacher m s digit cards
multiple students,six
multiple students,three eight five two
teacher,two excellent now what i need us to do is we need to find 3 digit numbers 2 sets of 3 digit numbers that when added together get as close to 1 000 as possible and just like student f had said that student g mentioned we can either go slightly over we can go slightly under or we can get right on to 1 000 so what i want you to do now talk to your partner and see if you come up with any combinations that have to be 3 digits when added together get as close to 1 000 as possible let s just see what we come up with you have about 30 seconds to do that
teacher,okay about five seconds and one two three eyes on me
multiple students,one two eyes on you
teacher,who can show me tell me shh what may be a combination that came up in your groups what s a combination that came up in your groups student r
student,625
teacher,625 so 625 plus what equals 1 000 what
student,inaudible
teacher,nope not yet cause we want to get close to 1 000 so we ve used 625 so with the numbers up what s another combination that you came up with with student j that was gonna get us close to 1 000 what was the other combination you had what was the other combination that you had
student,oh 375
teacher,375 so we re gonna use our 3 our 7 our 5 and let s find out what that equals so how would we solve this what would we use student d
student,600 plus 300
teacher,and what is that using
student,600 the hundreds
teacher,hundreds so but what is our big picture student j
student,place value
teacher,nice and loud
student,place value
teacher,did you hear so what are we using
multiple students,place value
teacher,student l please put the ruler down so let s using our place value see what 625 plus 375 is equal to gentlemen eyes up here please my first addition what am i going to be adding together
student,600 plus 300
teacher,i love the way student a is raising her hand
student,600 plus 300
teacher,600 plus 300
student,equals 900
teacher,600 plus 300 equals
student,900
teacher,900 excellent what will i be adding next student a
student,20 plus 70 equals 90
teacher,so 20 plus 70 how did you know what place is that that we just added
student,that s the tens place
teacher,excellent 20 plus 70 equals
student,90
teacher,90 and what s left student t
student,five plus five equals one
teacher,five plus five equals ten and what place did we use there
student,ones
teacher,so we re adding up our ones place and now am i all done
student,no
student,yes
teacher,what do i need to do next what do i need to do next someone who hasn t answered yet student m
student,add the sums
teacher,add those sums together and let s add those together i am adding zero plus zero plus zero
multiple students,zero
teacher,zero plus nine plus one
multiple students,ten
teacher,put down the
multiple students,zero carry the one
teacher,one plus nine
multiple students,ten
student,1 000
teacher,one plus nine is 1 000
student,no
student,why d you say it
student,that s 1 000
teacher,so
student,inaudible
student,exactly 1 000
student,oh never mind
teacher,what we would do now
student,inaudible
teacher,hold on one second on your score sheet you would then write student r what was the first combination you used
student,625
teacher,so he used 625 plus
student,375
teacher,375 and what did that equal
student,1 000
teacher,it equals 1 000
student,and the score is zero
teacher,so the score boys and girls is the difference between the number we got and 1 000 so if i have 1 000 what s the difference to 1 000
multiple students,zero
teacher,zero if i got a total where the number was 999 what would my score be
multiple students,one
teacher,one if i got a total of 800 what would my score be
student,inaudible
teacher,200 are there any questions on how to figure out the score
student,no
teacher,student l
student,do you have a stack inaudible
teacher,not right now
student,i still have one
student,i have the approach he s allowed to take
teacher,oh student m
student,what if it goes over
teacher,good question what if it goes over in this game we are able to go over it s not like the price is right okay it s not like when we re doing the multiplication division closest with going over the closest without going over remember we talked about that
student,nope
teacher,so what we need to do if we go over and our answer is 1 010 who can turn and talk to your partner if the answer is 1 010 what is the score going to be student f can you slide back to your regular seat please who can raise their hand if the score is 1 010 what is the score going to be student r
student,ten
teacher,ten so does anyone have any questions about going over going under or finding out the score
student,yes
teacher,student s
student,like inaudible who wins inaudible
