speaker,cleaned_text
teacher,okay so i want you to go back and look at the ones they circled on this and if they got the decimal in the wrong place go ahead and mark it wrong because i started counting out these and i wasn t sure what was done so it s two different pages and let me give you a red pen inaudible student t can you scoot your chair so he has room are you ready now
student,yes
teacher,okay put your books up now today we re going to be making fraction kits and you need to have your strips on your desk your marker on your desk and your scissors on your desk and you shouldn t need any other things for this lesson before we get started with it i want to review with you about fractions and see what you remember what can you remember from 4th grade what is a fraction student g
student,part of a whole
teacher,okay part of a whole what kind of whole
student,number
teacher,spell it for me i m thinking of two kinds of wholes
student,w h o l e
teacher,great so i ll just write part of a whole number i didn t mean to put a t there what else can you tell me about a fraction there s got to be other things you can remember about fractions anything come to mind on that student e
student,you can add fractions with whole numbers
teacher,okay i m going to use this symbol for a number here just to be efficient with time yes
student,you can make
teacher,i ll come back to you student a
student,there are improper and mixed fractions
teacher,we know about improper fractions what would be an example of an improper fraction give me an example of an improper fraction
student,3 over 1
teacher,3 over 1 and then you said mixed give me an example of a mixed number
student,two and three fifths
teacher,very good okay does is a fraction similar to anything we ve been talking about this year what
student,a fraction is similar to a decimal
teacher,okay a fraction is similar to a decimal and we have talked lots and lots about decimals this year in fact the whole year so far has been about decimals anything else you can tell me about a fraction before we move on
student,there are different properties in multiplying and dividing than if it was a whole number like in multiplying and dividing a fraction you have to put down a decimal instead of just using the whole number they have different properties
teacher,okay so you re saying when you multiply and divide a decimal it has different properties from a whole number is that what you re saying
student,yes because if you divide a whole number into a whole number you don t put a decimal down when you divide a fraction into a fraction you put the decimal down
teacher,i m not quite sure that i understand what you re saying so i m just going to write this right now different properties than whole numbers and then we ll talk about that in a little bit okay i ll put a question mark right there with the strips that you have i want you to pull out your purple strip first and on this in real large letters write one whole the number 1 then whole like student g spelled it this will be our purple one then that will be all we do with this one i like the way student e wrote it so it can easily be seen good job you guys are doing a good job by the way this strip of paper is 18 inches and if we have enough time at the end of the lesson we re going to do something with rulers but i don t want to pass out the rulers unless i know we have time for that but remember this one happens to be 18 inches long it s 3 inches wide you don t need to know that but it is 18 inches long okay next i want you to get your green strip i want you to fold it in half fold it in half get your green strip fold it in half then i actually want you to cut it apart cut it apart i was walking around the room as you were folding them and i noticed before i folded mine all of you had folded yours this way why did anyone would this have been folded in half if you had folded it this way don t do it but if i was able to fold it this way would that have also been in half i m just curious
student,more space
student,faster
teacher,what did you say
student,simpler to write something down on it
teacher,how did you know we were going to write down on it
student,because we ve been doing that we did one whole
teacher,okay so go ahead you ve cut it write one half on the green but i want you to write it two ways i want you to write it this way one half and i also want you to write it that way okay now you need to put your thinking caps on why is this label right here why is one half the label you re putting on this why is that appropriate for this number i only see one hand and i know i have more thinkers in here why is one half an appropriate label for this you might be thinking about how to use this one to explain your answer student g
student,because it s half of the whole number because we folded a piece that was the same length as our whole number and when you cut it in half we know it s half of it
teacher,good who has a different explanation student a what were you going to say
student,i was going to say it s one half of a whole and if you tear it it s only half of the whole
teacher,would it matter when we started off with this green strip did it have to be 18 inches long also as the purple what would have happened if it was a different length quit rocking in your chair please
student,if you put them together it wouldn t be the same length
teacher,right it wouldn t have been the same length student m did you have something to add to this
student,no same as his
teacher,okay next we re going to pick out your pink get your pink we have a whole we have a half what would be the logical thing for this next one what would logically come next i heard a third i heard a fourth what would logically come next now in number if you re going in chronological order third would come next but would it be hard to fold this into thirds don t do it yet leave this pink slip alone someone explain to me how you would fold this into thirds to get a half all you have to do is this
student,inaudible
teacher,would you walk over there and just remind her that i m taping right now say that one more time
student,inaudible
teacher,i m going to need you to talk louder
student,you get this put it in the middle and take the other and get these ends to line up inaudible
teacher,okay he said you would take one edge this way one edge this way and fold it which i agree it would be that but think about it we started with a whole it would be a half what would be the next easiest fraction to make
student,one fourth
teacher,why would a fourth be easier right now than a third would have been yes
student,because you fold it in half and then fold the half into another half
teacher,say it again louder
student,you would fold it n half then fold the half into another half
teacher,so i want you to turn this pink one into fourths and i m going to watch you and cut it into fourths also i see people folding it different ways i see some people doing a half and another half i see some people doing the origami folds either way is correct and then cut them apart once you do that one you re going to label each of them one fourth i like how some of you are spacing them out on your desk someone that didn t answer the question last time i m going to call on them this time why is one fourth an appropriate label for this student e
student,like one fourth is half of a half and one half is half of one whole so two one fourths is one half and four one fourths equals one whole
teacher,okay say that last thing again
student,four one fourths equals one whole
teacher,okay so i m going to try to draw my bar right here this is my one whole then with my green i m going to cut that right here and i have my one half then with my pink i have my one fourths what was the last thing you said again
student,four one fourths equals one whole
teacher,four one fourths equals one whole can anyone else tell me a reason why one fourth is an appropriate label of this
student,one half is a half of one whole so two fourths is half of one half
teacher,you are going into equivalent fractions now and we haven t even gotten there yet but you re correct she said two fourths would equal one half which would be half of one whole and you re going a little bit forward with me next get your red look at this pattern that s going on what do you think the next fraction might be i heard a sixth but you didn t raise your hand what do you think
student,eighth
teacher,you think an eighth you think a sixth what do you think
student,fifth
teacher,interesting sixth how many of you think sixth would come next
student,because sixth is after
teacher,well if you re going to fold a sixth what would you have to fold first
student,i m not really sure but inaudible not really sure
teacher,student a what do you think which number do you think would come next
student,sixth
teacher,why why would you think sixth i mean if i m looking at these numbers like going from 2 to 4 and if you re counting by twos i could see why you would say 6 why would you think sixth would come next you don t know what
student,inaudible for a third then fold the third in half then inaudible that means inaudible
teacher,okay if you can t hear what student j just said if we were going to do sixths we would have to fold it into thirds first and do half of a third to get a sixth so far we ve done half and we ve done fourths if we were going to continue in that pattern what would be the next pattern to do
student,eighths
teacher,how would you get this strip into eighths how many stop erase the length stop how many of you thought by the numbering that sixths should be the next one since we went from 2 to 4 6 would naturally come next i could see where you would think that if you were thinking in increments of 2 but we re folding into halves so take your red strip and fold it into eighths and cut them apart your label for once you get this cut how many eighths should you have
multiple students,eight
teacher,you can go ahead and label them one eighth as our numbers get bigger as our denominators get bigger what do you notice about the size
multiple students,smaller
student,it s going to get harder and harder to fold them
teacher,yes
student,inaudible
teacher,use glue these are super sized fraction bars then once you get them labeled lay them out on your desk and think about some things that you re discovering you can keep it yes
student,do we have to label all of them
teacher,yes i do want you to label all of them the next one is going to be even nicer spread them out across your desk so you can see all of them together i hear some of you thinking ahead yes i think you cut they go that way use the backside if you re still labeling them just write the words one eighth on some of them and the rest of them just write the fraction one eighth student k write the words one eighth on at least one of them okay then next we re going to use your brown strip okay we re going to continue in this same line of thinking so what fraction do you think would come next student m
student,one sixteenth
teacher,why do you think one sixteenth would come next
student,the fraction one sixteenth is half of one eighth
teacher,he s saying if we continue with the fractions one sixteenth would be half of one eighth thumbs up if you agree with him thumbs down if you don t agree with him thumbs sideways if you re not sure some of you haven t voted you were the one that said one sixteenth first
student,inaudible
