speaker,cleaned_text
teacher,all right come on let s go all right we ve been working
multiple students,yes
teacher,as soon as you hear division you should automatically think
multiple students,dmsbr
teacher,dmsbr you got it you got to know what dmsbr stands for and inaudible tell me what does dmsbr stand for what does the d stand for help me out help me out student c
student,dad
teacher,dad okay what does dad say student c
student,divide
teacher,divide so it s our first step in division is of course to divide and once we ve found our first number in that quotient what does mom say student k
student,multiply
teacher,there we go so we ve got mom of course mom says
student,multiply
teacher,multiply after we ve multiplied we move onto our next step which is usually a favorite
student,sister
teacher,student j
student,sister
teacher,sister and what does sister say student j
student,subtract
teacher,subtract she does sound just like you student j laughter that s exactly what she sounds like and then before we can start this all over again what do we have to do student j
student,inaudible
teacher,there we go we ve got a brother and he says exactly what student j says
student,down
student,bring me down
teacher,bring down only if
student,inaudible
teacher,only if there s place values open that s a good way to put it student j only if there s place values open because if there s not a number to bring down can you bring down
multiple students,no
teacher,no and if there s not a number to bring down what do we do
multiple students,laughter
teacher,there you go then we ve got inaudible right what was his name again
multiple students,rover
teacher,rover and rover can only say two things because he s not very smart
student,repeat
student,remainder
teacher,repeat or
multiple students,remainder
teacher,you got it
student,or remainder
teacher,and then to make sure that we get every single one of our problems right last but not least student k
student,cousin mike
teacher,we ve got cm
student,mike
teacher,cousin mike who student k really has and she made him mad and student k what does cousin mike say
student,check the multiplication
teacher,check the multiplication i ve noticed a problem though with some of our division problems lately we get a little confused in some parts okay today we re going to fix that well we re going to try to all right today our plan is to try and fix that sometimes we run into a situation and you ask yourself or you can say to me teacher h i don t know what to do here tell me tell me the answer i don t want to do it why do you inaudible like that like i m going to give you an answer i don t know why you even come up and ask okay you need to figure out a way to reward that so it comes off a little better instead of i don t know how to do this come up to me and tell me well i ve tried this and this and this but i keep coming up with this so maybe you could help guide me in the right direction so i can make sure that i don t make these mistakes anymore doesn t that sound so much better than i don t know how to do it
student,yeah it does
teacher,because when you say that you just expect me to give you the answer and do i ever just give you the answer
multiple students,no
teacher,i guide you i guide you to make sure you know what to do and that s exactly what we re going to do today and one of the problems i m finding is when there s zeros in division some of you might be thinking yeah zeros are there zeros happen but what do we do what do we do i m going to need to make sure that you re paying very close attention today okay what do we do when there s zeros in division you know this i don t even need to ask you have that memorized don t you
multiple students,yes
teacher,make sure you re still using it okay not one of you has perfected it yet and i told you there s only one time you don t have to use dmsbr is when you ve perfected it nobody s perfected it yet so we re going to keep using it for a little while all right so let s look at an example here when we re talking about zeros in division now let s think of a life like situation here i ll come up with an example here let s say the post office sold 432 stamps in four hours it wants to know how many it sold in each hour right we re breaking it up into
multiple students,groups
teacher,very good we re breaking it up into groups because that s really what division is isn t it breaking it up into groups how many inaudible in each group so if we have a question like 432 stamps were sold in four hours i want to know how many were sold in each hour but what operation are we going to have to use student h in order to figure that out
student,multiply no no no division sorry
teacher,division we re going to have to use division because we re breaking it up into groups and of course before we do that we re going to put dmsbr over here right d m s b r dad mom sister brother rover walk me through this please tell me what s the first thing that comes to your mind when you look at this problem inaudible look at that problem you have it written down nice and neat in your notes all in one line right now right isn t it nice that they make paper for you in lines they put those lines on there they put that there for a reason they want you to use them they want you to use them so please make sure that you all right when you look at this problem what are you saying in your brain that you re not saying out loud right now i m going to give you a chance to say it out loud what are you saying right now student m
student,divide
teacher,the first thing you say is divide because you see the division sign right what s the next thing that comes to your mind student j
student,how much does inaudible go into inaudible
teacher,how many groups of four can go into what
student,three inaudible
teacher,why did you jump straight to 43
student,well because you got to inaudible
teacher,always start with one number at a time how many groups of four can go into
student,four
teacher,four one number at a time right now if that was less than four then i would go over to the next number but we re going to do one number at a time so our answer is going to go all the way up to what place value since it s starting in the first place value above the four there student j
student,the hundreds
teacher,the hundreds place good student j the hundreds place so let me ask you that dad says
multiple students,divide
teacher,wow okay who was that daddy you re scaring me dad says divide so what are we going to try and divide by how many groups of four can go into student r
student,forty three
teacher,no student r you weren t listening student j just explained why he would not do 43 and that s why i called on you because i was afraid i was afraid you weren t listening so can you make sure you pay attention for me from now on because we don t want to repeat this i want to make sure you have it so you don t have to struggle with it are you with me very good student k how many groups of four can go into what
student,four
teacher,four are you with me on that one
multiple students,yes
teacher,so how many groups of four people can we put in a four person car
student,one
teacher,only one right so four can go into four
student,one
teacher,one time
student,and then you re supposed to
teacher,does anybody not see how i got that does everybody see how i got one all right so we get to move onto the next step of division which is mom and she says
multiple students,multiply
teacher,sweetheart you must multiply all right well you tell me think a lot right now what are we going to multiply help me out i don t know how to do this you tell me what do i need to multiply student b
student,four times one
teacher,four times one who agrees give me a thumbs up good four times one one times four is
multiple students,four
teacher,and where does that four go
multiple students,under the four
teacher,right underneath the four does everybody see how i did that
multiple students,yes sir
teacher,and then we come up to sister tell me what does sister say everybody
multiple students,multiple answers laughter
teacher,that s right don t forget it don t forget it now i know this is the hardest thing we ve done all day but what s four minus four
multiple students,zero
teacher,good
student,oh my gosh
teacher,shh shh shh student j and then we ve got brother right
student,yes
teacher,and of course tell me everybody what does brother say
multiple students,bring me down
teacher,oh if you bring him down student c he s not going to do this he s going to do this bring me down right now here s my next question then and i know every hand s going to shoot up straight to the sky when i say it how many numbers do we bring down at a time how many numbers do we bring down at a time student h
student,one
teacher,who agrees give me a thumbs up with one that s exactly right we re only going to bring down one number at a time and when i drop my arrow down i like to only bring it down to this equals sign right here okay some of you get crazy i don t understand what happens like some of you are like well i m going to bring it down all right well i m going to bring it down hard yeah laughter and that s how some of your work looks i m like why are you so angry laughter i m like calm down okay it s just a number we re going to be real nice to it we re going to bring it down nice and easy okay student s i ve seen you do this calm down don t be so mad at the paper
student,teacher s it s like this
teacher,bring that three bring that arrow all the way down to the equals sign that way we can just bring that three right here and we ve created a new number right
student,like this
teacher,just like what i did on the board it s right there that s how you re going to bring yours down okay so now we have a new number all i m really doing is i m bringing my dividend down to right here now so what i need to divide i d move from here
student,to here
teacher,to here everybody see that
student,yes sir
teacher,so of course since we have place values open what is rover going to say
multiple students,repeat
teacher,repeat he will always say repeat until what raise your hand help me out he will always say repeat until what student m
student,when all the place values are filled with numbers
teacher,you got it when all the place values are filled with numbers and then rover s obviously going to say what student m
