speaker,cleaned_text
teacher,okay this afternoon we re going to work on two things two probably very different things one is steps in problem solving we ve talked about that and however i came in this morning and was sitting here looking at that chart and i thought it is not fair to students to see a bunch of red lines and no words which is pretty much what you see we are needing to work on an exemplar we have not done this for a very long time so please tell me what an exemplar what is the point of an exemplar why are we asking you to do them what if an alien came in and never heard of the word how would you describe it to them student l
student,like by reading the question and
teacher,can you use part of my question in your answer thank you
student,you could use what there is in the story and then act draw it on the paper and try to figure the answer out
teacher,okay
student,and the question
teacher,why would i do this a lot of kids probably wonder why we do this it s not anyone s favorite thing usually so why do we make you do this student e what is the point
student,the point of inaudible
teacher,now you re hitting kind of the nail on the head there when you say help us understand problems what is the big deal about exemplars student k were you going to answer that question
student,no i was going to answer the other question
teacher,what is the big deal about exemplars student n
student,the big deal about exemplars is so you can get better at math inaudible
teacher,now we may be getting somewhere else she mentioned life situations thank you so we ll write our name in just a minute you guys have talked a little bit about life situations and stories tell me what the connection is between that and your learning everything i do in math is to make you a better mathematician right
multiple students,yes
teacher,so why do i use these when nobody really likes them anyway
student,i think we have exemplars because we learn things from them
teacher,what is the one big thing you learned from exemplars there is one word i m looking for actually there s two words student t thinks he knows them problem solving why do you think problem solving is such a big deal to teachers this is a really good question so instead of reading your exemplar i need you to think about why is problem solving such an important part of our life student n
student,because most of our life situations are going to be about problem solving and you can t always be there to help us
teacher,you re right
student,you can t always be there to help us
teacher,i never thought about that so teachers won t always be around huh usually someone s around in your life to help with problem solving but not always if you know the steps to problem solving that are on the board and now in front of your body you are going to be here you go you are going to be a much better problem solver guys because give me an instance that you think is a problem that maybe needed to be solved in an adult s life you don t have to tell me any personal stories just tell me something you can think of that might happen i can think of something recently that happened that i think problem solving was huge i got a lot of people with their pencils i have not said to write anything so let s put your pencils down
student,you helped me when i was doing an exemplar and i couldn t figure out the problem and the teacher sort of gave me a little hint
teacher,and do you think in true life people might give you hints
multiple students,yes
teacher,absolutely moms and dads for a long time teachers professors in college your boss when dr t comes in to watch me teach guess what she s going to give me the next night hints i really like this let s try something different on this that s not a criticism she wants to make me a better teacher so i want to make you a better mathematician give me another instance of something you think might be a problem solving there s something that happened in the united states recently that i think had to do with problem solving
student,if you are accounted for how many votes a president got in votes in one state you might need to add up some votes
teacher,let s get to the presidential election in the problem solving why would problem solving be important for you in eight years nine when you re voting because you re going to be voting in a short amount of time or maybe you don t think it s important and that s okay if you tell me that how does problem solving and presidential elections go together
student,problem solving and presidential elections depends on how many you round
teacher,i didn t have to do any rounding when i went in to vote somebody might have somewhere
student,you choose between four candidates
teacher,i did how does that have to do with problem solving what should i have done before i went in the booth student m
student,should have gotten someone to vote for
teacher,should i have read a lot of the information about them
multiple students,yes
teacher,should i have comprehended
multiple students,yes
teacher,should i have read read and reread information about them
multiple students,yes
teacher,i didn t have to close my eyes and imagine the story but i should have read and reread and thought and thought so problem solving even though the presidential election is not a math problem it s problem solving student k
student,i ve got another thing that s a problem solving thing hurricane sandy that was a big problem for the people in new york so we re trying to figure it out and it s problem solving
teacher,yeah those are major problems they ve got to figure out do i want to live in this house that had water in it up to the ceiling because water damages things really badly do i have enough money to fix it is the government going to be able to help me do i really want to live here location location do i want to live here when i know there can be another hurricane do i want to move someplace else can i afford it problem solving a lot of problem solving a lot of math went into that didn t it now we are going to work for approximately 15 minutes on the exemplar then 15 to 20 minutes at least on fractions so we re going to move from exemplar to fractions back and forth a little bit i want you to have both pieces in front of you like most of you do your steps in problem solving you may write your name on it now it is yours please don t lose it because this is an incredibly good piece of paper so put your name on it make sure you know where it is i think a good location for it to live in would be your math journal in the pocket i think that s a good place so write your name now we re going to use it and do what it says remember the other day on the exemplar and we sat on the floor over here which exemplar was it
multiple students,the pez
teacher,you re right and we did such a good job on it because we did that one together i m not going to do all of this one with you but i m definitely going to give you all the steps to help you yes student b
student,i was going to say another problem solving thing is taking care of your bills
teacher,mm hmm and that s a math related one steps in problem solving and would you put your name on your exemplar on the left hand side and put your number on the right hand side some of you forget your number that makes it so much easier for me they re both in front of you and we re going to switch back and forth so keep with me so we know what we re reading i know some of you have looked at it already number one steps in problem solving so put your eyes over there and i would love for student m to read number one nice and clearly
student,inaudible close your eyes and imagine the story
teacher,now are we going to move to number two
multiple students,no
teacher,no because we haven t done number one i would like some volunteers and i m going to let you read a sentence that s all you get is to read a sentence okay student t sentence number one actually what s the title is the title important
multiple students,yes
teacher,yes go ahead title
