speaker,cleaned_text
teacher,oh wait this isn t the one i thought it was i don t like that one that s not the one i want to do i don t like that one thank you
multiple students,inaudible
teacher,don t grab hold of his chair and pull him around do you understand me i m not going to argue do you understand what i said
student,inaudible
teacher,that s okay take these you know what do you think we are going to need any paper to work these problems out maybe we should do some inaudible i think that might be a good idea real quick
teacher,teacher just tell me when you are ready to rotate if not we will probably rotate and like 10 15 am i guess
multiple students,inaudible
teacher,okay we can always check because we won t always need one but in case it s asking for equivalent fractions in case we have to do some cross multiple pieces does everybody have a bingo board
student,inaudible
multiple students,inaudible
teacher,okay ready i m going to be the caller today do you all have some chips grab some chips if you don t have any
multiple students,inaudible
student,yes you did
student,no i m not i don t need my chair
multiple students,inaudible
teacher,ready
student,yes
student,yep
teacher,okay i want to do this function is seven parts of eight seven parts of eight you don t need your whiteboards all the time you are only going to need them if you have to do something on that so if you have seven parts of eight you can put a chip there
teacher,and nobody has seven parts of eight
student,student does
student,what if it was inaudible
teacher,not yet because we re going to get to that i m going to call the function and if you have the equivalent then you get to pull one but not yet know okay you have now quieted the whole class because you can t quit arguing so what is going on
student,nothing we were just discussing it
teacher,it didn t really sound like a discussion
student,he said that he taught me a trick and i said i already knew the trick inaudible
teacher,okay it doesn t matter let s just keep going okay okay is everything okay
student,yeah
teacher,okay five parts of eight five parts of eight
multiple students,inaudible
student,i have five parts of six
teacher,okay this next fraction listened for carefully two thirds minus one third two thirds minus one third
multiple students,inaudible
teacher,two thirds minus one third ready
student,yeah
teacher,okay one part of a hundred plus one part of a hundred plus one part of a hundred
student,got it
student,yes
student,i don t got it i did it all in my head
student,yes
student,you don t need to
teacher,now look some of you have words too so be sure that you are looking at all your words so you have to think are you ready for the next one
multiple students,inaudible
student,you should inaudible
student,no i don t
teacher,okay we are counting by six okay you ve got to fill in the blank listen to the pattern two sixths then three sixths four sixths whatever comes next in the pattern
student,i got it
student,i know it
teacher,the fraction is whatever comes next in the pattern here s the pattern two sixths three sixths four sixths and what comes next
student,five sixths
student,inaudible to do anything
