speaker,cleaned_text
teacher,today you have a math just like i said today we re going to
student,inaudible
teacher,stop sit down
student,i lost it
teacher,you lost what
student,my math notebook
teacher,don t worry about it for now use your inaudible paper i will give it to you later on i don t want you to call out student s student a wants to answer how would you tell a 3rd grader how to do this math tell me how would you tell somebody how to do this math
student,i know do the hundreds first
teacher,which ones are the hundreds
student,the hundreds are the inaudible
teacher,good job so you are saying it s 100 plus
student,600 then that way you leave the 96 plus 25 then add it
teacher,good job you can do 96 plus 25 is that what you said what would 100 plus 600 be
student,700
teacher,700 stop calling out i would like you to raise up your hand 96 sit down turn around and sit down please turn around and sit down properly inaudible sit down properly please pick up your book solve this math
student,121
teacher,121 hmm how did you solve this math to get 121 yes student t what do you think is the answer
student,5 plus 6 is 11 so you put the 1 on top of the 9 and 10 plus 2 is 12 so inaudible 121
teacher,good job there s something you did here that s really student j would you please sit down
student,can we do more 100 plus problems i like those
teacher,i don t think your mom would like to see you acting this way during this lesson thank you student d you have been participating i don t want to divert your attention thank you student t thank you student a good job there s something you said here that s really you added the 6 out of 5
student,yes
teacher,what is the value of 5 and 6 here student t
student,500
teacher,what is the value of 5 and 6
student,the value
teacher,yeah
student,500
teacher,no look up here we have 96 and we have 25 what does this 5 mean to you is it in the ones is it in the tens where is it look here
student,i don t get it you want to add up 6 plus 5 it s 11 it would be in the tens place
teacher,yes when we have 11 now we have the tens place in 11 i agree but if we have only this 5 what does this 5 mean to you
student,the ones place
teacher,the ones good job so you re saying that 6 plus 5 is going to give you 11 and we re left with 9 and 2 what does 9 sorry sit down student d you re still distracting us can you please turn around and sit down
student,you put the 1 on top of the 9
teacher,go back to your seat please sit down thank you student d what does 9 here mean to you
student,90
teacher,good job what is the value of 2 here 20 90 plus i want to remind you that there is a camera here watching you i have here 90 plus 10 is what student t
student,90 plus 10 that s 100
teacher,100 and what
student,100 you said 90 plus 20 110
teacher,110 now we re going to add it 0 plus 1 plus 0 is going to be what here we have 0 plus 110 plus another 110 it s going to be what
student,220
teacher,yeah
student,110 plus 110
teacher,two 10s is what
student,20
teacher,so i m going to write the 0 here sorry i m going to write the 2 here because it s not mr k can you take him to inaudible room can you go please just call his mom and tell his mom exactly because this 20 which is two 10s it s not 100 we can t take it to the 100 level we have 700 plus 100 is going to be what
student,800
teacher,this will give us 821 this is inaudible of this math another way we can solve the math using the traditional algorithm is this we re going to do 196 plus 625 okay get away from there please can you leave the computer please pay attention thank you 6 plus 5 is what 11
student,i already got it
teacher,90 plus 20 is what what is 90 plus 20 student a
student,110
teacher,what is 100 plus 600
student,700
teacher,student a can you tell me how i got 110
student,110
teacher,mm hmm
student,you got 110 because of 9 plus 2 equals inaudible
teacher,allow him to talk look up here the classroom respects adults and classmates can you give him the respect sit down student d i m listening to you student a student a i m listening you were saying something about 9 and 2 student s can you tell me how we get 110
student,you got 110 by that 9 and that 2
teacher,what is the value of this 9 here what is the value of 9 sit down stop calling out thank you
student,90
teacher,what is the value of 20
student,20
teacher,90 plus 20 that s how we got 110 how did we get 700 student j i had 100 100 plus what
student,600
teacher,which is 700 now when we add it up we re going to get inaudible this at a tens and this at hundreds what we had here was we had 100 nine 10s six 1s can you stop student a then we have in the 600s column maybe your dad is going to see how you do in the classroom i have the 2 in the tens and i have the 5 in the ones when i add it up i am going to add 5 ones plus 6 ones is going to give me what
student,11
teacher,11 ones how many tens do we have in 11 ones
student,1
teacher,that is why we write 1 here and write 1 here you have 1 left can i continue because i have 110 plus 9 tens here what is it going to be 110 plus 9 tens yes
student,10 plus i raised my hand
teacher,yes student a
student,10 plus 9 tens equals 100
teacher,100 plus 2 tens is what
student,120
teacher,that is why we are going to write this since we have 120 student t can you sit down please please move because we have here we have 120 the 20 here is the only thing that belongs to the tens and that s why we write it here 100 does not belong to the tens it is moved away from the tens to the hundred and we have only 100 we have this 100 plus 100 is going to be what
student,200
teacher,200 plus 600 is going to be what 800 that is how we got 821 now i am going to pass out your papers you re going to do question number one two and three then you do the other page page 30 when you get to page 30 you will stop because we are going to play the game if you need any help you raise up your hand and i will help you look at the questions it s asking here it says now look carefully at these different solutions this one here you look here if you look at this one this is the one i did here this one here and it says answer the questions below this solution is this one here
student,i already have the questions
